scenario,question,time_s,sensible_inventory_change_J,fixed_volume_sensible_change_J,geometry_heat_term_J,geometry_reference_temperature_K,surface_convection_in_W,surface_latent_out_W,moisture_enthalpy_correction_J,linear_solver_relative_residual,physical_heat_balance_residual_J,physical_heat_balance_relative
no_latent,Q2,1320.0,270.3787623579352,270.3787623579352,0.0,304.51811055464185,2.2531546253450867,0.0,7.495438526813255,2.8575614137698234e-11,0.00020731652483618745,7.667633471956494e-07
no_latent,Q2,1440.0,273.8650561738684,273.8650561738684,0.0,305.07020057855397,2.282204273168134,0.0,8.434661813488392,2.9324533568402704e-11,0.0005433936923395777,1.9841658513548872e-06
no_latent,Q2,1560.0,273.8658577024205,273.8658577024205,0.0,305.6332307574924,2.28220924026658,0.0,9.35259137589814,2.9328152529040244e-11,0.000748870430925308,2.734442464671964e-06
no_latent,Q2,1680.0,272.401789472955,272.401789472955,0.0,306.2002418819954,2.270007858403072,0.0,10.243449982670061,2.9158606150188466e-11,0.0008464645863455189,3.1074119886776987e-06
no_latent,Q2,1800.0,284.36864822233497,284.36864822233497,0.0,306.7682554448499,2.369737221931245,0.0,11.109256100929963,3.3715055595914784e-11,0.00018159058555511365,6.385745640044545e-07
no_latent,Q2,1920.0,276.83974005578307,276.83974005578307,0.0,307.36437081646505,2.30698953340248,0.0,12.025505061435375,3.100913459416834e-11,0.0009960474854437962,3.5979208954722077e-06
no_latent,Q2,2040.0,278.27873894686064,278.27873894686064,0.0,307.9492925161459,2.3189836579460037,0.0,12.889756858748283,3.229115944182182e-11,0.0006999933402198621,2.5154395296923167e-06
no_latent,Q2,2160.0,269.8615848450833,269.8615848450833,0.0,308.5410982486395,2.2488371728000347,0.0,13.755718942242067,3.01335751844314e-11,0.001124109079171376,4.165502399375153e-06
no_latent,Q2,2280.0,268.47262581295803,268.47262581295803,0.0,309.1196700334772,2.237264854671851,0.0,14.576489995193963,3.048210591381899e-11,0.0008432523358692379,3.140924827310784e-06
no_latent,Q2,2400.0,267.72955835940843,267.72955835940843,0.0,309.6992305468579,2.2310737283768964,0.0,15.396918772398449,3.117836145024714e-11,0.0007109541808745234,2.6554937946751348e-06
no_latent,Q2,2520.0,266.5850794977799,266.5850794977799,0.0,310.28109464583815,2.2215368054166147,0.0,16.212830352306863,3.1653974158971294e-11,0.0006628477860886051,2.4864399288112645e-06
no_latent,Q2,2640.0,262.00590344791294,262.00590344791294,0.0,310.86441739648916,2.1833757240201805,0.0,17.024556704678997,3.079962648132602e-11,0.000816565491277288,3.116591956637428e-06
no_latent,Q2,2760.0,246.4374861670301,246.4374861670301,0.0,311.44205343178146,2.0536339484786037,0.0,17.81886170472372,2.639609774705366e-11,0.0014123495976718914,5.73106640405604e-06
no_latent,Q2,2880.0,244.73864701160568,244.73864701160568,0.0,311.9910435759252,2.039481730108471,0.0,18.5502561789477,2.70518868226018e-11,0.0008393985891643752,3.4297753927052242e-06
no_latent,Q2,3000.0,227.70757783216357,227.70757783216357,0.0,312.54001122466826,1.8975512395025549,0.0,19.281586014533723,2.264091156764607e-11,0.0014290918569770383,6.275996040985422e-06
no_latent,Q2,3120.0,231.01426797511647,231.01426797511647,0.0,313.0568044368766,1.9251143503630102,0.0,19.9467766703797,2.49117134960337e-11,0.0005459315552513999,2.363194100678684e-06
no_latent,Q2,3240.0,220.21018420843188,220.21018420843188,0.0,313.5838217880311,1.8350765877452773,0.0,20.630750902787295,2.235605387725416e-11,0.0009936789986113581,4.512411640647953e-06
no_latent,Q2,3360.0,206.6816549049607,206.6816549049607,0.0,314.0913639962239,1.7223372024293029,0.0,21.28195689098654,3.557536986874293e-11,0.0011906134443506744,5.7606150139360905e-06
no_latent,Q2,3480.0,192.30590548169545,192.30590548169545,0.0,314.57344488326464,1.6025388910231242,0.0,21.88614856646454,3.0643286013279616e-11,0.0012385589205337055,6.440566229265368e-06
no_latent,Q2,3600.0,194.17679616445338,194.17679616445338,0.0,315.02798118293936,1.6181355891262466,0.0,22.443594963151682,3.224187400279831e-11,0.0005254693037954894,2.7061384994242862e-06
no_latent,Q2,3720.0,182.7817321424899,182.7817321424899,0.0,315.48931241682897,1.52317385538884,0.0,23.010805649722236,2.904787966228166e-11,0.0008694958290789145,4.757017120294536e-06
no_latent,Q2,3840.0,175.1361887534331,175.1361887534331,0.0,315.92910071839145,1.4594618169849012,0.0,23.54302994077828,2.6915435712403002e-11,0.0007707152449540899,4.400662424138666e-06
no_latent,Q2,3960.0,164.72512990586836,164.72512990586836,0.0,316.3551622900107,1.3727025338449563,0.0,24.050666528775842,2.4057558369378887e-11,0.0008258444736100046,5.013469857828801e-06
