scenario,question,level,time_s,sensible_inventory_change_J,fixed_volume_sensible_change_J,geometry_heat_term_J,geometry_reference_temperature_K,surface_convection_in_W,surface_latent_out_W,moisture_enthalpy_correction_J,linear_solver_relative_residual,physical_heat_balance_residual_J,physical_heat_balance_relative
no_latent,Q2,L,1920.0,276.78834596962133,276.78834596962133,0.0,307.35466997215315,2.306558868424778,0.0,11.952199555319984,2.7390107668663234e-11,0.0012817586479627607,4.6308259239478204e-06
no_latent,Q2,L,2040.0,278.24654196364065,278.24654196364065,0.0,307.9390832863111,2.318712796832791,0.0,12.812646581693047,2.8400492885327613e-11,0.0010063437057397095,3.616733917473848e-06
no_latent,Q2,L,2160.0,269.87902116696785,269.87902116696785,0.0,308.5303998665777,2.2489804921603396,0.0,13.675045600504365,2.7224171954928013e-11,0.0013621077271182003,5.047104888806811e-06
no_latent,Q2,L,2280.0,268.5092862996138,268.5092862996138,0.0,309.10857469517697,2.237568277710286,0.0,14.492570752576214,2.766264485189825e-11,0.0010929743795031754,4.07052729745663e-06
no_latent,Q2,L,2400.0,267.78383581431916,267.78383581431916,0.0,309.68776209863074,2.231523969365165,0.0,15.310020874341237,2.7940298083376387e-11,0.0009594904993264208,3.583078479732174e-06
no_latent,Q2,L,2520.0,266.65756136272466,266.65756136272466,0.0,310.26927369765906,2.2221388127988044,0.0,16.12332574220388,2.8456472254973448e-11,0.0009038268681251793,3.3894664884290915e-06
no_latent,Q2,L,2640.0,262.10597370291435,262.10597370291435,0.0,310.8522673099854,2.184207856673138,0.0,16.932746004974433,2.80572829785343e-11,0.0010309021378134275,3.9331501043234905e-06
no_latent,Q2,L,2760.0,246.59455222504636,246.59455222504636,0.0,311.42962213913427,2.0549416305691808,0.0,17.725086867134912,2.524105937616449e-11,0.0015565567446742534,6.3122105927697604e-06
no_latent,Q2,L,2880.0,244.898615097329,244.898615097329,0.0,311.9784541402929,2.0408133471133723,0.0,18.455063538802037,2.54342708113438e-11,0.001013443724332319,4.1382174575774975e-06
no_latent,Q2,L,3000.0,227.921087492323,227.921087492323,0.0,312.5272596260215,1.8993295869739921,0.0,19.18545099225657,2.2101633214383313e-11,0.0015370554439471107,6.74380532691554e-06
no_latent,Q2,L,3120.0,231.20681171807797,231.20681171807797,0.0,313.0440126540402,1.9267175461180688,0.0,19.850297797131752,2.3470405005111364e-11,0.0007061839097275424,3.0543386869960723e-06
no_latent,Q2,L,3240.0,220.4350389096724,220.4350389096724,0.0,313.57093217388683,1.836949426027739,0.0,20.534318887480662,2.1626573106247876e-11,0.0011077863437094493,5.025454887702252e-06
no_latent,Q2,L,3360.0,206.93881173674498,206.93881173674498,0.0,314.07845043397276,1.7244794593092956,0.0,21.185910181173575,3.4248309190348015e-11,0.001276619629521747,6.169068135685369e-06
no_latent,Q2,L,3480.0,192.59133525443247,192.59133525443247,0.0,314.5605865316027,1.604916919309165,0.0,21.790992042219763,3.050201215112047e-11,0.0013049373326623481,6.775680385300798e-06
no_latent,Q2,L,3600.0,194.43566627146032,194.43566627146032,0.0,315.01525178293764,1.6202920061018309,0.0,22.3497927962964,3.159678586511346e-11,0.0006255392406160354,3.217204192067787e-06
