scenario,question,level,time_s,method,rho_d_kg_m3,net_inventory_rate_kg_s,local_positive_loss_rate_kg_s,boundary_net_rate_kg_s,water_balance_residual_kg_s,solver_relative_residual
same_product_Lv_double,Q3,M,135000.0,fixed-domain-moisture,650.0,-7.268829670414285e-08,7.268829670414285e-08,-7.268829683799324e-08,1.3385038302150088e-16,8.227441164480685e-12
same_product_Lv_double,Q3,M,135300.0,fixed-domain-moisture,650.0,-7.227466982598903e-08,7.227466982598903e-08,-7.227466995461409e-08,1.286250632396687e-16,8.026254087870572e-12
same_product_Lv_double,Q3,M,135600.0,fixed-domain-moisture,650.0,-7.186482040496869e-08,7.186482040496869e-08,-7.186482052857689e-08,1.236082062070897e-16,7.829770458386466e-12
same_product_Lv_double,Q3,M,135900.0,fixed-domain-moisture,650.0,-7.145870196387033e-08,7.145870196387033e-08,-7.145870208266769e-08,1.1879735023426089e-16,7.637828767367012e-12
same_product_Lv_double,Q3,M,136200.0,fixed-domain-moisture,650.0,-7.105626872663957e-08,7.105626872663957e-08,-7.105626884081406e-08,1.1417449587105313e-16,7.45041643924727e-12
same_product_Lv_double,Q3,M,136500.0,fixed-domain-moisture,650.0,-7.065747561852151e-08,7.065747561852151e-08,-7.065747572825783e-08,1.0973632116012641e-16,7.267383741461828e-12
same_product_Lv_double,Q3,M,136800.0,fixed-domain-moisture,650.0,-7.026227824865858e-08,7.026227824865858e-08,-7.026227835413528e-08,1.0547669834750294e-16,7.088609723240194e-12
same_product_Lv_double,Q3,M,137100.0,fixed-domain-moisture,650.0,-6.987063289771194e-08,6.987063289771194e-08,-6.987063299910111e-08,1.0138916880695991e-16,6.914103994228581e-12
same_product_Lv_double,Q3,M,137400.0,fixed-domain-moisture,650.0,-6.948249650595607e-08,6.948249650595607e-08,-6.948249660342098e-08,9.746490486700014e-17,6.7438429453952335e-12
same_product_Lv_double,Q3,M,137700.0,fixed-domain-moisture,650.0,-6.909782666155477e-08,6.909782666155477e-08,-6.909782675525378e-08,9.369900961839732e-17,6.577577118653436e-12
same_product_Lv_double,Q3,M,138000.0,fixed-domain-moisture,650.0,-6.87165815890672e-08,6.87165815890672e-08,-6.871658167915284e-08,9.008563323985948e-17,6.4153295057198756e-12
same_product_Lv_double,Q3,M,138300.0,fixed-domain-moisture,650.0,-6.833872013817337e-08,6.833872013817337e-08,-6.833872022479175e-08,8.66183832796128e-17,6.2570596228377234e-12
same_product_Lv_double,Q3,M,138600.0,fixed-domain-moisture,650.0,-6.796420177262392e-08,6.796420177262392e-08,-6.796420185591515e-08,8.329122462790811e-17,6.102655014278231e-12
same_product_Lv_double,Q3,M,138900.0,fixed-domain-moisture,650.0,-6.759298650389474e-08,6.759298650389474e-08,-6.759298660823082e-08,1.0433607583979642e-16,6.254554154841647e-12
same_product_Lv_double,Q3,M,139200.0,fixed-domain-moisture,650.0,-6.722503510324951e-08,6.722503510324951e-08,-6.722503520401383e-08,1.0076432318968225e-16,6.098864364671284e-12
same_product_Lv_double,Q3,M,139500.0,fixed-domain-moisture,650.0,-6.686030875680592e-08,6.686030875680592e-08,-6.686030885413397e-08,9.732804287156956e-17,5.947077582580823e-12
same_product_Lv_double,Q3,M,139800.0,fixed-domain-moisture,650.0,-6.649876927837913e-08,6.649876927837913e-08,-6.64987693724003e-08,9.402117330592957e-17,5.79899892117518e-12
same_product_Lv_double,Q3,M,140100.0,fixed-domain-moisture,650.0,-6.614037904387082e-08,6.614037904387082e-08,-6.614037913471071e-08,9.083988960960983e-17,5.654654237623567e-12
same_product_Lv_double,Q3,M,140400.0,fixed-domain-moisture,650.0,-6.578510098148293e-08,6.578510098148293e-08,-6.578510106926098e-08,8.777805079374275e-17,5.5138614332635344e-12
same_product_Lv_double,Q3,M,140700.0,fixed-domain-moisture,650.0,-6.543289856211968e-08,6.543289856211968e-08,-6.543289864695047e-08,8.483078641888161e-17,5.376658983508429e-12
same_product_Lv_double,Q3,M,141000.0,fixed-domain-moisture,650.0,-6.50837357899844e-08,6.50837357899844e-08,-6.508373587197802e-08,8.199362309227373e-17,5.242809137567068e-12
same_product_Lv_double,Q3,M,141300.0,fixed-domain-moisture,650.0,-6.47375771933651e-08,6.47375771933651e-08,-6.473757727262578e-08,7.926068452284753e-17,5.112488935493371e-12
same_product_Lv_double,Q3,M,141600.0,fixed-domain-moisture,650.0,-6.439438781559373e-08,6.439438781559373e-08,-6.439438789222414e-08,7.663040899360651e-17,4.985323481398485e-12
same_product_Lv_double,Q3,M,141900.0,fixed-domain-moisture,650.0,-6.405413320619829e-08,6.405413320619829e-08,-6.405413328029683e-08,7.40985348700348e-17,4.8614859354161206e-12
same_product_Lv_double,Q3,M,142200.0,fixed-domain-moisture,650.0,-6.371677941238223e-08,6.371677941238223e-08,-6.371677948404226e-08,7.166003289400808e-17,4.740663467284867e-12
same_product_Lv_double,Q3,M,142500.0,fixed-domain-moisture,650.0,-6.338229296988239e-08,6.338229296988239e-08,-6.338229303919405e-08,6.931166051752513e-17,4.6229880701263726e-12
same_product_Lv_double,Q3,M,142800.0,fixed-domain-moisture,650.0,-6.305064089555531e-08,6.305064089555531e-08,-6.305064096260387e-08,6.704856053602905e-17,4.50831652064862e-12
same_product_Lv_double,Q3,M,143100.0,fixed-domain-moisture,650.0,-6.272179067856049e-08,6.272179067856049e-08,-6.272179074342924e-08,6.486874771604971e-17,4.396512450349514e-12
same_product_Lv_double,Q3,M,143400.0,fixed-domain-moisture,650.0,-6.239571027252073e-08,6.239571027252073e-08,-6.239571033528951e-08,6.276878098623889e-17,4.287537478273454e-12
same_product_Lv_double,Q3,M,143700.0,fixed-domain-moisture,650.0,-6.207236808765658e-08,6.207236808765658e-08,-6.207236814840114e-08,6.074455753075832e-17,4.181417554545719e-12
same_product_Lv_double,Q3,M,144000.0,fixed-domain-moisture,650.0,-6.175173298306751e-08,6.175173298306751e-08,-6.175173304186195e-08,5.879443622327271e-17,4.078017903117343e-12
same_product_Lv_double,Q3,M,144300.0,fixed-domain-moisture,650.0,-6.143377425917193e-08,6.143377425917193e-08,-6.143377431608586e-08,5.691393043613955e-17,3.977160116151072e-12
same_product_Lv_double,Q3,M,144600.0,fixed-domain-moisture,650.0,-6.111846165028479e-08,6.111846165028479e-08,-6.111846170538644e-08,5.5101650505929775e-17,3.878966367817707e-12
same_product_Lv_double,Q3,M,144900.0,fixed-domain-moisture,650.0,-6.080576531713977e-08,6.080576531713977e-08,-6.080576537060183e-08,5.3462059417841467e-17,3.784390199335588e-12
same_product_Lv_double,Q3,M,145200.0,fixed-domain-moisture,650.0,-6.049565584140953e-08,6.049565584140953e-08,-6.04956558931853e-08,5.1775775638535765e-17,3.691156531018227e-12
same_product_Lv_double,Q3,M,145500.0,fixed-domain-moisture,650.0,-6.018810421438363e-08,6.018810421438363e-08,-6.018810426453275e-08,5.0149115037782886e-17,3.6003199971014333e-12
same_product_Lv_double,Q3,M,145800.0,fixed-domain-moisture,650.0,-5.988308183513766e-08,5.988308183513766e-08,-5.988308188371617e-08,4.85785041953366e-17,3.51182259747121e-12
same_product_Lv_double,Q3,M,146100.0,fixed-domain-moisture,650.0,-5.9580560501181e-08,5.9580560501181e-08,-5.958056054824609e-08,4.706509454660958e-17,3.4255360002833813e-12
same_product_Lv_double,Q3,M,146400.0,fixed-domain-moisture,650.0,-5.928051240229379e-08,5.928051240229379e-08,-5.9280512447898194e-08,4.560440608140424e-17,3.341508106751994e-12
same_product_Lv_double,Q3,M,146700.0,fixed-domain-moisture,650.0,-5.898291011403314e-08,5.898291011403314e-08,-5.898291015822778e-08,4.4194638854707665e-17,3.2596249407705136e-12
same_product_Lv_double,Q3,M,147000.0,fixed-domain-moisture,650.0,-5.86877265914303e-08,5.86877265914303e-08,-5.868772663426474e-08,4.2834436290315267e-17,3.1798473130463056e-12
same_product_Lv_double,Q3,M,147300.0,fixed-domain-moisture,650.0,-5.839493516274623e-08,5.839493516274623e-08,-5.839493520426793e-08,4.152170065819361e-17,3.1021813618057895e-12
same_product_Lv_double,Q3,M,147600.0,fixed-domain-moisture,650.0,-5.8104509527349354e-08,5.8104509527349354e-08,-5.810450956760308e-08,4.0253725423378426e-17,3.026473590721006e-12
same_product_Lv_double,Q3,M,147900.0,fixed-domain-moisture,650.0,-5.781642373571663e-08,5.781642373571663e-08,-5.781642377474753e-08,3.9030901015118835e-17,2.9526958077570968e-12
same_product_Lv_double,Q3,M,148200.0,fixed-domain-moisture,650.0,-5.7530652200775795e-08,5.7530652200775795e-08,-5.7530652238625264e-08,3.78494687247114e-17,2.8808069131738686e-12
same_product_Lv_double,Q3,M,148500.0,fixed-domain-moisture,650.0,-5.724716968401265e-08,5.724716968401265e-08,-5.724716972072019e-08,3.670754258035949e-17,2.810719837589454e-12
same_product_Lv_double,Q3,M,148800.0,fixed-domain-moisture,650.0,-5.6965949599046267e-08,5.6965949599046267e-08,-5.6965951353668254e-08,1.754621987208595e-15,4.909087054729306e-11
same_product_Lv_double,Q3,M,149100.0,fixed-domain-moisture,650.0,-5.668697087156784e-08,5.668697087156784e-08,-5.6686972591157265e-08,1.7195894258116512e-15,4.8166572443022296e-11
same_product_Lv_double,Q3,M,149400.0,fixed-domain-moisture,650.0,-5.6410207477666096e-08,5.6410207477666096e-08,-5.6410209162938385e-08,1.6852722896177822e-15,4.726064460631834e-11
same_product_Lv_double,Q3,M,149700.0,fixed-domain-moisture,650.0,-5.61356355215275e-08,5.61356355215275e-08,-5.613563717318766e-08,1.6516601561512696e-15,4.637287111432749e-11
same_product_Lv_double,Q3,M,150000.0,fixed-domain-moisture,650.0,-5.586323142933533e-08,5.586323142933533e-08,-5.5863233048068405e-08,1.6187330738157388e-15,4.5502785663936115e-11
same_product_Lv_double,Q3,M,150300.0,fixed-domain-moisture,650.0,-5.559297194411457e-08,5.559297194411457e-08,-5.559297353059837e-08,1.5864837965090237e-15,4.465000478030556e-11
same_product_Lv_double,Q3,M,150600.0,fixed-domain-moisture,650.0,-5.5324834120698966e-08,5.5324834120698966e-08,-5.532483567559341e-08,1.5548944438950034e-15,4.381423258169033e-11
same_product_Lv_double,Q3,M,150900.0,fixed-domain-moisture,650.0,-5.505879532052583e-08,5.505879532052583e-08,-5.505879684448107e-08,1.52395524200756e-15,4.299506602780037e-11
same_product_Lv_double,Q3,M,151200.0,fixed-domain-moisture,650.0,-5.479483321023063e-08,5.479483321023063e-08,-5.479483470390234e-08,1.4936717097957404e-15,4.219308501784942e-11
same_product_Lv_double,Q3,M,151500.0,fixed-domain-moisture,650.0,-5.4532925745974567e-08,5.4532925745974567e-08,-5.453292720996379e-08,1.4639892202518917e-15,4.140612772366137e-11
same_product_Lv_double,Q3,M,151800.0,fixed-domain-moisture,650.0,-5.427305118255172e-08,5.427305118255172e-08,-5.427305261747094e-08,1.4349192215556915e-15,4.063476965530019e-11
same_product_Lv_double,Q3,M,152100.0,fixed-domain-moisture,650.0,-5.401518806123496e-08,5.401518806123496e-08,-5.401518946767929e-08,1.4064443296793865e-15,3.9878686387638206e-11
same_product_Lv_double,Q3,M,152400.0,fixed-domain-moisture,650.0,-5.375931520649536e-08,5.375931520649536e-08,-5.375931658505428e-08,1.3785589197948112e-15,3.913760095784933e-11
same_product_Lv_double,Q3,M,152700.0,fixed-domain-moisture,650.0,-5.350541172166591e-08,5.350541172166591e-08,-5.350541307291106e-08,1.3512451512705142e-15,3.841113217199192e-11
same_product_Lv_double,Q3,M,153000.0,fixed-domain-moisture,650.0,-5.3253456984562325e-08,5.3253456984562325e-08,-5.3253458309058606e-08,1.324496280930142e-15,3.769914526937598e-11
same_product_Lv_double,Q3,M,153300.0,fixed-domain-moisture,650.0,-5.3003430643214916e-08,5.3003430643214916e-08,-5.300343194151184e-08,1.298296923214301e-15,3.7001139581302894e-11
same_product_Lv_double,Q3,M,153600.0,fixed-domain-moisture,650.0,-5.275531261163962e-08,5.275531261163962e-08,-5.27553138842793e-08,1.2726396798195924e-15,3.631692338905907e-11
same_product_Lv_double,Q3,M,153900.0,fixed-domain-moisture,650.0,-5.250908306571435e-08,5.250908306571435e-08,-5.250908431322453e-08,1.2475101776556927e-15,3.564617791591093e-11
same_product_Lv_double,Q3,M,154200.0,fixed-domain-moisture,650.0,-5.226472243910183e-08,5.226472243910183e-08,-5.226472366200238e-08,1.2229005485806153e-15,3.4988717175058414e-11
same_product_Lv_double,Q3,M,154500.0,fixed-domain-moisture,650.0,-5.202221141927038e-08,5.202221141927038e-08,-5.2022212618066894e-08,1.198796512148265e-15,3.43442223686441e-11
same_product_Lv_double,Q3,M,154800.0,fixed-domain-moisture,650.0,-5.1781530943559554e-08,5.1781530943559554e-08,-5.178153211875016e-08,1.175190603880794e-15,3.371236498216056e-11
same_product_Lv_double,Q3,M,155100.0,fixed-domain-moisture,650.0,-5.154266219863254e-08,5.154266219863254e-08,-5.1542663350737625e-08,1.1521050848628477e-15,3.309330588180916e-11
same_product_Lv_double,Q3,M,155400.0,fixed-domain-moisture,650.0,-5.1305586605138976e-08,5.1305586605138976e-08,-5.130558773460228e-08,1.129463305230144e-15,3.248606635288371e-11
same_product_Lv_double,Q3,M,155700.0,fixed-domain-moisture,650.0,-5.107028582826344e-08,5.107028582826344e-08,-5.107028693555051e-08,1.1072870694636302e-15,3.1890746512614976e-11
same_product_Lv_double,Q3,M,156000.0,fixed-domain-moisture,650.0,-5.083674176733128e-08,5.083674176733128e-08,-5.0836742852899766e-08,1.0855684895689848e-15,3.130701552816451e-11
same_product_Lv_double,Q3,M,156300.0,fixed-domain-moisture,650.0,-5.060493655276443e-08,5.060493655276443e-08,-5.0604937617062945e-08,1.064298512881584e-15,3.0734804729430755e-11
same_product_Lv_double,Q3,M,156600.0,fixed-domain-moisture,650.0,-5.037485254270727e-08,5.037485254270727e-08,-5.037485358617524e-08,1.043467967622796e-15,3.017381794757231e-11
same_product_Lv_double,Q3,M,156900.0,fixed-domain-moisture,650.0,-5.014647231955582e-08,5.014647231955582e-08,-5.0146473342622464e-08,1.0230666430751392e-15,2.962376170969509e-11
same_product_Lv_double,Q3,M,157200.0,fixed-domain-moisture,650.0,-4.991977868662474e-08,4.991977868662474e-08,-4.991977968971043e-08,1.003085691714782e-15,2.9084458407768428e-11
same_product_Lv_double,Q3,M,157500.0,fixed-domain-moisture,650.0,-4.969475466477695e-08,4.969475466477695e-08,-4.969475564829418e-08,9.835172321648477e-16,2.8555728028707182e-11
same_product_Lv_double,Q3,M,157800.0,fixed-domain-moisture,650.0,-4.947138348915184e-08,4.947138348915184e-08,-4.947138445350356e-08,9.6435172206979e-16,2.8037252612622648e-11
same_product_Lv_double,Q3,M,158100.0,fixed-domain-moisture,650.0,-4.9249648605938804e-08,4.9249648605938804e-08,-4.9249649551518966e-08,9.455801617045445e-16,2.75289389193239e-11
same_product_Lv_double,Q3,M,158400.0,fixed-domain-moisture,650.0,-4.9029533669204603e-08,4.9029533669204603e-08,-4.902953459640155e-08,9.271969460932803e-16,2.7030492404567826e-11
same_product_Lv_double,Q3,M,158700.0,fixed-domain-moisture,650.0,-4.881102253778872e-08,4.881102253778872e-08,-4.881102344697919e-08,9.091904682376421e-16,2.654175713863076e-11
same_product_Lv_double,Q3,M,159000.0,fixed-domain-moisture,650.0,-4.859409927222901e-08,4.859409927222901e-08,-4.8594100163785563e-08,8.915565525298979e-16,2.6062490657516742e-11
same_product_Lv_double,Q3,M,159300.0,fixed-domain-moisture,650.0,-4.8378748131767865e-08,4.8378748131767865e-08,-4.8378749006051636e-08,8.742837706427045e-16,2.5592534092175432e-11
same_product_Lv_double,Q3,M,159600.0,fixed-domain-moisture,650.0,-4.816495357138214e-08,4.816495357138214e-08,-4.8164954428749986e-08,8.573678477066563e-16,2.513175379217671e-11
same_product_Lv_double,Q3,M,159900.0,fixed-domain-moisture,650.0,-4.795270023888934e-08,4.795270023888934e-08,-4.795270107968815e-08,8.407988112322883e-16,2.4679871266054103e-11
same_product_Lv_double,Q3,M,160200.0,fixed-domain-moisture,650.0,-4.7741972972083256e-08,4.7741972972083256e-08,-4.774197379665344e-08,8.24570182741043e-16,2.4236712308414922e-11
same_product_Lv_double,Q3,M,160500.0,fixed-domain-moisture,650.0,-4.7532756795929816e-08,4.7532756795929816e-08,-4.7532757604604956e-08,8.086751396472282e-16,2.3802122666210727e-11
same_product_Lv_double,Q3,M,160800.0,fixed-domain-moisture,650.0,-4.732503692164837e-08,4.732503692164837e-08,-4.732503771476107e-08,7.931126959515535e-16,2.3376384771537476e-11
same_product_Lv_double,Q3,M,161100.0,fixed-domain-moisture,650.0,-4.711879873766418e-08,4.711879873766418e-08,-4.711879951552745e-08,7.778632706345587e-16,2.2958483476781073e-11
same_product_Lv_double,Q3,M,161400.0,fixed-domain-moisture,650.0,-4.691402781456518e-08,4.691402781456518e-08,-4.691402857749204e-08,7.629268636962438e-16,2.2548567852803507e-11
same_product_Lv_double,Q3,M,161700.0,fixed-domain-moisture,650.0,-4.671070989902804e-08,4.671070989902804e-08,-4.671071064732426e-08,7.48296215799553e-16,2.214655247670829e-11
same_product_Lv_double,Q3,M,162000.0,fixed-domain-moisture,650.0,-4.650883091147621e-08,4.650883091147621e-08,-4.650883164544072e-08,7.339645109762388e-16,2.1752282890479867e-11
same_product_Lv_double,Q3,M,162300.0,fixed-domain-moisture,650.0,-4.6308376943611334e-08,4.6308376943611334e-08,-4.6308377663537134e-08,7.199258001433358e-16,2.136559071506544e-11
same_product_Lv_double,Q3,M,162600.0,fixed-domain-moisture,650.0,-4.610933425593467e-08,4.610933425593467e-08,-4.61093349621113e-08,7.06176628994606e-16,2.0986348430095104e-11
same_product_Lv_double,Q3,M,162900.0,fixed-domain-moisture,650.0,-4.591168927531178e-08,4.591168927531178e-08,-4.591168996801788e-08,6.927060985982984e-16,2.061436279443051e-11
same_product_Lv_double,Q3,M,163200.0,fixed-domain-moisture,650.0,-4.571542859255255e-08,4.571542859255255e-08,-4.571542927206348e-08,6.795109267017423e-16,2.0249486165175197e-11
same_product_Lv_double,Q3,M,163500.0,fixed-domain-moisture,650.0,-4.5520538960055345e-08,4.5520538960055345e-08,-4.552053962664025e-08,6.665849061416211e-16,1.9891603606708377e-11
same_product_Lv_double,Q3,M,163800.0,fixed-domain-moisture,650.0,-4.532698373152392e-08,4.532698373152392e-08,-4.5326984037068605e-08,3.055446827314417e-16,1.649958062131209e-11
same_product_Lv_double,Q3,M,164100.0,fixed-domain-moisture,650.0,-4.513479407739e-08,4.513479407739e-08,-4.5134794378029726e-08,3.0063972669212887e-16,1.627489793463933e-11
same_product_Lv_double,Q3,M,164400.0,fixed-domain-moisture,650.0,-4.494393705723205e-08,4.494393705723205e-08,-4.494393735304092e-08,2.95808872800811e-16,1.6053056958638455e-11
same_product_Lv_double,Q3,M,164700.0,fixed-domain-moisture,650.0,-4.4754400039878324e-08,4.4754400039878324e-08,-4.475440033093043e-08,2.9105210782259824e-16,1.5834031188874252e-11
same_product_Lv_double,Q3,M,165000.0,fixed-domain-moisture,650.0,-4.456617053788698e-08,4.456617053788698e-08,-4.4566170824254377e-08,2.863673935844613e-16,1.561762409350924e-11
same_product_Lv_double,Q3,M,165300.0,fixed-domain-moisture,650.0,-4.437923620591403e-08,4.437923620591403e-08,-4.4379236487670066e-08,2.817560337230456e-16,1.5403976375517917e-11
same_product_Lv_double,Q3,M,165600.0,fixed-domain-moisture,650.0,-4.419358484086076e-08,4.419358484086076e-08,-4.419358511807642e-08,2.7721565919307673e-16,1.5193046447852404e-11
same_product_Lv_double,Q3,M,165900.0,fixed-domain-moisture,650.0,-4.400920438151965e-08,4.400920438151965e-08,-4.4009204654266214e-08,2.7274656116213033e-16,1.4984762344972765e-11
same_product_Lv_double,Q3,M,166200.0,fixed-domain-moisture,650.0,-4.3826082908561154e-08,4.3826082908561154e-08,-4.382608317690576e-08,2.6834460372714364e-16,1.4779113668017787e-11
same_product_Lv_double,Q3,M,166500.0,fixed-domain-moisture,650.0,-4.364420864097642e-08,4.364420864097642e-08,-4.364420890498786e-08,2.6401144124934176e-16,1.457598149012128e-11
same_product_Lv_double,Q3,M,166800.0,fixed-domain-moisture,650.0,-4.3463569937578496e-08,4.3463569937578496e-08,-4.3463570197325086e-08,2.5974659065524695e-16,1.4375512534752304e-11
same_product_Lv_double,Q3,M,167100.0,fixed-domain-moisture,650.0,-4.328415554477303e-08,4.328415554477303e-08,-4.3284155566922955e-08,2.2149924805589755e-17,4.930415941560263e-11
same_product_Lv_double,Q3,M,167400.0,fixed-domain-moisture,650.0,-4.310595362532739e-08,4.310595362532739e-08,-4.3105953651375646e-08,2.6048254978984763e-17,4.845738701863924e-11
same_product_Lv_double,Q3,M,167700.0,fixed-domain-moisture,650.0,-4.292895315738486e-08,4.292895315738486e-08,-4.292895318719938e-08,2.9814520804502005e-17,4.762781311010794e-11
same_product_Lv_double,Q3,M,168000.0,fixed-domain-moisture,650.0,-4.2753143039278766e-08,4.2753143039278766e-08,-4.275314307272468e-08,3.34459164855037e-17,4.681482780250091e-11
same_product_Lv_double,Q3,M,168300.0,fixed-domain-moisture,650.0,-4.2578512281934695e-08,4.2578512281934695e-08,-4.257851231941664e-08,3.748194245238674e-17,4.592633927235809e-11
same_product_Lv_double,Q3,M,168600.0,fixed-domain-moisture,650.0,-4.240505007824534e-08,4.240505007824534e-08,-4.2405050119079886e-08,4.083454517973356e-17,4.514606631482389e-11
same_product_Lv_double,Q3,M,168900.0,fixed-domain-moisture,650.0,-4.2232745693836484e-08,4.2232745693836484e-08,-4.223274573790369e-08,4.4067206718260196e-17,4.438143002015227e-11
same_product_Lv_double,Q3,M,169200.0,fixed-domain-moisture,650.0,-4.2061588537199734e-08,4.2061588537199734e-08,-4.2061588584384095e-08,4.7184360756049925e-17,4.3632007703545317e-11
same_product_Lv_double,Q3,M,169500.0,fixed-domain-moisture,650.0,-4.1891568139940864e-08,4.1891568139940864e-08,-4.189156819012351e-08,5.0182645631093335e-17,4.289743914707798e-11
same_product_Lv_double,Q3,M,169800.0,fixed-domain-moisture,650.0,-4.172267415479031e-08,4.172267415479031e-08,-4.172267420787082e-08,5.308051077977281e-17,4.217742029787566e-11
same_product_Lv_double,Q3,M,170100.0,fixed-domain-moisture,650.0,-4.1554896354136955e-08,4.1554896354136955e-08,-4.1554896410008797e-08,5.587184168300035e-17,4.147172614314885e-11
same_product_Lv_double,Q3,M,170400.0,fixed-domain-moisture,650.0,-4.1388224628108175e-08,4.1388224628108175e-08,-4.138822468666878e-08,5.856060219027132e-17,4.0779938017890925e-11
same_product_Lv_double,Q3,M,170700.0,fixed-domain-moisture,650.0,-4.1222648982919384e-08,4.1222648982919384e-08,-4.12226490440686e-08,6.114921428641926e-17,4.0101749473707425e-11
same_product_Lv_double,Q3,M,171000.0,fixed-domain-moisture,650.0,-4.105815953920661e-08,4.105815953920661e-08,-4.1058159602845535e-08,6.363892205108547e-17,3.943693196513526e-11
same_product_Lv_double,Q3,M,171300.0,fixed-domain-moisture,650.0,-4.0894746530381315e-08,4.0894746530381315e-08,-4.089474659642032e-08,6.603900314202033e-17,3.8785064882088464e-11
same_product_Lv_double,Q3,M,171600.0,fixed-domain-moisture,650.0,-4.073240030104679e-08,4.073240030104679e-08,-4.073240036939081e-08,6.83440180195157e-17,3.814606856160698e-11
same_product_Lv_double,Q3,M,171900.0,fixed-domain-moisture,650.0,-4.0571111305424456e-08,4.0571111305424456e-08,-4.0571111375980705e-08,7.055624970206222e-17,3.751941984086711e-11
same_product_Lv_double,Q3,M,172200.0,fixed-domain-moisture,650.0,-4.041087010571955e-08,4.041087010571955e-08,-4.0410870178406733e-08,7.268718607400702e-17,3.690503813905283e-11
same_product_Lv_double,Q3,M,172500.0,fixed-domain-moisture,650.0,-4.025166737073118e-08,4.025166737073118e-08,-4.0251667445468807e-08,7.473762784618307e-17,3.630252213145921e-11
same_product_Lv_double,Q3,M,172800.0,fixed-domain-moisture,650.0,-4.009349387430446e-08,4.009349387430446e-08,-4.0093493951009235e-08,7.670477583939748e-17,3.57118333695897e-11
same_product_Lv_double,Q3,M,173100.0,fixed-domain-moisture,650.0,-3.9936340493864774e-08,3.9936340493864774e-08,-3.99363405724599e-08,7.859512838454246e-17,3.513239946437546e-11
same_product_Lv_double,Q3,M,173400.0,fixed-domain-moisture,650.0,-3.978019820964489e-08,3.978019820964489e-08,-3.978019829005156e-08,8.040667377836829e-17,3.4564286576195765e-11
same_product_Lv_double,Q3,M,173700.0,fixed-domain-moisture,650.0,-3.9625058101140715e-08,3.9625058101140715e-08,-3.962505818328571e-08,8.214499714437093e-17,3.4007039748739577e-11
same_product_Lv_double,Q3,M,174000.0,fixed-domain-moisture,650.0,-3.947091134812175e-08,3.947091134812175e-08,-3.947091143193289e-08,8.381113742139974e-17,3.3460543264267646e-11
same_product_Lv_double,Q3,M,174300.0,fixed-domain-moisture,650.0,-3.931774922835294e-08,3.931774922835294e-08,-3.9317749313761535e-08,8.540859523780705e-17,3.292449261203854e-11
same_product_Lv_double,Q3,M,174600.0,fixed-domain-moisture,650.0,-3.91655631162722e-08,3.91655631162722e-08,-3.916556320320733e-08,8.693513389721651e-17,3.2398730615772186e-11
same_product_Lv_double,Q3,M,174900.0,fixed-domain-moisture,650.0,-3.901434448167277e-08,3.901434448167277e-08,-3.90143445700726e-08,8.83998325340315e-17,3.18829384068921e-11
same_product_Lv_double,Q3,M,175200.0,fixed-domain-moisture,650.0,-3.886408488844739e-08,3.886408488844739e-08,-3.8864084978245805e-08,8.979841627884636e-17,3.137703538033063e-11
same_product_Lv_double,Q3,M,175500.0,fixed-domain-moisture,650.0,-3.871477599330554e-08,3.871477599330554e-08,-3.8714776084441225e-08,9.113568277921389e-17,3.088062376667623e-11
same_product_Lv_double,Q3,M,175800.0,fixed-domain-moisture,650.0,-3.856640954454658e-08,3.856640954454658e-08,-3.856640963695945e-08,9.241286949733047e-17,3.0393749628080524e-11
same_product_Lv_double,Q3,M,176100.0,fixed-domain-moisture,650.0,-3.841897738083689e-08,3.841897738083689e-08,-3.84189774744682e-08,9.363131315706598e-17,2.991603157240209e-11
same_product_Lv_double,Q3,M,176400.0,fixed-domain-moisture,650.0,-3.827247143001044e-08,3.827247143001044e-08,-3.827247152480358e-08,9.479314457567836e-17,2.944734760278177e-11
same_product_Lv_double,Q3,M,176700.0,fixed-domain-moisture,650.0,-3.812688370789239e-08,3.812688370789239e-08,-3.812688380379154e-08,9.589915122911076e-17,2.8987440481088002e-11
same_product_Lv_double,Q3,M,177000.0,fixed-domain-moisture,650.0,-3.798220631713378e-08,3.798220631713378e-08,-3.79822064140871e-08,9.695331681919324e-17,2.8536202994292733e-11
same_product_Lv_double,Q3,M,177300.0,fixed-domain-moisture,650.0,-3.783843144608016e-08,3.783843144608016e-08,-3.783843154403462e-08,9.795445682328862e-17,2.8093395750057968e-11
same_product_Lv_double,Q3,M,177600.0,fixed-domain-moisture,650.0,-3.76955513676376e-08,3.76955513676376e-08,-3.769555146654406e-08,9.890646229899835e-17,2.765893481471552e-11
same_product_Lv_double,Q3,M,177900.0,fixed-domain-moisture,650.0,-3.7553558438177255e-08,3.7553558438177255e-08,-3.755355853798749e-08,9.981023321882889e-17,2.72324988905898e-11
same_product_Lv_double,Q3,M,178200.0,fixed-domain-moisture,650.0,-3.7412445096446206e-08,3.7412445096446206e-08,-3.741244519711087e-08,1.0066466446948186e-16,2.681398190157636e-11
same_product_Lv_double,Q3,M,178500.0,fixed-domain-moisture,650.0,-3.7272203862491424e-08,3.7272203862491424e-08,-3.7272203963964806e-08,1.014733824107627e-16,2.6403294075378596e-11
same_product_Lv_double,Q3,M,178800.0,fixed-domain-moisture,650.0,-3.713282733661193e-08,3.713282733661193e-08,-3.713282743885104e-08,1.022391068125255e-16,2.6000242958717208e-11
