scenario,scenario_label,question,level,time_level,refinement_axis,nr,nz,dt_s,duration_s,status,runtime_s,final_max_C,final_mean_C,reported_event_time_s,interpolated_event_time_s,candidate_temperature_range_C,max_linear_relative_residual,normalized_moisture_balance_error,latent_integral_J_est,latent_peak_power_W,latent_mass_closure,proxy_scale,L_v_J_per_kg,latent_product_Lv_scale,water_balance_max_abs_kg_s,proxy_boundary_loss_max_kg_s,water_trace_count,max_physical_heat_balance_relative,max_physical_heat_balance_residual_J
component_bound_high,液态-气态-结合水 高档 toy,Q2,M,M,component,12,12,120.0,10800.0,PASS,1.4999295999878086,2.5176977337480895,1.7469925946626463,,,30.865087686227128,4.999453257244261e-11,2.807048123976542e-09,185199.24679261565,38.38474248622543,FAIL: proxy derives from total C loss but no liquid/vapor/bound-water phase inventory is solved,1.0,2400000.0,2400000.0,4.4421994091514184e-14,1.5993642702593928e-05,90,0.00032697486341048753,1.202298723381773
component_bound_high,液态-气态-结合水 高档 toy,Q3,M,M,component,12,12,300.0,259200.0,PASS,12.859050899991416,0.1499783101105586,0.12273989451673065,240540.0,240525.12854475682,50.96922278316248,4.9990057933657156e-11,1.096031212606485e-09,582542.9498071823,36.89846296442709,FAIL: proxy derives from total C loss but no liquid/vapor/bound-water phase inventory is solved,1.0,2400000.0,2400000.0,2.104488594023915e-14,1.5374359568511286e-05,802,0.0016087374431914265,12.056092069054102
component_bound_high,液态-气态-结合水 高档 toy,Q4,M,M,component,12,12,300.0,259200.0,PASS,14.580262500006938,0.14989289723185314,0.11648305546339777,246120.0,246085.47355139125,46.0884577532583,4.999665813561215e-11,5.181045634063434e-10,743684.964273548,37.21602179660401,FAIL: proxy derives from total C loss but no liquid/vapor/bound-water phase inventory is solved,1.0,2400000.0,2400000.0,1.1495810034423907e-14,1.5506675748585005e-05,821,0.004634000564949645,32.96319658011453
no_latent,无潜热内部温度基线,Q2,M,L,time,12,12,240.0,10800.0,PASS,1.1050912999926368,1.7547940828577406,1.331273336841561,,,22.68046019334554,4.998444084134085e-11,8.311939745843417e-10,0.0,0.0,FAIL: proxy derives from total C loss but no liquid/vapor/bound-water phase inventory is solved,0.0,2400000.0,0.0,2.546449040670938e-14,0.0,45,4.187289046740132e-05,0.0118555712814441
no_latent,无潜热内部温度基线,Q2,M,M,time,12,12,120.0,10800.0,PASS,1.6523492999986047,1.7521286817753359,1.3289469129341325,,,22.719344785421583,4.997637220100312e-11,1.1907291556946114e-09,0.0,0.0,FAIL: proxy derives from total C loss but no liquid/vapor/bound-water phase inventory is solved,0.0,2400000.0,0.0,3.2564808461572545e-14,0.0,90,1.3030436366467946e-05,0.0014290918569770383
no_latent,无潜热内部温度基线,Q2,M,H,time,12,12,60.0,10800.0,PASS,2.530944999991334,1.7504842279196013,1.3277066392823111,,,22.765050527959716,4.990571012260638e-11,2.220158781896017e-09,0.0,0.0,FAIL: proxy derives from total C loss but no liquid/vapor/bound-water phase inventory is solved,0.0,2400000.0,0.0,6.540542779143003e-14,0.0,180,7.929992577114682e-06,0.00019340301574288787
no_latent,无潜热内部温度基线,Q2,M,X,time,12,12,30.0,10800.0,PASS,3.9117880999983754,1.7498081372615863,1.32713152591008,,,22.769028073098752,4.99932619216476e-11,8.132361160926632e-10,0.0,0.0,FAIL: proxy derives from total C loss but no liquid/vapor/bound-water phase inventory is solved,0.0,2400000.0,0.0,1.0656904198891922e-13,0.0,360,1.2791932743061452e-06,3.353180655807364e-05
no_latent,无潜热内部温度基线,Q3,M,L,time,12,12,600.0,259200.0,PASS,6.902000100002624,0.14991639229372683,0.12288761558786238,213960.0,213901.95203419938,22.81116767923919,4.99902355746311e-11,5.596380129394847e-10,0.0,0.0,FAIL: proxy derives from total C loss but no liquid/vapor/bound-water phase inventory is solved,0.0,2400000.0,0.0,1.1023920356212011e-14,0.0,357,0.00020025783208503826,0.25764793250004914
no_latent,无潜热内部温度基线,Q3,M,M,time,12,12,300.0,259200.0,PASS,9.990596300005564,0.14998767519012757,0.12293712186947013,213000.0,212959.23122233478,22.844686212981742,4.99921512405976e-11,5.244440944998348e-10,0.0,0.0,FAIL: proxy derives from total C loss but no liquid/vapor/bound-water phase inventory is solved,0.0,2400000.0,0.0,1.3638277383517042e-14,0.0,710,4.4263758131546974e-05,0.026236911177647926
no_latent,无潜热内部温度基线,Q3,M,H,time,12,12,150.0,259200.0,PASS,15.049669100000756,0.14998141197009976,0.12293210418002258,212520.0,212486.67010729018,22.843755946087242,4.9997618264854104e-11,1.532696803670369e-09,0.0,0.0,FAIL: proxy derives from total C loss but no liquid/vapor/bound-water phase inventory is solved,0.0,2400000.0,0.0,4.6064590876015825e-14,0.0,1417,1.0212204795355124e-05,0.002663209356342122
no_latent,无潜热内部温度基线,Q3,M,X,time,12,12,75.0,259200.0,PASS,22.031534800000372,0.14997822966456456,0.12292957881292874,212280.0,212250.2032159675,22.815156254337467,4.999350989856177e-11,1.9873134856902148e-09,0.0,0.0,FAIL: proxy derives from total C loss but no liquid/vapor/bound-water phase inventory is solved,0.0,2400000.0,0.0,6.808553151610094e-14,0.0,2831,7.820419662518674e-06,0.000344066991345926
no_latent,无潜热内部温度基线,Q4,M,L,time,12,12,600.0,259200.0,PASS,6.6696847999992315,0.14970730654209025,0.11681818358925129,187260.0,187215.77504432233,22.424477545305592,4.997759064857384e-11,5.111969303799183e-10,0.0,0.0,FAIL: proxy derives from total C loss but no liquid/vapor/bound-water phase inventory is solved,0.0,2400000.0,0.0,1.0008271948279586e-14,0.0,313,0.00026999282229298906,0.28319232718106235
no_latent,无潜热内部温度基线,Q4,M,M,time,12,12,300.0,259200.0,PASS,9.894583500004956,0.14995157868849326,0.11697932131519771,186540.0,186505.58574063616,22.460187436557135,4.998334951278612e-11,8.713009116533804e-10,0.0,0.0,FAIL: proxy derives from total C loss but no liquid/vapor/bound-water phase inventory is solved,0.0,2400000.0,0.0,2.138733289048459e-14,0.0,622,5.861615565849506e-05,0.03215896712286792
no_latent,无潜热内部温度基线,Q4,M,H,time,12,12,150.0,259200.0,PASS,14.820847899987712,0.1499989132945124,0.11701021502013483,186180.0,186149.82756822318,22.460883049251606,4.99997779383563e-11,1.0886238456634892e-09,0.0,0.0,FAIL: proxy derives from total C loss but no liquid/vapor/bound-water phase inventory is solved,0.0,2400000.0,0.0,3.3705892284597964e-14,0.0,1241,1.3625850109876287e-05,0.0031266437885602016
no_latent,无潜热内部温度基线,Q4,M,X,time,12,12,75.0,259200.0,PASS,22.315764500002842,0.14998502665269708,0.11700072582624588,186000.0,185972.201213128,22.433270103281984,4.999490987730273e-11,2.4174207196241535e-09,0.0,0.0,FAIL: proxy derives from total C loss but no liquid/vapor/bound-water phase inventory is solved,0.0,2400000.0,0.0,1.146195463574192e-13,0.0,2480,3.100209200426901e-06,0.00032066848872958076
nominal_proxy,名义等效潜热近似,Q2,M,L,time,12,12,240.0,10800.0,PASS,1.0428522000001976,2.5204805920321354,1.761572523513864,,,33.81535620685253,4.9907752379301324e-11,9.38137388911759e-10,187654.6694942092,45.207990480716774,FAIL: proxy derives from total C loss but no liquid/vapor/bound-water phase inventory is solved,1.0,2400000.0,2400000.0,1.8162868195667654e-14,1.8836662700298656e-05,45,0.0015893992610515532,12.350087527283904
nominal_proxy,名义等效潜热近似,Q2,M,M,time,12,12,120.0,10800.0,PASS,1.49206520000007,2.5224974772747255,1.7608511939946223,,,34.12737995178247,4.9948310565658356e-11,2.253996304492604e-09,190485.80523792852,47.21959460240826,FAIL: proxy derives from total C loss but no liquid/vapor/bound-water phase inventory is solved,1.0,2400000.0,2400000.0,4.507418743804337e-14,1.9674831084336775e-05,90,0.0004892659971086201,2.2182565918446926
nominal_proxy,名义等效潜热近似,Q2,M,H,time,12,12,60.0,10800.0,PASS,2.450270000001183,2.523485545812577,1.7604424336271434,,,34.52751358821462,4.996038804271795e-11,1.414958704998388e-09,191988.0748845495,48.64857598667026,FAIL: proxy derives from total C loss but no liquid/vapor/bound-water phase inventory is solved,1.0,2400000.0,2400000.0,8.068126380747845e-14,2.027023999444594e-05,180,0.0001474420504662406,0.3712175101086359
nominal_proxy,名义等效潜热近似,Q2,M,X,time,12,12,30.0,10800.0,PASS,4.098844699998153,2.524007696463113,1.7603038056391822,,,34.73253714137263,4.999802450821636e-11,9.665852383928577e-10,192751.75978689964,49.611725271899985,FAIL: proxy derives from total C loss but no liquid/vapor/bound-water phase inventory is solved,1.0,2400000.0,2400000.0,4.10041949735194e-14,2.0671552196624993e-05,360,5.4158662195147714e-05,0.06782117801549248
