scenario,scenario_label,question,level,time_level,refinement_axis,nr,nz,dt_s,duration_s,status,runtime_s,final_max_C,final_mean_C,reported_event_time_s,interpolated_event_time_s,candidate_temperature_range_C,max_linear_relative_residual,normalized_moisture_balance_error,latent_integral_J_est,latent_peak_power_W,latent_mass_closure,proxy_scale,L_v_J_per_kg,latent_product_Lv_scale,water_balance_max_abs_kg_s,proxy_boundary_loss_max_kg_s,water_trace_count,max_physical_heat_balance_relative,max_physical_heat_balance_residual_J
nominal_proxy,名义等效潜热近似,Q3,M,L,time,12,12,600.0,259200.0,PASS,9.01010500000848,0.1499565145909875,0.12272537823026046,241680.0,241646.15436192707,52.21281017653621,4.999976454058606e-11,2.760243217071238e-10,586649.1844250507,41.46110573987255,FAIL: proxy derives from total C loss but no liquid/vapor/bound-water phase inventory is solved,1.0,2400000.0,2400000.0,4.830413751822672e-15,1.7275460724946895e-05,403,0.0063982867495569855,88.14318423033001
nominal_proxy,名义等效潜热近似,Q3,M,M,time,12,12,300.0,259200.0,PASS,12.735317500002566,0.14996209066826477,0.12272816362785702,240780.0,240766.36593171614,52.56022128238811,4.999575034538098e-11,1.0071684120984339e-09,590331.5014456161,44.41832263691597,FAIL: proxy derives from total C loss but no liquid/vapor/bound-water phase inventory is solved,1.0,2400000.0,2400000.0,2.28699539503701e-14,1.850763443204832e-05,803,0.0022665870426927578,20.55279093522404
nominal_proxy,名义等效潜热近似,Q3,M,H,time,12,12,150.0,259200.0,PASS,19.877088399996865,0.1499651714631016,0.12272969925300238,240360.0,240327.53051963114,52.71388305885972,4.999177803718151e-11,1.3625045321738682e-09,592406.0292046731,46.64162391910713,FAIL: proxy derives from total C loss but no liquid/vapor/bound-water phase inventory is solved,1.0,2400000.0,2400000.0,4.061805213462395e-14,1.943400996629464e-05,1603,0.0007196742621973529,3.9059479510115125
nominal_proxy,名义等效潜热近似,Q3,M,X,time,12,12,75.0,259200.0,PASS,30.227253699995345,0.14998769449555388,0.12274521841872192,240120.0,240109.09955328933,52.77625438834713,4.9996178024167735e-11,2.0852589946999324e-09,593534.9339662355,48.24484891307714,FAIL: proxy derives from total C loss but no liquid/vapor/bound-water phase inventory is solved,1.0,2400000.0,2400000.0,7.185760639944958e-14,2.010202038044881e-05,3202,0.00021603675072335288,0.6603041424414187
nominal_proxy,名义等效潜热近似,Q4,M,L,time,12,12,600.0,259200.0,PASS,10.120911000005435,0.1499480745837424,0.11652173403821749,247140.0,247097.17565146514,47.64868307487751,4.9990910863523305e-11,6.180791519205948e-10,748606.0721840308,40.71006973442931,FAIL: proxy derives from total C loss but no liquid/vapor/bound-water phase inventory is solved,1.0,2400000.0,2400000.0,4.581136190610468e-15,1.6962529056012214e-05,412,0.010344563573227867,131.0041385567929
nominal_proxy,名义等效潜热近似,Q4,M,M,time,12,12,300.0,259200.0,PASS,14.596569899993483,0.1498605442005225,0.1164623250483588,246360.0,246319.84026507995,47.74364314310577,4.999830162298385e-11,5.636763174680772e-10,750376.2536302977,44.80059955390941,FAIL: proxy derives from total C loss but no liquid/vapor/bound-water phase inventory is solved,1.0,2400000.0,2400000.0,1.5600518991324037e-14,1.8666916480795585e-05,822,0.0059300923179213,51.01138289206574
nominal_proxy,名义等效潜热近似,Q4,M,H,time,12,12,150.0,259200.0,PASS,21.946488400004455,0.14995958406091822,0.11652578475353671,245940.0,245920.4333804104,47.754966337219685,4.9996252352550765e-11,1.8703558812777963e-09,751274.8223182852,48.01380649859811,FAIL: proxy derives from total C loss but no liquid/vapor/bound-water phase inventory is solved,1.0,2400000.0,2400000.0,2.407303889106864e-14,2.000575270774921e-05,1640,0.0031355514893788455,16.671657290603434
nominal_proxy,名义等效潜热近似,Q4,M,X,time,12,12,75.0,259200.0,PASS,35.670828700007405,0.14997036744009518,0.11653213433947504,245760.0,245717.21581172256,47.73744361516236,5.0000376844210916e-11,1.6781085888268592e-09,751754.9913207572,50.26948212667594,FAIL: proxy derives from total C loss but no liquid/vapor/bound-water phase inventory is solved,1.0,2400000.0,2400000.0,5.748312736521114e-14,2.094561755278164e-05,3277,0.0015247364988811782,4.68267116818015
no_latent,无潜热内部温度基线,Q2,X,M,space,27,27,120.0,10800.0,PASS,3.999741699997685,1.7552719269813197,1.3269984023062242,,,22.721076560232063,4.9997687209806974e-11,1.5141519894922471e-09,0.0,0.0,FAIL: proxy derives from total C loss but no liquid/vapor/bound-water phase inventory is solved,0.0,2400000.0,0.0,4.089425772026232e-14,0.0,90,1.4407489046242006e-05,0.0013635363902437803
no_latent,无潜热内部温度基线,Q3,X,M,space,27,27,300.0,259200.0,PASS,24.861877799994545,0.14993947927802262,0.12186005068943662,208620.0,208593.1897418419,22.846067607469365,4.9999530653344214e-11,2.529007525820907e-10,0.0,0.0,FAIL: proxy derives from total C loss but no liquid/vapor/bound-water phase inventory is solved,0.0,2400000.0,0.0,6.044239070292397e-15,0.0,696,4.271866450095497e-05,0.02456223335661889
no_latent,无潜热内部温度基线,Q4,X,M,space,27,27,300.0,259200.0,PASS,23.07279770000605,0.14997053242959948,0.11637682976251769,184800.0,184744.3010417354,22.46119232413713,4.999957225773053e-11,3.677750518570065e-10,0.0,0.0,FAIL: proxy derives from total C loss but no liquid/vapor/bound-water phase inventory is solved,0.0,2400000.0,0.0,8.001002068996552e-15,0.0,616,4.282693595447543e-05,0.023517073673019695
nominal_proxy,名义等效潜热近似,Q2,X,M,space,27,27,120.0,10800.0,PASS,3.84140559998923,2.5274755529182613,1.7534652783084674,,,34.11873135914277,4.9991952480214524e-11,9.744218173417627e-10,192078.08765817777,47.69080227361116,FAIL: proxy derives from total C loss but no liquid/vapor/bound-water phase inventory is solved,1.0,2400000.0,2400000.0,2.9346076485742625e-14,1.987116761400465e-05,90,0.0002707219264380944,0.9380861681638635
nominal_proxy,名义等效潜热近似,Q3,X,M,space,27,27,300.0,259200.0,PASS,32.90556869999273,0.14992474342325457,0.12164890142404315,235860.0,235840.60928417247,52.47098951083865,4.999356837494278e-11,6.469755047010902e-10,590234.3925867232,44.75648607778523,FAIL: proxy derives from total C loss but no liquid/vapor/bound-water phase inventory is solved,1.0,2400000.0,2400000.0,1.4669987230195303e-14,1.8648535865743846e-05,787,0.001697339511983752,15.360608079870872
nominal_proxy,名义等效潜热近似,Q4,X,M,space,27,27,300.0,259200.0,PASS,35.367536100005964,0.1499770181388415,0.11590355763502405,243300.0,243256.40574657597,47.340194569759035,4.9995695154120755e-11,7.707135762277116e-10,749410.7730745653,46.99259905244198,FAIL: proxy derives from total C loss but no liquid/vapor/bound-water phase inventory is solved,1.0,2400000.0,2400000.0,6.513737574494194e-15,1.958024960518416e-05,811,0.0048519974742116025,43.07079294000141
