scenario,question,level,time_s,sensible_inventory_change_J,fixed_volume_sensible_change_J,geometry_heat_term_J,convective_input_J,evaporation_latent_heat_loss_J,geometry_correction_J,expected_sensible_change_J,fixed_geometry_error_J,moving_geometry_error_J,geometry_reference_temperature_K,surface_convection_in_W,surface_latent_out_W,linear_solver_relative_residual,physical_heat_balance_residual_J,physical_heat_balance_relative
same_product_Lv_double,Q4,M,53400.0,-18.587310688147134,14.315521017156575,-32.90283170530371,1743.9696945687733,1729.6541729180783,-32.90283170530371,-18.587310054608693,-6.335384430400381e-07,-6.335384412636813e-07,298.62527213513283,5.813232315229245,5.765513909726928,3.934899713740536e-11,-6.335384412636813e-07,3.6327376744945943e-10
same_product_Lv_double,Q4,M,53700.0,-18.514048471779027,14.33246035225561,-32.846508824034636,1735.787643620319,1721.4551826043742,-32.846508824034636,-18.514047808089863,-6.63689162294645e-07,-6.636891640710019e-07,298.72654012999874,5.785958812067729,5.73818394201458,3.946777943539766e-11,-6.636891640710019e-07,3.8235619806968464e-10
same_product_Lv_double,Q4,M,54000.0,-19.301331654702942,14.305197679383603,-33.606529334086545,1727.6102776107587,1713.3050792106521,-33.606529334086545,-19.301330933980026,-7.207229160144379e-07,-7.207229160144379e-07,298.8281792157988,5.758700925369196,5.711016930702174,3.9651107526028385e-11,-7.207229160144379e-07,4.1717910882724056e-10
same_product_Lv_double,Q4,M,54300.0,-20.9466161277372,14.231689980637661,-35.17830610837486,1719.4455617467252,1705.2138709609515,-35.17830610837486,-20.946615322601154,-8.051360467220547e-07,-8.051360467220547e-07,298.9298782168454,5.731485205822417,5.6840462365365045,3.995807930414471e-11,-8.051360467220547e-07,4.682532931744259e-10
same_product_Lv_double,Q4,M,54600.0,-22.10989086357234,14.145917451848064,-36.2558083154204,1711.2989572688966,1697.1530389324605,-36.2558083154204,-22.109889978984278,-8.845880614671842e-07,-8.845880614671842e-07,299.03131104784643,5.704329857562989,5.657176796441535,4.0310983844298055e-11,-8.845880614671842e-07,5.169103023816012e-10
same_product_Lv_double,Q4,M,54900.0,-22.111057125189163,14.081168567786982,-36.192225692976145,1703.1703418238003,1689.0891723168925,-36.192225692976145,-22.111056186068318,-9.391208450892918e-07,-9.391208450892918e-07,299.1323907984641,5.677234472746001,5.630297241056308,4.060163876724176e-11,-9.391208450892918e-07,5.51395724800877e-10
same_product_Lv_double,Q4,M,55200.0,-20.938321801917674,14.055724223591051,-34.99404602550872,1695.0544755643382,1680.9987503748923,-34.99404602550872,-20.938320836062857,-9.658548147939428e-07,-9.658548165702996e-07,299.23326563847024,5.650181585214461,5.603329167916308,4.07242946169403e-11,-9.658548165702996e-07,5.698075374531756e-10
same_product_Lv_double,Q4,M,55500.0,-18.58674629863412,14.080925952694134,-32.667672251328256,1686.9429726347214,1672.8620457244551,-32.667672251328256,-18.586745341061985,-9.575721371390955e-07,-9.575721371390955e-07,299.33421344120734,5.623143242115738,5.576206819081517,4.0719264513600046e-11,-9.575721371390955e-07,5.676375269778852e-10
same_product_Lv_double,Q4,M,55800.0,-15.055702488747501,14.163547877468309,-29.21925036621581,1678.8256768056663,1664.6621280137847,-29.21925036621581,-15.055701574334243,-9.144132580019004e-07,-9.144132580019004e-07,299.4355930887667,5.596085589352221,5.548873760045949,4.0545671146056153e-11,-9.144132580019004e-07,5.446743343488599e-10
same_product_Lv_double,Q4,M,56100.0,-11.441524236688942,14.279286168992776,-25.720810405681718,1670.6937520201604,1656.4144649895159,-25.720810405681718,-11.441523375037136,-8.616518059056943e-07,-8.616518059056943e-07,299.53781216775604,5.5689791734005345,5.521381549965053,4.0365208447902235e-11,-8.616518059056943e-07,5.157449142691812e-10
same_product_Lv_double,Q4,M,56400.0,-9.040636625397813,14.384054581765685,-23.424691207163498,1662.5441518507691,1648.1600964361278,-23.424691207163498,-9.040635792522146,-8.328756671005522e-07,-8.328756671005522e-07,299.64110501805754,5.541813839502564,5.493866988120426,4.031289222483855e-11,-8.328756671005522e-07,5.00964540504613e-10
same_product_Lv_double,Q4,M,56700.0,-7.42025810332413,14.466599539356036,-21.886857642680166,1654.3793032506649,1639.9127028879814,-21.886857642680166,-7.420257279996672,-8.233274577662542e-07,-8.233274577662542e-07,299.74539071937636,5.514597677502216,5.466375676293271,4.0331498630122535e-11,-8.233274577662542e-07,4.976654725724085e-10
same_product_Lv_double,Q4,M,57000.0,-6.5853890236072665,14.518019842623104,-21.10340886623037,1646.204269820044,1631.686249141598,-21.10340886623037,-6.585388187784407,-8.358228598126516e-07,-8.358228598126516e-07,299.8505077954562,5.487347566066813,5.4389541638053265,4.042342804023848e-11,-8.358228598126516e-07,5.077273064684859e-10
same_product_Lv_double,Q4,M,57300.0,-6.537574509105795,14.532997950765896,-21.07057245987169,1638.0254486482181,1623.4924498257271,-21.07057245987169,-6.53757363738071,-8.71725085005437e-07,-8.71725085005437e-07,299.9562307263786,5.4600848288273935,5.4116414994190905,4.06032626755028e-11,-8.71725085005437e-07,5.321804284083797e-10
same_product_Lv_double,Q4,M,57600.0,-7.276175820333744,14.508456997893106,-21.78463281822685,1629.8500152077145,1615.3415572780818,-21.78463281822685,-7.276174888594209,-9.317395353036773e-07,-9.317395353036773e-07,300.06229561129965,5.432833384025715,5.384471857593606,4.090800514509037e-11,-9.317395353036773e-07,5.716719493265352e-10
same_product_Lv_double,Q4,M,57900.0,-8.969070580185743,14.438480637394786,-23.40755121758053,1621.6859329367364,1607.247451279273,-23.40755121758053,-8.96906956011713,-1.0200686126893288e-06,-1.0200686126893288e-06,300.16841625131633,5.405619776455788,5.357491504264243,4.141449420257994e-11,-1.0200686126893288e-06,6.290173651824621e-10
same_product_Lv_double,Q4,M,58200.0,-10.256886603022668,14.354343449621123,-24.61123005264379,1613.5389959316362,1599.1846513758774,-24.61123005264379,-10.25688549688492,-1.1061377485077628e-06,-1.1061377485077628e-06,300.2742635467214,5.378463319772121,5.330615504586258,4.200085408153283e-11,-1.1061377485077628e-06,6.855351815461351e-10
same_product_Lv_double,Q4,M,58500.0,-10.280082675334942,14.291810182226666,-24.571892857561608,1605.409025573357,1591.1172142259563,-24.571892857561608,-10.280081510160954,-1.1651739875162548e-06,-1.1651739875162548e-06,300.37973483019744,5.351363418577857,5.303724047419855,4.24384953247419e-11,-1.1651739875162548e-06,7.257801401110995e-10
same_product_Lv_double,Q4,M,58800.0,-9.02563440238446,14.270222884911488,-23.29585728729595,1597.2901601965689,1583.019936118736,-23.29585728729595,-9.025633209463113,-1.1929213474815015e-06,-1.1929213474815015e-06,300.48498684232584,5.324300533988563,5.276733120395787,4.2662173537536424e-11,-1.1929213474815015e-06,7.468407288846604e-10
same_product_Lv_double,Q4,M,59100.0,-6.487776278445434,14.301558600447585,-20.78933487889302,1589.1730636878308,1574.8715039012468,-20.78933487889302,-6.487775092309025,-1.1861364086485082e-06,-1.1861364086485082e-06,300.59031693185835,5.2972435456261024,5.249571679670822,4.2617478244293844e-11,-1.1861364086485082e-06,7.463859259582234e-10
same_product_Lv_double,Q4,M,59400.0,-2.6652676682225156,14.392957587752083,-17.058225255974598,1581.0464490048869,1566.6534902741541,-17.058225255974598,-2.6652665252418544,-1.142980661228421e-06,-1.142980661228421e-06,300.69610980834216,5.270154830016289,5.222178300913847,4.229432768392479e-11,-1.142980661228421e-06,7.229266805841251e-10
same_product_Lv_double,Q4,M,59700.0,1.3886582879641285,14.522577833231564,-13.133919545267435,1572.9002895126644,1558.377710593012,-13.133919545267435,1.3886593743850248,-1.086420896356799e-06,-1.086420896356799e-06,300.8028022969625,5.2430009650422145,5.194592368643373,4.190673960848715e-11,-1.086420896356799e-06,6.907118674975942e-10
same_product_Lv_double,Q4,M,60000.0,3.9829923325313974,14.639025837973051,-10.656033505441654,1564.7313521972949,1550.0923253020353,-10.656033505441654,3.9829933898179224,-1.0572865249969254e-06,-1.0572865249969254e-06,300.9106710021344,5.215771173990983,5.166974417673451,4.17396114920783e-11,-1.0572865249969254e-06,6.756984344387404e-10
same_product_Lv_double,Q4,M,60300.0,5.307820888228106,14.721077134921227,-9.413256246693122,1556.5438114783162,1541.8227332855868,-9.413256246693122,5.307821946036343,-1.0578082374479436e-06,-1.0578082374479436e-06,301.0196153971207,5.188479371594387,5.139409110951956,4.1764784844772704e-11,-1.0578082374479436e-06,6.7958783405094e-10
same_product_Lv_double,Q4,M,60600.0,5.354523088037363,14.754671196467516,-9.400148108430153,1548.346089031473,1533.5914167430578,-9.400148108430153,5.354524179984969,-1.0919476061133082e-06,-1.0919476061133082e-06,301.129379333821,5.16115363010491,5.111971389143526,4.200866753349585e-11,-1.0919476061133082e-06,7.052348398389066e-10
same_product_Lv_double,Q4,M,60900.0,4.119915208655403,14.731320495880361,-10.611405287224958,1540.148959461365,1525.4176378038458,-10.611405287224958,4.1199163702942165,-1.1616388135848865e-06,-1.1616388135848865e-06,301.2396034996812,5.133829864871217,5.084725459346153,4.2529080332848185e-11,-1.1616388135848865e-06,7.5423796279494e-10
same_product_Lv_double,Q4,M,61200.0,1.6044366873339815,14.646096962860108,-13.041660275526127,1531.9645465900899,1517.3184483596854,-13.041660275526127,1.604437954878378,-1.2675443965548538e-06,-1.2675443965548538e-06,301.34986639882186,5.106548488633633,5.057728161198951,4.342268533937405e-11,-1.2675443965548538e-06,8.273979964981609e-10
same_product_Lv_double,Q4,M,61500.0,-2.397387034951299,14.491349923067789,-16.888736958019088,1523.8061851799043,1509.3148338428678,-16.888736958019088,-2.3973856209825115,-1.413968787389308e-06,-1.413968787389308e-06,301.4597105049691,5.079353950599681,5.031049446142893,4.487123376111279e-11,-1.413968787389308e-06,9.279190497723118e-10
same_product_Lv_double,Q4,M,61800.0,-6.2171434455218595,14.303235403394407,-20.520378848916266,1515.684527430117,1501.3812904618878,-20.520378848916266,-6.217141880687109,-1.5648347506669325e-06,-1.5648347506669325e-06,301.5686218793761,5.05228175810039,5.004604301539626,4.6606575488104553e-11,-1.5648347506669325e-06,1.032427739643256e-09
same_product_Lv_double,Q4,M,62100.0,-8.799111126112276,14.123790933787358,-22.922902059899634,1507.6026083186366,1493.4788156912446,-22.922902059899634,-8.799109432507585,-1.6936046911553149e-06,-1.6936046911553149e-06,301.67635471890094,5.025342027728788,4.978262718970815,4.8279252637664456e-11,-1.6936046911553149e-06,1.1233760686074418e-09
same_product_Lv_double,Q4,M,62400.0,-10.12597739946807,13.976084810046629,-24.1020622095147,1499.556340697554,1485.5802540928526,-24.1020622095147,-10.12597560481315,-1.7946549206726559e-06,-1.7946549206726559e-06,301.7829751974835,4.998521135658514,4.951934180309508,4.972556213605544e-11,-1.7946549206726559e-06,1.196790591967908e-09
same_product_Lv_double,Q4,M,62700.0,-10.189406726145009,13.874502659840882,-24.06390938598589,1491.5373263144927,1477.6628220528182,-24.06390938598589,-10.189405124311417,-1.6018335919909532e-06,-1.6018335919909532e-06,301.8887209326296,4.971791087714975,4.925542740176061,3.9638288338938786e-11,-1.6018335919909532e-06,1.0739480425535152e-09
same_product_Lv_double,Q4,M,63000.0,-8.986848793805287,13.827741526797265,-22.81459032060255,1483.5347133542152,1469.7069701968046,-22.81459032060255,-8.986847163191928,-1.6306133581167614e-06,-1.6306133581167614e-06,301.9939368828555,4.945115711180717,4.8990232339893485,4.009972940957496e-11,-1.6306133581167614e-06,1.0991406830177955e-09
same_product_Lv_double,Q4,M,63300.0,-8.996000991559628,13.782824279515205,-22.778825271074833,1475.5420406756275,1461.7592147238836,-22.778825271074833,-8.995999319330917,-1.6722287110582101e-06,-1.6722287110582101e-06,302.09903319873814,4.918473468918759,4.8725307157462785,4.0805499924231774e-11,-1.6722287110582101e-06,1.1332979101649473e-09
same_product_Lv_double,Q4,M,63600.0,-10.236222144036361,13.71433067901081,-23.950552823047172,1467.5609589153846,1453.8466265051677,-23.950552823047172,-10.23622041283026,-1.7312061011409696e-06,-1.7312061011409696e-06,302.2040227427353,4.891869863051282,4.846155421683893,4.183906972377171e-11,-1.7312061011409696e-06,1.1796485117868184e-09
same_product_Lv_double,Q4,M,63900.0,-10.249180064636986,13.663489010055573,-23.91266907469256,1459.5925375348552,1445.929046752923,-23.91266907469256,-10.24917829276049,-1.7718764961927036e-06,-1.7718764961927036e-06,302.3087277184233,4.865308458449517,4.8197634891764105,4.2586092702862964e-11,-1.7718764961927036e-06,1.213952833155254e-09
same_product_Lv_double,Q4,M,64200.0,-9.023022086404435,13.648239775986031,-22.671261862390466,1451.6319620289573,1437.9837204615003,-22.671261862390466,-9.023020294933431,-1.7914710035427106e-06,-1.7914710035427106e-06,302.4132811334238,4.838773206763191,4.793279068205001,4.297961152343384e-11,-1.7914710035427106e-06,1.234108266008939e-09
same_product_Lv_double,Q4,M,64500.0,-6.5524794550154954,13.67983067424886,-20.232310129264356,1443.6706082525936,1429.9907757902372,-20.232310129264356,-6.552477666907912,-1.7881075837777871e-06,-1.7881075837777871e-06,302.5179511794408,4.812235360841979,4.766635919300791,4.296681461776443e-11,-1.7881075837777871e-06,1.2385841850324133e-09
same_product_Lv_double,Q4,M,64800.0,-2.836437647477391,13.765046631678066,-16.601484279155457,1435.69774325639,1421.9326948638884,-16.601484279155457,-2.8364358866539447,-1.7608234461619077e-06,-1.7608234461619077e-06,302.62309099632176,4.785659144187966,4.739775649546295,4.252685992590488e-11,-1.7608234461619077e-06,1.2264583227442297e-09
same_product_Lv_double,Q4,M,65100.0,0.5910014697527579,13.87277872475479,-13.281777255002032,1427.7050875999412,1413.832307143057,-13.281777255002032,0.5910032018820974,-1.732129339515609e-06,-1.732129339515609e-06,302.72910491093313,4.759016958666471,4.712774357143523,4.207443806369159e-11,-1.732129339515609e-06,1.2132262850077977e-09
same_product_Lv_double,Q4,M,65400.0,2.4922250002315955,13.960138741925064,-11.467913741693469,1419.692177288218,1405.732036822916,-11.467913741693469,2.492226723608706,-1.7233771103519757e-06,-1.7233771103519757e-06,302.83616050158145,4.732307257627394,4.685773456076387,4.198579366669223e-11,-1.7233771103519757e-06,1.2139089993746617e-09
same_product_Lv_double,Q4,M,65700.0,3.7677326733135015,14.024632989342308,-10.256900316028807,1411.6639136624476,1397.6392789475804,-10.256900316028807,3.7677343988384546,-1.725524953144486e-06,-1.725524953144486e-06,302.9440989197338,4.705546378874826,4.658797596491935,4.20883626580855e-11,-1.725524953144486e-06,1.2223341097299507e-09
same_product_Lv_double,Q4,M,66000.0,4.415951120354377,14.062006176222358,-9.646055055867981,1403.6263970110126,1389.56438909547,-9.646055055867981,4.415952859674627,-1.7393202504933925e-06,-1.7393202504933925e-06,303.0527426365341,4.678754656703376,4.6318812969849,4.240198584371714e-11,-1.7393202504933925e-06,1.2391618269628097e-09
same_product_Lv_double,Q4,M,66300.0,4.437065514725058,14.069853180260703,-9.632787665535645,1395.5862531991766,1381.5163982540812,-9.632787665535645,4.437067279559713,-1.7648346553045258e-06,-1.7648346553045258e-06,303.1618817258215,4.651954177330588,4.605054660846937,4.293983657714751e-11,-1.7648346553045258e-06,1.2645830032066462e-09
same_product_Lv_double,Q4,M,66600.0,3.832365795171601,14.046916185755752,-10.21455039058415,1387.5504087943016,1373.5034908067237,-10.21455039058415,3.8323675969937483,-1.8018221474846996e-06,-1.8018221474846996e-06,303.27128804608594,4.625168029314339,4.578344969355745,4.371543386876412e-11,-1.8018221474846996e-06,1.2985633790777917e-09
same_product_Lv_double,Q4,M,66900.0,3.31280856316285,14.008414126961146,-10.695605563798296,1379.5242185023058,1365.515802535218,-10.695605563798296,3.3128104032894896,-1.840126639507389e-06,-1.840126639507389e-06,303.38072405241655,4.598414061674353,4.55171934178406,4.454541189739217e-11,-1.840126639507389e-06,1.33388498355262e-09
same_product_Lv_double,Q4,M,67200.0,3.2901524360305423,13.970964804873002,-10.68081236884246,1371.5094972994686,1357.538530621811,-10.68081236884246,3.290154308815083,-1.8727845407795485e-06,-1.8727845407795485e-06,303.4900692388676,4.571698324331562,4.525128435406037,4.5293139555168765e-11,-1.8727845407795485e-06,1.3654914854524164e-09
same_product_Lv_double,Q4,M,67500.0,3.2667583044235506,13.932815702188226,-10.666057397764675,1363.5061859103478,1349.5733681960746,-10.666057397764675,3.266760316508467,-2.0120849164584342e-06,-2.0120849164584342e-06,303.5993308380473,4.545020619701159,4.498577893986916,4.598198352981206e-11,-2.0120849164584342e-06,1.4756698115858282e-09
same_product_Lv_double,Q4,M,67800.0,3.2429787751946577,13.894319526972271,-10.651340751777614,1355.514239702403,1341.6199181315117,-10.651340751777614,3.242980819113793,-2.0439191352750186e-06,-2.0439191352750186e-06,303.7085024096398,4.5183807990080105,4.472066393771706,4.6716587924647765e-11,-2.0439191352750186e-06,1.5078551559323726e-09
same_product_Lv_double,Q4,M,68100.0,3.2189907717215043,13.855653410901098,-10.636662639179594,1347.5336823746077,1333.6780268887437,-10.636662639179594,3.218992846684369,-2.0749628646399287e-06,-2.0749628646399287e-06,303.817580241438,4.491778941248692,4.445593422962479,4.746648003868965e-11,-2.0749628646399287e-06,1.5398226343281112e-09
same_product_Lv_double,Q4,M,68400.0,3.1948728328921234,13.816896157209916,-10.622023324317793,1339.5645688568804,1325.7476705944898,-10.622023324317793,3.1948749380728305,-2.105180707090426e-06,-2.105180707090426e-06,303.9265619901829,4.465215229522935,4.419158901981633,4.823379022276635e-11,-2.105180707090426e-06,1.5715410485116707e-09
same_product_Lv_double,Q4,M,68700.0,3.1706429210164924,13.778066019787419,-10.607423098770926,1331.606981980722,1317.8289138263876,-10.607423098770926,3.1706450555633516,-2.1345468592670613e-06,-2.1345468592670613e-06,304.0354459178487,4.43868993993574,4.392763046087959,4.901676478841096e-11,-2.1345468592670613e-06,1.6029856317605007e-09
same_product_Lv_double,Q4,M,69000.0,3.1462880989013,13.739150362420391,-10.592862263519091,1323.6610306640298,1309.921878138585,-10.592862263519091,3.1462902619256603,-2.1630243605130772e-06,-2.1630243605130772e-06,304.1442304187217,4.412203435546766,4.36640626046195,4.9814096356838207e-11,-2.1630243605130772e-06,1.6341225664307508e-09
same_product_Lv_double,Q4,M,69300.0,3.121782064741895,13.700123184386143,-10.578341119644248,1315.7268473623258,1302.0267224002648,-10.578341119644248,3.121783842416706,-1.7776748109099572e-06,-1.7776748109099572e-06,304.25291377638354,4.385756157874419,4.340089074667549,4.010131115706694e-11,-1.7776748109099572e-06,1.351097163118402e-09
same_product_Lv_double,Q4,M,69600.0,3.0970933111999805,13.660953275084788,-10.563859963884807,1307.804585803313,1294.1436307359813,-10.563859963884807,3.0970951034469625,-1.7922469819353637e-06,-1.7922469819353637e-06,304.36149405715247,4.359348619344377,4.313812102453271,4.062137553759082e-11,-1.7922469819353637e-06,1.370424145465497e-09
same_product_Lv_double,Q4,M,69900.0,3.0721917528697062,13.621610839757706,-10.549419086888,1299.894417526983,1286.2728048813162,-10.549419086888,3.0721935587788014,-1.8059090951538792e-06,-1.8059090951538792e-06,304.4699690672147,4.3329813917566105,4.287576016271054,4.1145067865295095e-11,-1.8059090951538792e-06,1.389273675464794e-09
same_product_Lv_double,Q4,M,70200.0,3.047049298524419,13.582068071622832,-10.535018773098413,1291.9965296580565,1278.414459767752,-10.535018773098413,3.0470511172059975,-1.8186815786691568e-06,-1.8186815786691568e-06,304.5783363620153,4.306655098860189,4.261381532559174,4.167145679450116e-11,-1.8186815786691568e-06,1.4076520616897433e-09
same_product_Lv_double,Q4,M,70500.0,3.021641053175239,13.542300354162386,-10.520659300987147,1284.111122690093,1270.5688205053223,-10.520659300987147,3.0216428837835867,-1.8306083475749801e-06,-1.8306083475749801e-06,304.6865932603109,4.280370408966976,4.235229401684408,4.2202853188628166e-11,-1.8306083475749801e-06,1.425584059843689e-09
same_product_Lv_double,Q4,M,70800.0,2.995945339348445,13.5022862830659,-10.506340943717454,1276.2384086394243,1262.7361205146399,-10.506340943717454,2.9959471810669456,-1.8417185003727354e-06,-1.8417185003727354e-06,304.79473686795967,4.254128028798081,4.209120401715467,4.273853629672702e-11,-1.8417185003727354e-06,1.4430834301062602e-09
same_product_Lv_double,Q4,M,71100.0,2.9699434198677537,13.462007389559023,-10.49206396969127,1268.3786095315975,1254.9166002899735,-10.49206396969127,2.9699452719326764,-1.8520649227582453e-06,-1.8520649227582453e-06,304.90276410212584,4.227928698438658,4.183055334299912,4.3280426284981375e-11,-1.8520649227582453e-06,1.4601830311867201e-09
same_product_Lv_double,Q4,M,71400.0,2.9436191137948047,13.421447757005241,-10.477828643210437,1260.5319561686988,1247.1105065500037,-10.477828643210437,2.9436209754846416,-1.8616898369572255e-06,-1.8616898369572255e-06,305.0106717135082,4.201773187228996,4.157035021833345,4.382793279451679e-11,-1.8616898369572255e-06,1.4769080845960503e-09
same_product_Lv_double,Q4,M,71700.0,2.9169584045417096,13.380593629471711,-10.463635224930002,1252.6986871259185,1239.3180916258043,-10.463635224930002,2.9169602751841666,-1.8706424569359115e-06,-1.8706424569359115e-06,305.118456305717,4.175662290419728,4.131060305419347,4.437963073457895e-11,-1.8706424569359115e-06,1.4932900274907677e-09
same_product_Lv_double,Q4,M,72000.0,2.8899490841821507,13.339433056394135,-10.449483972211985,1244.8790479316615,1231.5396129962971,-10.449483972211985,2.8899509631523674,-1.8789702167509859e-06,-1.8789702167509859e-06,305.22611435169745,4.149596826438872,4.105132043320991,4.493714239620075e-11,-1.8789702167509859e-06,1.5093596601797199e-09
same_product_Lv_double,Q4,M,72300.0,2.8625804500634686,13.297955589559109,-10.43537513949564,1237.0732903921266,1223.775332915842,-10.43537513949564,2.8625823367889964,-1.8867255278109951e-06,-1.8867255278109951e-06,305.3336422074572,4.123577634640422,4.079251109719474,4.5501444776998245e-11,-1.8867255278109951e-06,1.525152585917478e-09
same_product_Lv_double,Q4,M,72600.0,2.8348430557928115,13.256152034244794,-10.421308978451982,1229.2816720281303,1216.0255180999566,-10.421308978451982,2.8348449497217345,-1.8939289230246459e-06,-1.8939289230246459e-06,305.441036123489,4.097605573427101,4.053418393666522,4.606925619827563e-11,-1.8939289230246459e-06,1.540679378957914e-09
same_product_Lv_double,Q4,M,72900.0,2.8067285105281776,13.214014248799355,-10.407285738271177,1221.5044555992042,1208.290439449766,-10.407285738271177,2.8067304111671163,-1.900638938678867e-06,-1.900638938678867e-06,305.54829225429745,4.071681518664014,4.027634798165886,4.664199215119651e-11,-1.900638938678867e-06,1.5559819941438657e-09
same_product_Lv_double,Q4,M,73200.0,2.7782293206801576,13.171534986269112,-10.393305665588954,1213.7419086944951,1200.5703718013413,-10.393305665588954,2.778231227564916,-1.9068847585401727e-06,-1.9068847585401727e-06,305.65540666640226,4.045806362314984,4.001901239337804,4.721971995011878e-11,-1.9068847585401727e-06,1.5710792754871787e-09
same_product_Lv_double,Q4,M,73500.0,2.7493387645699805,13.12870776927667,-10.379369004706689,1205.9943033757665,1192.8655936937769,-10.379369004706689,2.749340677282987,-1.912713006646527e-06,-1.912713006646527e-06,305.76237534513956,4.019981011252555,3.976218645645923,4.7802780337601974e-11,-1.912713006646527e-06,1.5860050095531499e-09
same_product_Lv_double,Q4,M,73800.0,2.7200507945541403,13.085526792151416,-10.365475997597276,1198.2619158604227,1185.1763871501169,-10.365475997597276,2.720052712708604,-1.918154463709243e-06,-1.918154463709243e-06,305.86919420051817,3.994206386201409,3.9505879571670564,4.838859951961655e-11,-1.918154463709243e-06,1.6007806292766093e-09
same_product_Lv_double,Q4,M,74100.0,2.690359960107692,13.041986843974929,-10.351626883867237,1190.5450262357256,1177.5030374685107,-10.351626883867237,2.690361883347652,-1.923239960177625e-06,-1.923239960177625e-06,305.9758590723405,3.9684834207857516,3.9250101248950355,4.897716691714287e-11,-1.923239960177625e-06,1.6154281592007822e-09
same_product_Lv_double,Q4,M,74400.0,2.66026134721713,12.998083248012076,-10.337821900794946,1182.8439181973908,1169.8458330213782,-10.337821900794946,2.660263275217691,-1.928000560980081e-06,-1.928000560980081e-06,306.08236573475176,3.9428130606579694,3.899486110071261,4.9569399901615215e-11,-1.928000560980081e-06,1.6299703885854022e-09
same_product_Lv_double,Q4,M,74700.0,2.6297509743026932,12.95381225766293,-10.324061283360237,1175.1588785895508,1162.205065061235,-10.324061283360237,2.62975224495554,-1.270652846940834e-06,-1.270652846940834e-06,306.18870990034367,3.9171962619651692,3.87401688353745,4.1221219495109104e-11,-1.270652846940834e-06,1.0812604747248278e-09
same_product_Lv_double,Q4,M,75000.0,2.5988238090182136,12.909169073220891,-10.310345264202677,1167.490197942262,1154.5810275973092,-10.310345264202677,2.5988250807501494,-1.271731935759135e-06,-1.271731935759135e-06,306.2948872275406,3.8916339931408737,3.8486034253243644,4.14297626221455e-11,-1.271731935759135e-06,1.089287034701107e-09
same_product_Lv_double,Q4,M,75300.0,2.5674769770591688,12.86415105033335,-10.29667407327418,1159.8381693193292,1146.9740169962542,-10.29667407327418,2.5674782498007236,-1.2727415548141607e-06,-1.2727415548141607e-06,306.40089331180684,3.8661272310644303,3.823246723320848,4.1641146440940736e-11,-1.2727415548141607e-06,1.0973440851330931e-09
same_product_Lv_double,Q4,M,75600.0,2.535707285236466,12.818755223599034,-10.283047938362568,1152.2030885432998,1139.3843320460055,-10.283047938362568,2.5357085589317485,-1.2736952825775916e-06,-1.2736952825775916e-06,306.50672370312384,3.8406769618109995,3.797947773486685,4.1850344793930473e-11,-1.2736952825775916e-06,1.105443385148265e-09
same_product_Lv_double,Q4,M,75900.0,2.5035119295409274,12.772979014058187,-10.26946708451726,1144.5852539722118,1131.812273683545,-10.26946708451726,2.503513204149499,-1.2746085715775735e-06,-1.2746085715775735e-06,306.6123739032625,3.8152841799073727,3.7727075789451505,4.2064269602909476e-11,-1.2746085715775735e-06,1.1135986307303224e-09
same_product_Lv_double,Q4,M,76200.0,2.4708884681676224,12.726820202516883,-10.25593173434926,1136.984966302899,1124.2581448248986,-10.25593173434926,2.4708897436511137,-1.2754834912698243e-06,-1.2754834912698243e-06,306.71783936886754,3.7899498876763302,3.7475271494163285,4.227573417510771e-11,-1.2754834912698243e-06,1.1218120987274589e-09
same_product_Lv_double,Q4,M,76500.0,2.4378348037928035,12.680276911647066,-10.242442107854263,1129.4025283835842,1116.7222501956182,-10.242442107854263,2.437836080111733,-1.2763189296549626e-06,-1.2763189296549626e-06,306.82311551435373,3.764675094611947,3.7224075006520607,4.248777557935469e-11,-1.2763189296549626e-06,1.1300832941127261e-09
same_product_Lv_double,Q4,M,76800.0,2.4043491692949424,12.633347591575333,-10.228998422280391,1121.8382450333054,1109.2048961646053,-10.228998422280391,2.404350446419677,-1.277124734855306e-06,-1.277124734855306e-06,306.928197714688,3.7394608167776844,3.6973496538820174,4.270207017228907e-11,-1.277124734855306e-06,1.1384214618368538e-09
same_product_Lv_double,Q4,M,77100.0,2.3704301162012236,12.58603100829962,-10.215600892098397,1114.2924228657766,1101.706390579572,-10.215600892098397,2.3704313941063297,-1.277905106178423e-06,-1.277905106178423e-06,307.0330813080807,3.7143080762192553,3.6723546352652394,4.2912312620979376e-11,-1.277905106178423e-06,1.1468310112814564e-09
same_product_Lv_double,Q4,M,77400.0,2.3360765046961145,12.538326233726146,-10.202249729030031,1106.7653701167692,1094.2270426043879,-10.202249729030031,2.336077783351298,-1.2786551835120008e-06,-1.2786551835120008e-06,307.1377615986111,3.689217900389231,3.6474234753479595,4.3124917346655805e-11,-1.2786551835120008e-06,1.1553082686144187e-09
same_product_Lv_double,Q4,M,77700.0,0.8597048371211766,12.463669623151574,-11.603964786030398,1099.2610286926247,1086.7973576502038,-11.603964786030398,0.8597062563904583,-1.4192692816550334e-06,-1.4192692816550334e-06,307.2422338625378,3.6642034289754153,3.6226578588340126,3.34383156384103e-11,-1.4192692816550334e-06,1.2911121604511e-09
