scenario,scenario_label,question,level,time_level,refinement_axis,nr,nz,dt_s,duration_s,status,runtime_s,final_max_C,final_mean_C,reported_event_time_s,interpolated_event_time_s,candidate_temperature_range_C,max_linear_relative_residual,normalized_moisture_balance_error,latent_integral_J_est,latent_peak_power_W,latent_mass_closure,proxy_scale,L_v_J_per_kg,latent_product_Lv_scale,water_balance_max_abs_kg_s,proxy_boundary_loss_max_kg_s,water_trace_count,max_physical_heat_balance_relative,max_physical_heat_balance_residual_J
nominal_proxy,名义等效潜热近似,Q3,M,M,time,12,12,300.0,259200.0,PASS,11.022164499998325,0.14998783501419963,0.12274487040200069,240900.0,240859.60296160428,52.14675445891851,4.9984291050589546e-11,1.0564068848134074e-09,590307.5056294391,44.41832263691597,FAIL: proxy derives from total C loss but no liquid/vapor/bound-water phase inventory is solved,1.0,2400000.0,2400000.0,2.199286149788364e-14,1.850763443204832e-05,803,1.2447970021619106e-07,4.380029849926359e-06
nominal_proxy,名义等效潜热近似,Q3,M,H,time,12,12,150.0,259200.0,PASS,16.728356599996914,0.14999085699905815,0.12274636673366837,240480.0,240420.53948772664,52.29537088685038,4.9998646353873225e-11,1.3576877502601696e-09,592390.4870551198,46.64162391910713,FAIL: proxy derives from total C loss but no liquid/vapor/bound-water phase inventory is solved,1.0,2400000.0,2400000.0,3.992732217712649e-14,1.943400996629464e-05,1603,1.2507124089368238e-07,3.890478183166124e-06
nominal_proxy,名义等效潜热近似,Q3,M,X,time,12,12,75.0,259200.0,PASS,25.73808549999376,0.1499926440203484,0.12274728626230189,240240.0,240202.00587430436,52.35577890144839,5.0000067978773016e-11,2.059222979123877e-09,593528.1454082022,48.24484891307714,FAIL: proxy derives from total C loss but no liquid/vapor/bound-water phase inventory is solved,1.0,2400000.0,2400000.0,7.047216881773434e-14,2.010202038044881e-05,3203,1.1635591910483114e-07,3.584961440594725e-06
nominal_proxy,名义等效潜热近似,Q4,M,L,time,12,12,600.0,259200.0,PASS,8.799892700000782,0.14995631367917805,0.11652623781923031,247140.0,247113.81721474492,47.49843255853165,4.9998293959147565e-11,6.180791519205948e-10,748583.9337130069,40.71006973442931,FAIL: proxy derives from total C loss but no liquid/vapor/bound-water phase inventory is solved,1.0,2400000.0,2400000.0,4.581136190610468e-15,1.6962529056012214e-05,412,3.713247783140455e-08,4.288672144525663e-06
nominal_proxy,名义等效潜热近似,Q4,M,M,time,12,12,300.0,259200.0,PASS,12.659818600004655,0.14986862960211755,0.11646673112127366,246360.0,246336.21787802817,47.58436583583716,4.9997782146809367e-11,5.387376525696997e-10,750360.4639479689,44.80059955390941,FAIL: proxy derives from total C loss but no liquid/vapor/bound-water phase inventory is solved,1.0,2400000.0,2400000.0,1.659095461654849e-14,1.8666916480795585e-05,822,5.345503783829724e-08,3.2975408430502284e-06
nominal_proxy,名义等效潜热近似,Q4,M,H,time,12,12,150.0,259200.0,PASS,18.94601379999949,0.1499676732905679,0.1165301924258947,245940.0,245936.76671316728,47.59252059564773,4.9998493352562133e-11,1.8703558812777963e-09,751264.570934705,48.01380649859811,FAIL: proxy derives from total C loss but no liquid/vapor/bound-water phase inventory is solved,1.0,2400000.0,2400000.0,2.407303889106864e-14,2.000575270774921e-05,1640,5.238992733779275e-08,2.3902789507701527e-06
nominal_proxy,名义等效潜热近似,Q4,M,X,time,12,12,75.0,259200.0,PASS,30.063982000006945,0.14997849841118482,0.11653657084274038,245760.0,245733.6278702113,47.574000057318756,4.999909006887994e-11,1.851248421362958e-09,751748.5894584493,50.26948212667594,FAIL: proxy derives from total C loss but no liquid/vapor/bound-water phase inventory is solved,1.0,2400000.0,2400000.0,5.668100368130379e-14,2.094561755278164e-05,3277,6.283704834096011e-08,2.9299035304575227e-06
no_latent,无潜热内部温度基线,Q2,X,M,space,27,27,120.0,10800.0,PASS,2.336544600009802,1.7680918042880926,1.3303556347324077,,,21.80390617713516,4.9954200558845704e-11,1.5492438675015779e-09,0.0,0.0,FAIL: proxy derives from total C loss but no liquid/vapor/bound-water phase inventory is solved,0.0,2400000.0,0.0,4.3658747949336385e-14,0.0,90,7.955915525825752e-07,1.9324874642734358e-06
no_latent,无潜热内部温度基线,Q3,X,M,space,27,27,300.0,259200.0,PASS,8.359653499996057,0.14997187700950904,0.12187921026583663,209040.0,209005.8410294359,22.024401575690604,4.998465701178224e-11,2.529007525820907e-10,0.0,0.0,FAIL: proxy derives from total C loss but no liquid/vapor/bound-water phase inventory is solved,0.0,2400000.0,0.0,6.953218925111193e-15,0.0,697,3.8236483626323965e-06,3.8236483626323965e-06
no_latent,无潜热内部温度基线,Q4,X,M,space,27,27,300.0,259200.0,PASS,8.299945399994613,0.14997808185293365,0.11637848760791399,185100.0,185059.07396981536,22.021464118177278,4.9997915425065066e-11,3.607957575821789e-10,0.0,0.0,FAIL: proxy derives from total C loss but no liquid/vapor/bound-water phase inventory is solved,0.0,2400000.0,0.0,7.971528710563891e-15,0.0,617,2.847268116594952e-07,3.811424903688021e-06
nominal_proxy,名义等效潜热近似,Q2,X,M,space,27,27,120.0,10800.0,PASS,3.378770199997234,2.525848751928118,1.7498559956531174,,,33.74304191294931,4.9979683260559705e-11,1.1341406464939612e-09,192951.63316263643,47.69080227361116,FAIL: proxy derives from total C loss but no liquid/vapor/bound-water phase inventory is solved,1.0,2400000.0,2400000.0,2.797320379076696e-14,1.987116761400465e-05,90,1.0857732106182144e-09,2.1504554297280265e-06
nominal_proxy,名义等效潜热近似,Q3,X,M,space,27,27,300.0,259200.0,PASS,39.94593640000676,0.1499517812995317,0.12166619767351446,235980.0,235935.17279691604,52.05436001879821,4.999606656196313e-11,6.515772386662052e-10,590213.8030401849,44.75648607778523,FAIL: proxy derives from total C loss but no liquid/vapor/bound-water phase inventory is solved,1.0,2400000.0,2400000.0,1.370871664341071e-14,1.8648535865743846e-05,787,5.374106389405681e-08,3.0521943799044493e-06
nominal_proxy,名义等效潜热近似,Q4,X,M,space,27,27,300.0,259200.0,PASS,43.69819970001117,0.14998614934783083,0.11590857106184567,243300.0,243274.51693605547,47.18151943374238,5.0009072924509305e-11,7.862305002680857e-10,749396.9706773926,46.99259905244198,FAIL: proxy derives from total C loss but no liquid/vapor/bound-water phase inventory is solved,1.0,2400000.0,2400000.0,6.9546554929897364e-15,1.958024960518416e-05,811,4.53470835887998e-08,2.3827469703974202e-06
