model,bound_fraction,release_tau_s,question,time_s,dt_s,rho_d_kg_m3,liquid_inventory_old_kg,bound_inventory_old_kg,liquid_inventory_new_kg,bound_inventory_new_kg,total_inventory_old_kg,total_inventory_new_kg,delta_total_inventory_kg,boundary_net_in_kg_s,expected_delta_from_boundary_kg,water_balance_residual_kg,release_to_liquid_kg_s,liquid_min_C,bound_min_C,total_min_C,phase_split_residual_C,dry_solid_inventory_relative_error,solver_relative_residual
M2,0.1,7200.0,Q3,92400.0,300.0,650.0,0.021909766465711338,7.248083141735872e-08,0.02184375678683555,6.952284933803529e-08,0.021909838946542755,0.021843826309684893,-6.60126368578623e-05,-2.200421231961392e-07,-6.601263695884175e-05,1.0097945971152683e-13,9.859940264411472e-12,0.06397955880537287,6.809172387680873e-07,0.06398023972261165,8.016955087525139e-18,0.0,8.32868634056335e-12
M2,0.1,7200.0,Q3,92700.0,300.0,650.0,0.02184375678683555,6.952284933803529e-08,0.021778439186823217,6.668558411323048e-08,0.021843826309684893,0.02177850587240733,-6.532043727756204e-05,-2.1773479124625357e-07,-6.532043737387607e-05,9.631402934310446e-14,9.457550749349398e-12,0.06393190431289467,6.53128636590215e-07,0.06393255744153126,2.724322656165847e-17,0.0,7.92901413351709e-12
M2,0.1,7200.0,Q3,93000.0,300.0,650.0,0.021778439186823217,6.668558411323048e-08,0.02171380296836875,6.39641092225753e-08,0.02177850587240733,0.021713866932477975,-6.463893992935538e-05,-2.1546313340399745e-07,-6.463894002119924e-05,9.184386378594672e-14,9.071582968850556e-12,0.0638846605974971,6.264741023534e-07,0.06388528707159946,1.8643301048185557e-17,0.0,7.549159998660962e-12
M2,0.1,7200.0,Q3,93300.0,300.0,650.0,0.02171380296836875,6.39641092225753e-08,0.02164983763842176,6.135369919967162e-08,0.021713866932477975,0.021649898992120966,-6.396794035700912e-05,-2.1322646811669944e-07,-6.396794043500983e-05,7.800071623754318e-14,8.701366743012251e-12,0.06383782187674254,6.009073541292924e-07,0.06383842278409667,2.4231283280340583e-17,0.0,1.2024051020702691e-11
M2,0.1,7200.0,Q3,93600.0,300.0,650.0,0.02164983763842176,6.135369919967162e-08,0.021586532903838742,5.884982142697039e-08,0.021649898992120966,0.021586591753660164,-6.330723846080175e-05,-2.110241284573965e-07,-6.330723853721896e-05,7.641721185957379e-14,8.34625924233744e-12,0.0637913824780624,5.763839987801646e-07,0.06379195886206118,2.694157695331753e-17,0.0,1.1306459124008055e-11
M2,0.1,7200.0,Q3,93900.0,300.0,650.0,0.021586532903838742,5.884982142697039e-08,0.02152387866720836,5.644812826550546e-08,0.021586591753660164,0.021523935115336623,-6.265663832354107e-05,-2.0885546132758605e-07,-6.265663839827582e-05,7.473474692831078e-14,8.005643871549791e-12,0.0637453368362012,5.528614548763403e-07,0.06374588969765609,1.8075259577933142e-17,0.0,1.0636548966229398e-11
M2,0.1,7200.0,Q3,94200.0,300.0,650.0,0.02152387866720836,5.644812826550546e-08,0.021461865022715517,5.414444950581718e-08,0.021523935115336623,0.021461919167165028,-6.201594817159539e-05,-2.067198274805114e-07,-6.201594824415343e-05,7.25580348841931e-14,7.678929198960918e-12,0.06369967949072852,5.302988787594051e-07,0.06370020978960728,5.739601129713546e-18,0.0,9.998579053438186e-12
M2,0.1,7200.0,Q3,94500.0,300.0,650.0,0.021461865022715517,5.414444950581718e-08,0.021400482252097234,5.1934785126957926e-08,0.021461919167165028,0.021400534186882363,-6.13849802826652e-05,-2.0461660117825903e-07,-6.138498035347771e-05,7.081251004407291e-14,7.365547929530832e-12,0.06365440508361779,5.086570936228186e-07,0.06365491374071142,1.0899090569676303e-17,0.0,9.416016409414132e-12
M2,0.1,7200.0,Q3,94800.0,300.0,650.0,0.021400482252097234,5.1934785126957926e-08,0.021339720820680672,4.981529835100652e-08,0.021400534186882363,0.021339770635979017,-6.076355090334565e-05,-2.0254516990791394e-07,-6.0763550972374184e-05,6.902853668441095e-14,7.0649559198380205e-12,0.06360950835689011,4.878985214867834e-07,0.0636099962554116,1.3876411379275169e-17,0.0,8.871806530097635e-12
M2,0.1,7200.0,Q3,95100.0,300.0,650.0,0.021339720820680672,4.981529835100652e-08,0.021279571373487367,4.77823089810317e-08,0.021339770635979017,0.02127961915579635,-6.0151480182665806e-05,-2.0050493408956723e-07,-6.0151480226870165e-05,4.420435914011256e-14,6.776631233249432e-12,0.06356498415032098,4.67987117949259e-07,0.06356545213743893,2.3259524731603087e-18,0.0,8.708922518132127e-12
M2,0.1,7200.0,Q3,95400.0,300.0,650.0,0.021279571373487367,4.77823089810317e-08,0.021220024731492454,4.583228701093688e-08,0.02127961915579635,0.021220070563779468,-5.954859201688298e-05,-1.9849530686948038e-07,-5.954859206084412e-05,4.396113871150617e-14,6.500073233649364e-12,0.06352082739920774,4.488883095998199e-07,0.06352127628751734,2.1032251596797905e-17,0.0,8.187616499327123e-12
M2,0.1,7200.0,Q3,95700.0,300.0,650.0,0.021220024731492454,4.583228701093688e-08,0.021161071887847372,4.396184649609075e-08,0.021220070563779468,0.021161115849693872,-5.895471408559616e-05,-1.9651571376397015e-07,-5.895471412919104e-05,4.359488166511341e-14,6.234801716153772e-12,0.06347703313219645,4.3056893398769e-07,0.06347746370113044,1.903537142364589e-17,0.0,7.70219360373e-12
M2,0.1,7200.0,Q3,96000.0,300.0,650.0,0.021161071887847372,4.396184649609075e-08,0.021102704004358812,4.216773967410057e-08,0.021161115849693872,0.02110274617209849,-5.836967759538167e-05,-1.9456559182009547e-07,-5.836967754602864e-05,-4.935303196933888e-14,5.98035607330065e-12,0.06343359646916912,4.129971820397127e-07,0.06343400946635115,2.4621394892110392e-17,0.0,3.140526294439141e-11
M2,0.1,7200.0,Q3,96300.0,300.0,650.0,0.021102704004358812,4.216773967410057e-08,0.02104491240767295,4.044685132551998e-08,0.02110274617209849,0.021044952854524276,-5.779331757421388e-05,-1.9264439177517091e-07,-5.779331753255127e-05,-4.1662609777046167e-14,5.736294495268593e-12,0.063390512619174,3.9614254282827594e-07,0.06339090876171682,3.780149224918332e-18,0.0,2.951587574343912e-11
M2,0.1,7200.0,Q3,96600.0,300.0,650.0,0.02104491240767295,4.044685132551998e-08,0.02098768858599179,3.879619336469954e-08,0.021044952854524276,0.020987727382185163,-5.722547233911329e-05,-1.907515743481293e-07,-5.722547230443879e-05,-3.4674499870771675e-14,5.502193202734811e-12,0.06334777687842917,3.7997575059328753e-07,0.06334815685417977,7.050861071622406e-18,0.0,2.774154045319291e-11
M2,0.1,7200.0,Q3,96900.0,300.0,650.0,0.02098768858599179,3.879619336469954e-08,0.020931024185620793,3.72128996513873e-08,0.020987727382185163,0.020931061398520443,-5.6665983664720004e-05,-1.8888661212124444e-07,-5.6665983636373335e-05,-2.8346669087540854e-14,5.277645711040806e-12,0.06330538462836574,3.6446873392621273e-07,0.06330574909709967,1.0722113623259357e-17,0.0,2.6075252308320773e-11
M2,0.1,7200.0,Q3,97200.0,300.0,650.0,0.020931024185620793,3.72128996513873e-08,0.020874911007630354,3.5694221014071013e-08,0.020931061398520443,0.020874946701851367,-5.6114696669076064e-05,-1.8704898882152506e-07,-5.611469664645752e-05,-2.2618544407229657e-14,5.062262124387602e-12,0.06326333133372508,3.495945670279389e-07,0.06326368092829211,1.0608293570972061e-17,0.0,2.4510531664864574e-11
M2,0.1,7200.0,Q3,97500.0,300.0,650.0,0.020874911007630354,3.5694221014071013e-08,0.020819341004589962,3.423752047642037e-08,0.020874946701851367,0.02081937524211044,-5.557145974092667e-05,-1.852381990783137e-07,-5.557145972349411e-05,-1.743256147074268e-14,4.855668458835483e-12,0.06322161254070573,3.3532742295583294e-07,0.06322194786812868,1.576471251650102e-17,0.0,2.3041274622532882e-11
M2,0.1,7200.0,Q3,97800.0,300.0,650.0,0.020819341004589962,3.423752047642037e-08,0.020764306277373357,3.284026867854066e-08,0.02081937524211044,0.020764339117642038,-5.5036124468402225e-05,-1.8345374818545544e-07,-5.503612445563663e-05,-1.2765592890488092e-14,4.657505992932374e-12,0.06318022387515805,3.216425287788118e-07,0.06318054551768683,1.0570971181733668e-18,0.0,2.1661648163771416e-11
M2,0.1,7200.0,Q3,98100.0,300.0,650.0,0.020764306277373357,3.284026867854066e-08,0.020709799072033644,3.150003948508765e-08,0.020764339117642038,0.020709830572073127,-5.4508545568911215e-05,-1.8169515186784018e-07,-5.4508545560352056e-05,-8.559159511787456e-15,4.4674306448433674e-12,0.06313916104082591,3.085161225625588e-07,0.06313946955694848,2.4542620828015742e-17,0.0,2.03622766351782e-11
M2,0.1,7200.0,Q3,98400.0,300.0,650.0,0.020709799072033644,3.150003948508765e-08,0.02065581177674833,3.0214505772617636e-08,0.020709830572073127,0.020655841991254104,-5.398858081902269e-05,-1.7996193604745993e-07,-5.398858081423798e-05,-4.784712936186514e-15,4.285112374900028e-12,0.06309841981763273,2.9592541211019714e-07,0.06309871574304483,9.116192094824407e-18,0.0,1.914622717112863e-11
M2,0.1,7200.0,Q3,98700.0,300.0,650.0,0.02065581177674833,3.0214505772617636e-08,0.020602336918826663,2.898143538885803e-08,0.020655841991254104,0.020602365900262046,-5.3476090992057856e-05,-1.7825363663549034e-07,-5.34760909906471e-05,-1.4107570905745603e-15,4.110234612532016e-12,0.06305799606001251,2.83848535386778e-07,0.0630582799085479,1.1645273656648138e-17,0.0,1.8001772096989303e-11
M2,0.1,7200.0,Q3,99000.0,300.0,650.0,0.020602336918826663,2.898143538885803e-08,0.020549367161787926,2.7798687276882295e-08,0.020602365900262046,0.020549394960475205,-5.29709397868415e-05,-1.7656979929485305e-07,-5.2970939788455914e-05,1.6144109161488063e-15,3.942493706585779e-12,0.06301788569528298,2.7226452255886754e-07,0.06301815795980553,2.0499573752093356e-17,0.0,1.6929985385747014e-11
M2,0.1,7200.0,Q3,99300.0,300.0,650.0,0.020549367161787926,2.7798687276882295e-08,0.02049689530250264,2.666420775745944e-08,0.020549394960475205,0.020496921966710394,-5.247299376481135e-05,-1.7490997923040593e-07,-5.247299376912178e-05,4.31042869583273e-15,3.781598398076198e-12,0.0629780847220603,2.6115325958331887e-07,0.06297834587531989,1.0219664266859947e-17,0.0,1.592383322235029e-11
M2,0.1,7200.0,Q3,99600.0,300.0,650.0,0.02049689530250264,2.666420775745944e-08,0.02044491426839689,2.5576026963122795e-08,0.020496921966710394,0.020444939844423856,-5.198212228653756e-05,-1.7327374097748182e-07,-5.1982122293244546e-05,6.706983059212579e-15,3.6272693144554903e-12,0.06293858920871409,2.504954532820055e-07,0.06293883970416737,1.3065853788312006e-17,0.0,1.4979108788047795e-11
M2,0.1,7200.0,Q3,99900.0,300.0,650.0,0.02044491426839689,2.5576026963122795e-08,0.02039341711471879,2.4532255417766433e-08,0.020444939844423856,0.020393441646974212,-5.1498197449643957e-05,-1.716606581948994e-07,-5.1498197458469816e-05,8.825859693691734e-15,3.479238484521205e-12,0.06289939529186148,2.402725978418743e-07,0.06289963556445932,2.3982202654288616e-17,0.0,1.4092138637578584e-11
M2,0.1,7200.0,Q3,100200.0,300.0,650.0,0.02039341711471879,2.4532255417766433e-08,0.020342397021865515,2.35310807558301e-08,0.020393441646974212,0.020342420552946272,-5.102109402794e-05,-1.7007031346207938e-07,-5.102109403862382e-05,1.0683816299098675e-14,3.3372488731211125e-12,0.06286049917489918,2.3046694268214972e-07,0.06286072964184186,1.4533497188107692e-17,0.0,1.3259401324864252e-11
