model,bound_fraction,release_tau_s,question,time_s,dt_s,L_v_J_per_kg,surface_gasification_rate_kg_s,latent_power_W,cumulative_latent_energy_J,outer_gasification_max_kg_m2_s,z0_gasification_max_kg_m2_s,z1_gasification_max_kg_m2_s,liquid_inventory_kg,bound_inventory_kg,release_to_liquid_kg_s,heat_boundary_in_W,heat_solver_relative_residual,latent_enabled
M2,0.2,1800.0,Q2,4920.0,120.0,2400000.0,7.064586954514299e-06,16.95500869083432,101862.52101653672,0.00043413886183858545,0.0,0.0004465540085104305,0.21453198332217055,0.003384790753295065,1.9445370639475813e-06,18.377222420993828,4.505531954165621e-11,True
M2,0.2,1800.0,Q2,5040.0,120.0,2400000.0,7.0319577302824545e-06,16.87669855267789,103887.72484285806,0.00043217390396800624,0.0,0.000444918630289176,0.21390644375507625,0.003166495392577965,1.8191280059758367e-06,18.144242881548337,2.8973728716110637e-11,True
M2,0.2,1800.0,Q2,5160.0,120.0,2400000.0,7.007443523902842e-06,16.81786445736682,105905.86857774208,0.0004306354718772539,0.0,0.0004441795407458243,0.21326976736679268,0.0029622785578271213,1.701806956257035e-06,18.16928795409889,2.6140934166548634e-11,True
M2,0.2,1800.0,Q2,5280.0,120.0,2400000.0,6.977864230783952e-06,16.746874153881485,107915.49347620785,0.0004287730411431386,0.0,0.0004431936900574952,0.21262346993431416,0.0027712322824566585,1.5920522947538527e-06,17.974253632635726,4.976513928929749e-11,True
M2,0.2,1800.0,Q2,5400.0,120.0,2400000.0,6.949000646229021e-06,16.67760155094965,109916.8056623218,0.0004269068485251143,0.0,0.000442291180009039,0.21196831498169472,0.0025925071573833173,1.4893760422778448e-06,17.88129344335677,4.527369781465316e-11,True
M2,0.2,1800.0,Q2,5520.0,120.0,2400000.0,6.920514607594431e-06,16.609235058226634,111909.91386930899,0.00042502956831464285,0.0,0.00044147131782451283,0.21130505183155213,0.0024253085544765564,1.3933216908896687e-06,17.835417350407745,3.561668127271113e-11,True
M2,0.2,1800.0,Q2,5640.0,120.0,2400000.0,6.8934056793168385e-06,16.54417363036041,113895.21470495225,0.00042321639552971295,0.0,0.0004406543395100156,0.21063425861081136,0.0022688930935697545,1.3034621742233502e-06,17.71365074508107,3.254127889017262e-11,True
M2,0.2,1800.0,Q2,5760.0,120.0,2400000.0,6.865931257175829e-06,16.47823501722199,115872.60290701888,0.00042135171283601096,0.0,0.0004398322133337898,0.20995667461618642,0.002122565337324501,1.219397968710444e-06,17.629764941373065,1.7571805249189105e-11,True
M2,0.2,1800.0,Q2,5880.0,120.0,2400000.0,6.836396031377278e-06,16.407350475305467,117841.48496405553,0.0004193397244699181,0.0,0.0004388434830461677,0.2092731977304839,0.001985674699253063,1.140755317261987e-06,17.49563705223443,1.607305618823686e-11,True
M2,0.2,1800.0,Q2,6000.0,120.0,2400000.0,6.813743643889482e-06,16.352984745334755,119803.8431334957,0.0004177100003172093,0.0,0.0004383586020748759,0.20858361064120953,0.0018576125511517976,1.0671845675105467e-06,17.535616693414834,4.828222568338629e-11,True
M2,0.2,1800.0,Q2,6120.0,120.0,2400000.0,6.785951245183836e-06,16.286282988441204,121758.19709210865,0.000415771599645884,0.0,0.0004374003704942877,0.20788909952574575,0.0017378095170849097,9.98358617224063e-07,17.32854585296,4.4217681076470265e-11,True
M2,0.2,1800.0,Q2,6240.0,120.0,2400000.0,6.760953323062331e-06,16.226287975349596,123705.3516491506,0.0004140020899886699,0.0,0.00043670909935752825,0.20718986170213982,0.0016257329418873554,9.339714599796195e-07,17.325931739622714,3.9437672876125777e-11,True
M2,0.2,1800.0,Q2,6360.0,120.0,2400000.0,6.735131597460142e-06,16.16431583390434,125645.06954921912,0.00041262635463326213,0.0,0.00043585022067523313,0.20648649432936877,0.0015208845229316224,8.737368246311103e-07,17.176838220372115,3.6408850723695066e-11,True
M2,0.2,1800.0,Q2,6480.0,120.0,2400000.0,6.706057617566684e-06,16.09453828216004,127576.41414307832,0.0004110494725086617,0.0,0.00043476463898412454,0.2057798538436182,0.0014227980946290124,8.173869025217502e-07,17.032796139095375,4.563503441221787e-11,True
M2,0.2,1800.0,Q2,6600.0,120.0,2400000.0,6.679746296956518e-06,16.031391112695644,129500.1810766018,0.00040961890251484296,0.0,0.0004338976619038749,0.20507004482685845,0.0013310375558151176,7.646711567824545e-07,17.010617400603344,4.184150163596397e-11,True
M2,0.2,1800.0,Q2,6720.0,120.0,2400000.0,6.651003450140776e-06,15.962408280337863,131415.67007024234,0.0004080419047503774,0.0,0.0004330179602022141,0.20435776703791791,0.0012451949308044544,7.153552084221933e-07,16.89667532897608,3.9200799399642044e-11,True
M2,0.2,1800.0,Q2,6840.0,120.0,2400000.0,6.623308817681091e-06,15.895941162434617,133323.1830097345,0.00040652208703433144,0.0,0.0004322399855396223,0.20364327635517554,0.001164888555493529,6.692197942577114e-07,16.791656912663196,3.6284665248202006e-11,True
M2,0.2,1800.0,Q2,6960.0,120.0,2400000.0,6.5988597107530184e-06,15.837263305807245,135223.65460643137,0.0004051814288832192,0.0,0.0004317201729717383,0.2029265403650061,0.001089761380447588,6.260597920495104e-07,16.804749498170317,4.6970623272130826e-11,True
M2,0.2,1800.0,Q2,7080.0,120.0,2400000.0,6.572658534907716e-06,15.77438048377852,137116.5802644848,0.000403744161443455,0.0,0.00043098300824061773,0.20220810333791397,0.0010194793834264167,5.856833085097598e-07,16.660388905476882,4.361733373373703e-11,True
M2,0.2,1800.0,Q2,7200.0,120.0,2400000.0,6.548772141596521e-06,15.71705313983165,139002.6266412646,0.00040243656723917603,0.0,0.00043039446280328486,0.20148799998013597,0.0009537300842911398,5.479108261273084e-07,16.604532024655605,4.030295109539175e-11,True
M2,0.2,1800.0,Q2,7320.0,120.0,2400000.0,6.519903398834499e-06,15.647768157202798,140880.35882012892,0.00040083336810124064,0.0,0.00042944038608572926,0.20076712050095594,0.0008922211556891548,5.125744050165413e-07,16.439484800040283,3.7681541084720676e-11,True
M2,0.2,1800.0,Q2,7440.0,120.0,2400000.0,6.4907788880519835e-06,15.577869331324761,142749.7031398879,0.00039920250409433266,0.0,0.00042848944442681696,0.2000457690673633,0.0008346791233401869,4.795169362414001e-07,16.358586261729634,4.6594817592541254e-11,True
M2,0.2,1800.0,Q2,7560.0,120.0,2400000.0,6.4644121807995805e-06,15.514589233918993,144611.45384795818,0.0003977253188938623,0.0,0.0004277117525705799,0.19932387057946344,0.0007808481501448121,4.4859144329479046e-07,16.330786554272976,4.715399449838954e-11,True
M2,0.2,1800.0,Q2,7680.0,120.0,2400000.0,6.436485931529444e-06,15.447566235670665,146465.16179623865,0.00039615659002877523,0.0,0.00042676700105395406,0.19860185151969276,0.000730488898709489,4.196604286276913e-07,16.21297127688803,2.955980585197303e-11,True
M2,0.2,1800.0,Q2,7800.0,120.0,2400000.0,6.4123025317922684e-06,15.389526076301443,148311.90492539483,0.0003948046498273875,0.0,0.0004260875633520916,0.1978794866478752,0.0006833774672307809,3.925952623225678e-07,16.150650402111296,2.7694663557201446e-11,True
M2,0.2,1800.0,Q2,7920.0,120.0,2400000.0,6.388419458514511e-06,15.332206700434828,150151.769729447,0.0003934623637871647,0.0,0.0004255437358514131,0.19715694938617462,0.000639304394007611,3.672756101930826e-07,16.14207762800374,2.1884953557608014e-11,True
M2,0.2,1800.0,Q2,8040.0,120.0,2400000.0,6.364527380827831e-06,15.274865713986795,151984.7536151254,0.0003921227826518029,0.0,0.0004249416305155057,0.1964344367688062,0.0005980737261555255,3.435888987673783e-07,16.0619723424591,3.185423450628794e-11,True
M2,0.2,1800.0,Q2,8160.0,120.0,2400000.0,6.341241896615463e-06,15.218980551877111,153811.03128135065,0.0003908146415876037,0.0,0.00042440056472102137,0.1957120593194458,0.0005595021483823812,3.214298147762035e-07,16.042816484914383,2.98246912926933e-11,True
M2,0.2,1800.0,Q2,8280.0,120.0,2400000.0,6.316189548322067e-06,15.158854915972961,155630.0938712674,0.0003894061044210258,0.0,0.00042368683212703746,0.1949902005545193,0.0005234181679519143,3.0069983692055766e-07,15.930861799643186,2.7042250187008154e-11,True
