time_s,max_C,mean_C,center_C,surface_C
164280,0.1614270999005042,0.1236735397698503,0.1614270999005042,0.0533643337782978
164340,0.1613869765272965,0.1236475592541753,0.1613869765272965,0.0533614994747714
164400,0.1613468883563674,0.1236216003914379,0.1613468883563674,0.053358668893835
164460,0.1613068353526622,0.1235956631533532,0.1613068353526622,0.0533558420289401
164520,0.161266817455682,0.1235697475116859,0.161266817455682,0.0533530188735564
164580,0.1612268346302275,0.12354385343825,0.1612268346302275,0.0533501994211652
164640,0.1611868868162663,0.1235179809049088,0.1611868868162663,0.053347383665265
164700,0.1611469739785019,0.1234921298835749,0.1611469739785019,0.0533445715993656
164760,0.1611070960573332,0.12346630034621,0.1611070960573332,0.0533417632169936
164820,0.1610672530173821,0.1234404922648246,0.1610672530173821,0.0533389585116873
164880,0.1610274447994706,0.1234147056114784,0.1610274447994706,0.0533361574770012
164940,0.1609876713681416,0.1233889403582796,0.1609876713681416,0.0533333601065017
165000,0.1609479326646326,0.1233631964773853,0.1609479326646326,0.0533305663937715
165060,0.1609082286534186,0.1233374739410008,0.1609082286534186,0.0533277763324049
165120,0.1608685592761368,0.1233117727213804,0.1608685592761368,0.0533249899160123
165180,0.1608289244972078,0.1232860927908262,0.1608289244972078,0.053322207138216
165240,0.1607893242586573,0.123260434121689,0.1607893242586573,0.0533194279926541
165300,0.1607497585248593,0.1232347966863675,0.1607497585248593,0.0533166524729766
165360,0.1607102272382193,0.1232091804573084,0.1607102272382193,0.0533138805728492
165420,0.1606707303630711,0.1231835854070066,0.1606707303630711,0.0533111122859494
165480,0.1606312678421913,0.1231580115080046,0.1606312678421913,0.0533083476059704
165540,0.1605918396398816,0.1231324587328926,0.1605918396398816,0.053305586526617
165600,0.1605524456992808,0.1231069270543088,0.1605524456992808,0.0533028290416099
165660,0.160513085984665,0.1230814164449385,0.160513085984665,0.0533000751446811
165720,0.1604737604395275,0.1230559268775145,0.1604737604395275,0.0532973248295784
165780,0.1604344690281245,0.1230304583248171,0.1604344690281245,0.0532945780900611
165840,0.1603952116942973,0.1230050107596739,0.1603952116942973,0.0532918349198925
165900,0.1603559884022878,0.122979584154959,0.1603559884022878,0.0532890953129023
165960,0.1603167990962774,0.1229541784835945,0.1603167990962774,0.0532863592628183
166020,0.1602776437404994,0.1229287937185483,0.1602776437404994,0.0532836267635435
166080,0.1602385222794691,0.122903429832836,0.1602385222794691,0.053280897808819
166140,0.1601994346774156,0.1228780867995196,0.1601994346774156,0.0532781723925336
166200,0.1601603808791827,0.1228527645917078,0.1601603808791827,0.0532754505085346
166260,0.1601213608489993,0.1228274631825554,0.1601213608489993,0.0532727321506868
166320,0.1600823745320317,0.1228021825452641,0.1600823745320317,0.0532700173128714
166380,0.160043421892513,0.1227769226530818,0.160043421892513,0.0532673059889813
166440,0.1600045028759271,0.1227516834793024,0.1600045028759271,0.0532645981729242
166500,0.1599656174465143,0.1227264649972661,0.1599656174465143,0.0532618938586194
166560,0.159926765550071,0.1227012671803592,0.159926765550071,0.0532591930400008
166620,0.1598879471508491,0.1226760900020136,0.1598879471508491,0.0532564957110138
166680,0.1598491621949519,0.1226509334357073,0.1598491621949519,0.0532538018656186
166740,0.1598104106466462,0.1226257974549639,0.1598104106466462,0.0532511114977866
166800,0.1597716924523385,0.1226006820333527,0.1597716924523385,0.0532484246015037
166860,0.1597330075763123,0.1225755871444884,0.1597330075763123,0.0532457411707674
166920,0.1596943559652736,0.1225505127620311,0.1596943559652736,0.0532430611995895
166980,0.1596557375835259,0.1225254588596864,0.1596557375835259,0.0532403846819931
167040,0.1596171523780696,0.1225004254112051,0.1596171523780696,0.0532377116120158
167100,0.1595786003132312,0.122475412390383,0.1595786003132312,0.0532350419837062
167160,0.1595400813363017,0.122450419771061,0.1595400813363017,0.0532323757911275
167220,0.1595015954116333,0.1224254475271249,0.1595015954116333,0.0532297130283539
167280,0.1594631424868038,0.1224004956325055,0.1594631424868038,0.0532270536894739
167340,0.1594247225261927,0.1223755640611782,0.1594247225261927,0.0532243977685872
167400,0.1593863354776613,0.1223506527871631,0.1593863354776613,0.0532217452598075
167460,0.1593479813056189,0.1223257617845248,0.1593479813056189,0.0532190961572597
167520,0.1593096599594882,0.1223008910273726,0.1593096599594882,0.0532164504550813
167580,0.1592713713986561,0.1222760404898599,0.1592713713986561,0.0532138081474228
167640,0.1592331155794688,0.1222512101461844,0.1592331155794688,0.0532111692284377
167700,0.1591948924583478,0.122226399970588,0.1591948924583478,0.0532085336923464
167760,0.1591567019919945,0.1222016099373569,0.1591567019919945,0.0532059015332626
167820,0.1591185441368746,0.1221768400208208,0.1591185441368746,0.0532032727454756
167880,0.1590804188498676,0.1221520901953539,0.1590804188498676,0.0532006473231121
167940,0.1590423260875817,0.1221273604353737,0.1590423260875817,0.0531980252604451
168000,0.1590042658071949,0.1221026507153418,0.1590042658071949,0.0531954065517056
168060,0.1589662379599664,0.122077961009763,0.1589662379599664,0.0531927911911504
168120,0.1589282425095974,0.122053291293186,0.1589282425095974,0.0531901791730263
168180,0.1588902794173814,0.1220286415402027,0.1588902794173814,0.0531875704916113
168240,0.15885234862994,0.1220040117254484,0.15885234862994,0.0531849651411932
168300,0.1588144501172179,0.1219794018236019,0.1588144501172179,0.0531823631160729
168360,0.1587765838220916,0.1219548118093851,0.1587765838220916,0.0531797644105616
168420,0.1587387497164177,0.1219302416575624,0.1587387497164177,0.0531771690189796
168480,0.1587009477434376,0.1219056913429418,0.1587009477434376,0.0531745769356638
168540,0.158663177874758,0.1218811608403739,0.158663177874758,0.0531719881549598
