time_s,sensible_inventory_change_J,fixed_volume_sensible_change_J,geometry_heat_term_J,geometry_reference_temperature_K,surface_convection_in_W,surface_latent_out_W,linear_solver_relative_residual,physical_heat_balance_residual_J,physical_heat_balance_relative
120.0,-4538.9344903888705,-4538.9344903888705,0.0,301.15,9.866348176619121,47.690802273611155,4.919880513233168e-11,1.2501741366577335e-06,2.7543339506330385e-10
240.0,-3313.077016374379,-3313.077016374379,0.0,292.49140915118,13.287039395420503,40.896014540045286,4.732357092666862e-11,9.805949048313778e-07,2.959770931931062e-10
360.0,-2506.81128158607,-2506.81128158607,0.0,286.15850471206306,15.301850056091183,36.191944086195825,4.7412816845227475e-11,2.026486981776543e-06,8.083923176276661e-10
480.0,-1955.1135292997035,-1955.1135292997035,0.0,281.353784955721,16.50479284177284,32.7974056038575,4.790625822206124e-11,2.1504554297280265e-06,1.0857732106182144e-09
600.0,-1529.8448599821581,-1529.8448599821581,0.0,277.59537122196747,17.448537235559453,30.197244412787644,4.3421073330522505e-11,1.2852246982220095e-06,6.1381683025496e-10
720.0,-1199.329538331036,-1199.329538331036,0.0,274.64577755793056,18.17405807967941,28.1684709120159,4.602571824866336e-11,1.5493428691115696e-06,7.104186923649086e-10
840.0,-940.9939205000937,-940.9939205000937,0.0,272.32670656548146,18.69368178410619,26.5352978012418,4.2834854846295244e-11,1.5561795407847967e-06,6.937190324326127e-10
960.0,-726.1161560499569,-726.1161560499569,0.0,270.5020090597471,19.14373501570949,25.194702986048952,4.2251423249413725e-11,3.9077883684512926e-07,1.7010736433462144e-10
1080.0,-546.4701004204254,-546.4701004204254,0.0,269.09022080606104,19.527484145620537,24.08140164684577,3.6422304599985596e-11,-2.733975179580739e-07,1.1667210341387354e-10
1200.0,-402.92247974143964,-402.92247974143964,0.0,268.0250709900061,19.79881990895011,23.156507238644057,3.300731832893208e-11,-1.7816620356825297e-07,7.499024537303881e-11
1320.0,-278.9072039508883,-278.9072039508883,0.0,267.23786469675224,20.05100144927292,22.375228146287874,3.565842421497195e-11,-3.0909382076060865e-07,1.284615058349188e-10
1440.0,-181.69863160964036,-181.69863160964036,0.0,266.69186844485483,20.200175904821744,21.714331163971732,3.800025222929135e-11,-5.11641871980828e-07,2.11071541485397e-10
1560.0,-102.02026907037408,-102.02026907037408,0.0,266.33558666619973,20.29376492648344,21.143933828888624,4.557292778507519e-11,-7.817520639719078e-07,3.2101488100897696e-10
1680.0,-35.654061769639014,-35.654061769639014,0.0,266.1354384722735,20.352486650596912,20.649603824594237,4.4180068725702816e-11,-8.899600061340607e-07,3.643944600859372e-10
1800.0,34.179449158693146,34.179449158693146,0.0,266.0659040741311,20.503838587556995,20.219009834811274,4.672277852843631e-11,-1.1707933680327187e-06,4.758431626648472e-10
1920.0,73.84931862389675,73.84931862389675,0.0,266.134593507778,20.48165392701619,19.866242928027287,4.894789484246107e-11,-1.2547716039534862e-06,5.105266435125746e-10
2040.0,116.71050017893647,116.71050017893647,0.0,266.2820865988573,20.519764876009738,19.547177362443094,3.291222043614408e-11,-1.4490608322148546e-06,5.884817398293691e-10
2160.0,142.87284174673005,142.87284174673005,0.0,266.5151983973997,20.46621766828647,19.27561064126737,3.291013724293084e-11,-1.495561718911631e-06,6.089554272441712e-10
2280.0,171.94939166376278,171.94939166376278,0.0,266.80092668061343,20.460101905844787,19.02719029415161,3.66255886584882e-11,-1.7394186500041542e-06,7.084595904461497e-10
2400.0,195.86664342014765,195.86664342014765,0.0,267.14539789306247,20.45410958895573,18.82188754619791,3.5954914241545414e-11,-1.7107908547586703e-06,6.970037191949019e-10
2520.0,215.7993624204593,215.7993624204593,0.0,267.53851711392764,20.43921292616218,18.64088489034627,3.857082802623601e-11,-1.8774499039864168e-06,7.654607798780426e-10
2640.0,228.8660289069044,228.8660289069044,0.0,267.97248529545436,20.391681005668357,18.484464081824953,3.964977699195988e-11,-1.9543040252756327e-06,7.98652493277523e-10
2760.0,228.2970094790015,228.2970094790015,0.0,268.43362952866363,20.248880272732983,18.346405176427503,4.172814170697063e-11,-2.077656091614699e-06,8.550497869637999e-10
2880.0,240.614057145542,240.614057145542,0.0,268.8945011015312,20.215099250891868,18.209982091423136,4.12711849454456e-11,-1.990705811749649e-06,8.206348577379279e-10
3000.0,234.62222578369852,234.62222578369852,0.0,269.3812476925884,20.051937270758415,18.096752038448734,4.362304066223613e-11,-2.093463194796641e-06,8.700170156998255e-10
3120.0,248.90405116929287,248.90405116929287,0.0,269.856784118735,20.05190313019749,17.977702686395258,4.4623707893356106e-11,-2.086975143811287e-06,8.67322139890541e-10
3240.0,246.14139953186393,246.14139953186393,0.0,270.36235222282244,19.934431498724194,17.883253152817158,4.274243169566401e-11,-1.976980456674937e-06,8.264513156551367e-10
3360.0,239.73231967003318,239.73231967003318,0.0,270.8632887483236,19.792281814898857,17.794512468910227,4.094511155510721e-11,-1.8486023805053264e-06,7.783347054985893e-10
