time_s,method,rho_d_kg_m3,net_inventory_rate_kg_s,local_positive_loss_rate_kg_s,boundary_net_rate_kg_s,water_balance_residual_kg_s,solver_relative_residual
300.0,moving-reference-moisture,840.5754351922644,-8.523785806626049e-06,8.523785806626049e-06,-8.523785808054245e-06,1.4281958048926319e-15,2.8995134633026152e-12
600.0,moving-reference-moisture,860.8950662778333,-9.305496150360513e-06,9.305496150360513e-06,-9.305496154169575e-06,3.809061424023437e-15,2.1359994348071622e-11
900.0,moving-reference-moisture,880.7421937339468,-8.18196517216972e-06,8.18196517216972e-06,-8.181965159948475e-06,-1.2221243778803327e-14,2.7721609200034778e-11
1200.0,moving-reference-moisture,899.8786516217094,-7.85109658708701e-06,7.85109658708701e-06,-7.851096588046612e-06,9.596019318785023e-16,2.0880178022670417e-12
1500.0,moving-reference-moisture,918.0465877280382,-7.463131989826209e-06,7.463131989826209e-06,-7.463131990319998e-06,4.937888680302087e-16,1.140397315254101e-12
1800.0,moving-reference-moisture,934.9713194697231,-7.209474622289751e-06,7.209474622289751e-06,-7.209474636956055e-06,1.4666303483907694e-14,3.683268261005798e-11
2100.0,moving-reference-moisture,950.3006299465071,-6.955396685135983e-06,6.955396685135983e-06,-6.955396690600587e-06,5.464604260090912e-15,1.448081461661255e-11
2400.0,moving-reference-moisture,964.2417015822199,-6.763955116309604e-06,6.763955116309604e-06,-6.763955118050785e-06,1.7411804081337266e-15,4.2266103383744265e-12
2700.0,moving-reference-moisture,977.3996367576663,-6.597858477400754e-06,6.597858477400754e-06,-6.597858478219753e-06,8.189986977990248e-16,2.699071773591097e-12
3000.0,moving-reference-moisture,990.4406596149792,-6.425829659179268e-06,6.425829659179268e-06,-6.425829658645579e-06,-5.336892020435698e-16,1.8067909527705196e-12
3300.0,moving-reference-moisture,1004.0885685643335,-6.307871229475806e-06,6.307871229475806e-06,-6.307871224546269e-06,-4.9295369354421595e-15,7.552972193350832e-12
3600.0,moving-reference-moisture,1019.12854566628,-6.187074872496136e-06,6.187074872496136e-06,-6.187074865034482e-06,-7.461653839832376e-15,9.895156288057095e-12
3900.0,moving-reference-moisture,1035.9038954806126,-6.082514448553064e-06,6.082514448553064e-06,-6.082514440693307e-06,-7.859756783943055e-15,1.057073968706408e-11
4200.0,moving-reference-moisture,1053.968305257669,-5.983439574192844e-06,5.983439574192844e-06,-5.983439567562569e-06,-6.630274908476282e-15,1.0527941589519441e-11
4500.0,moving-reference-moisture,1072.9472408069657,-5.905280916937531e-06,5.905280916937531e-06,-5.905280912280494e-06,-4.657036271915084e-15,1.1466813906628899e-11
4800.0,moving-reference-moisture,1092.4232731585973,-5.842467845574913e-06,5.842467845574913e-06,-5.842467843558987e-06,-2.0159265560039732e-15,1.357455094829175e-11
5100.0,moving-reference-moisture,1111.9307367576737,-5.759567483400046e-06,5.759567483400046e-06,-5.759567481566276e-06,-1.833769579598094e-15,1.1842358757074799e-11
5400.0,moving-reference-moisture,1130.9529761475812,-5.69917903038221e-06,5.69917903038221e-06,-5.699179030597234e-06,2.1502439585818767e-16,7.261224267241846e-13
5700.0,moving-reference-moisture,1150.269271793424,-5.651474912694057e-06,5.651474912694057e-06,-5.651474913134165e-06,4.401081549979674e-16,9.82608917119342e-13
6000.0,moving-reference-moisture,1170.5016747857062,-5.601779634686532e-06,5.601779634686532e-06,-5.601779635101608e-06,4.1507579030776107e-16,9.490717889663803e-13
6300.0,moving-reference-moisture,1190.7941472245411,-5.544394871473064e-06,5.544394871473064e-06,-5.544394870667507e-06,-8.055571319590463e-16,1.1861362639914216e-11
6600.0,moving-reference-moisture,1210.1990647035411,-5.486671343968586e-06,5.486671343968586e-06,-5.486671341707401e-06,-2.261184945881456e-15,1.0728198273634738e-11
6900.0,moving-reference-moisture,1227.680472851135,-5.441384244926814e-06,5.441384244926814e-06,-5.44138424673471e-06,1.8078961111912643e-15,1.378163971969414e-11
7200.0,moving-reference-moisture,1242.130177514793,-5.379272043345224e-06,5.379272043345224e-06,-5.379272042560475e-06,-7.847489205767971e-16,1.0695877304252436e-11
7500.0,moving-reference-moisture,1253.7125606143777,-5.318736533521274e-06,5.318736533521274e-06,-5.3187365352557e-06,1.7344261674123208e-15,1.203060197800764e-11
7800.0,moving-reference-moisture,1263.700479839781,-5.2544111945727685e-06,5.2544111945727685e-06,-5.254411195390679e-06,8.17910260461803e-16,1.0321191687810097e-11
8100.0,moving-reference-moisture,1272.639205011921,-5.193328943289952e-06,5.193328943289952e-06,-5.193328943722949e-06,4.3299731340576755e-16,8.460909839586898e-13
8400.0,moving-reference-moisture,1281.10490560437,-5.149947359902533e-06,5.149947359902533e-06,-5.149947367406368e-06,7.503835233572693e-15,1.4849957700848187e-11
8700.0,moving-reference-moisture,1289.6996718727764,-5.093990651644551e-06,5.093990651644551e-06,-5.093990655493581e-06,3.849029520672578e-15,1.0117571644884247e-11
9000.0,moving-reference-moisture,1299.050544551691,-5.061785667461096e-06,5.061785667461096e-06,-5.061785677085651e-06,9.624555011745074e-15,1.7782594662538183e-11
9300.0,moving-reference-moisture,1309.0056834325628,-5.011631195684452e-06,5.011631195684452e-06,-5.011631200242231e-06,4.5577792570899306e-15,1.0135207169063966e-11
9600.0,moving-reference-moisture,1319.0375341624174,-4.955282748202009e-06,4.955282748202009e-06,-4.95528274869152e-06,4.895105046136272e-16,6.801758947808686e-12
9900.0,moving-reference-moisture,1329.2328031622692,-4.9190555529032376e-06,4.9190555529032376e-06,-4.919055557928664e-06,5.02542614726903e-15,1.1030254309506676e-11
10200.0,moving-reference-moisture,1339.6822206160532,-4.874033148921062e-06,4.874033148921062e-06,-4.874033151889084e-06,2.968022081903908e-15,8.232433164630233e-12
10500.0,moving-reference-moisture,1350.4807886755227,-4.8290709558049784e-06,4.8290709558049784e-06,-4.829070956699988e-06,8.950097404197312e-16,6.598868647030831e-12
10800.0,moving-reference-moisture,1361.7281326389625,-4.808542322308022e-06,4.808542322308022e-06,-4.808542332545204e-06,1.023718260227506e-14,1.9970980131917385e-11
11100.0,moving-reference-moisture,1373.7556912825164,-4.766637678078431e-06,4.766637678078431e-06,-4.766637679400842e-06,1.3224107071429896e-15,6.062013115949722e-12
11400.0,moving-reference-moisture,1386.5949295342753,-4.7373081897586666e-06,4.7373081897586666e-06,-4.737308194205293e-06,4.446626511553538e-15,1.0782020357004892e-11
11700.0,moving-reference-moisture,1399.8850850185918,-4.688659589842035e-06,4.688659589842035e-06,-4.688659583546827e-06,-6.295208156300268e-15,1.0109724785325132e-11
12000.0,moving-reference-moisture,1413.2444776697705,-4.667156583235298e-06,4.667156583235298e-06,-4.667156587938223e-06,4.702925128865533e-15,1.1813557351743439e-11
12300.0,moving-reference-moisture,1426.2691901783307,-4.619674081246102e-06,4.619674081246102e-06,-4.619674076338355e-06,-4.907747012874043e-15,8.45458540039557e-12
12600.0,moving-reference-moisture,1438.5333976579973,-4.596086888494194e-06,4.596086888494194e-06,-4.596086892472551e-06,3.978356205125259e-15,1.0735542896986851e-11
12900.0,moving-reference-moisture,1450.0237497580672,-4.563347519819107e-06,4.563347519819107e-06,-4.563347521277809e-06,1.4587016964879955e-15,6.279714504207241e-12
