kind,model,material,angle_deg,window,mask,q_um,status,diagnostic,relative_error,threshold,pass_recovery,runtime_s
synthetic,B,CAL,,W3,na,43.83350036924898,OK_CONDITIONAL,0.13794458879127072,0.09583750923122451,0.25,True,
synthetic,F,CAL,,W3,na,40.00359565363242,OK_CONDITIONAL,0.501441327061548,8.989134081058837e-05,0.25,True,
synthetic,P,CAL,,W3,na,40.00359565363242,OK_CONDITIONAL,0.1816679556783138,8.989134081058837e-05,0.25,True,
synthetic,B,CAL,,W3,na,3177.851684902404,OK_CONDITIONAL,0.7108878522729873,78.4462921225601,0.25,False,
synthetic,F,CAL,,W3,na,40.00359565363242,OK_CONDITIONAL,0.5006530567214703,8.989134081058837e-05,0.25,True,
synthetic,P,CAL,,W3,na,40.00359565363242,OK_CONDITIONAL,0.18389248333386646,8.989134081058837e-05,0.25,True,
synthetic,B,CAL,,W3,na,2031.2859634782437,OK_CONDITIONAL,0.8729226138253222,49.782149086956096,0.25,False,
synthetic,F,CAL,,W3,na,40.00359565363242,OK_CONDITIONAL,0.5046779741786783,8.989134081058837e-05,0.25,True,
synthetic,P,CAL,,W3,na,40.00359565363242,OK_CONDITIONAL,0.1914315332209091,8.989134081058837e-05,0.25,True,
observed,B,SiC,10,W1,raw,8.19504217681514,OK_CONDITIONAL,0.312687464815828,,,,0.0004963999963365495
observed,F,SiC,10,W1,raw,10.000901915395268,OK_CONDITIONAL,0.7262929927928813,,,,0.0003730999887920916
observed,P,SiC,10,W1,raw,8.56077203957835,OK_CONDITIONAL,7.52846311466855e-05,,,,0.051676000002771616
observed,B,SiC,10,W1,reasoned,8.19504217681514,OK_CONDITIONAL,0.312687464815828,,,,0.0003479000006336719
observed,F,SiC,10,W1,reasoned,10.000901915395268,OK_CONDITIONAL,0.7262929927928813,,,,0.00032160000409930944
observed,P,SiC,10,W1,reasoned,8.56077203957835,OK_CONDITIONAL,7.52846311466855e-05,,,,0.05072120000841096
observed,B,SiC,10,W2,raw,21.496391981625017,OK_CONDITIONAL,0.07943370639865786,,,,0.00040339998668059707
observed,F,SiC,10,W2,raw,20.83352227669277,OK_CONDITIONAL,0.641438776445791,,,,0.0004113999893888831
observed,P,SiC,10,W2,raw,19.958514341071673,OK_CONDITIONAL,0.002690548216728487,,,,0.057529999990947545
observed,B,SiC,10,W2,reasoned,21.496391981625017,OK_CONDITIONAL,0.07943370639865786,,,,0.00037009999505244195
observed,F,SiC,10,W2,reasoned,20.83352227669277,OK_CONDITIONAL,0.641438776445791,,,,0.00037560000782832503
observed,P,SiC,10,W2,reasoned,19.958514341071673,OK_CONDITIONAL,0.002690548216728487,,,,0.053963600017596036
observed,B,SiC,10,W3,raw,1446.3793102424775,OK_CONDITIONAL,0.9411006710111413,,,,0.0003493999829515815
observed,F,SiC,10,W3,raw,20.00179782681621,OK_CONDITIONAL,0.5130719815428617,,,,0.0003239999932702631
observed,P,SiC,10,W3,raw,19.761776252894418,OK_CONDITIONAL,0.00495229611793379,,,,0.04820520000066608
observed,B,SiC,10,W3,reasoned,1446.3793102424775,OK_CONDITIONAL,0.9411006710111413,,,,0.0003451000084169209
observed,F,SiC,10,W3,reasoned,20.00179782681621,OK_CONDITIONAL,0.5130719815428617,,,,0.00031740000122226775
observed,P,SiC,10,W3,reasoned,19.761776252894418,OK_CONDITIONAL,0.00495229611793379,,,,0.04826579999644309
observed,B,SiC,15,W1,raw,8.171142985271365,OK_CONDITIONAL,0.3122672987282537,,,,0.00042929998016916215
observed,F,SiC,15,W1,raw,10.000901915395268,OK_CONDITIONAL,0.7277498851658787,,,,0.00035940000088885427
observed,P,SiC,15,W1,raw,8.56077203957835,OK_CONDITIONAL,7.701766652941656e-05,,,,0.04740680000395514
observed,B,SiC,15,W1,reasoned,8.016579374682747,OK_CONDITIONAL,0.1811819468906044,,,,0.0003417999832890928
observed,F,SiC,15,W1,reasoned,10.0002043531535,OK_CONDITIONAL,0.7280938925171002,,,,0.0003397999971639365
observed,P,SiC,15,W1,reasoned,8.140166343466948,OK_CONDITIONAL,4.807498871559755e-05,,,,0.04334979999111965
observed,B,SiC,15,W2,raw,2918.329851755242,OK_CONDITIONAL,0.8464453569533193,,,,0.0004045999958179891
observed,F,SiC,15,W2,raw,20.83352227669277,OK_CONDITIONAL,0.7164551654537523,,,,0.0003529000096023083
observed,P,SiC,15,W2,raw,19.833513207411514,OK_CONDITIONAL,0.002370850945849526,,,,0.05666520001250319
observed,B,SiC,15,W2,reasoned,2918.329851755242,OK_CONDITIONAL,0.8464453569533193,,,,0.0003969999961555004
observed,F,SiC,15,W2,reasoned,20.83352227669277,OK_CONDITIONAL,0.7164551654537523,,,,0.00039850000757724047
observed,P,SiC,15,W2,reasoned,19.833513207411514,OK_CONDITIONAL,0.002370850945849526,,,,0.05533190001733601
observed,B,SiC,15,W3,raw,1114.747147921053,OK_CONDITIONAL,0.9696966441499301,,,,0.00034779999987222254
observed,F,SiC,15,W3,raw,20.00179782681621,OK_CONDITIONAL,0.5440296215712337,,,,0.0003142000059597194
observed,P,SiC,15,W3,raw,19.4917519822324,OK_CONDITIONAL,0.0030830247046217435,,,,0.0465144999907352
observed,B,SiC,15,W3,reasoned,1114.747147921053,OK_CONDITIONAL,0.9696966441499301,,,,0.0003352999920025468
observed,F,SiC,15,W3,reasoned,20.00179782681621,OK_CONDITIONAL,0.5440296215712337,,,,0.0003350999904796481
observed,P,SiC,15,W3,reasoned,19.4917519822324,OK_CONDITIONAL,0.0030830247046217435,,,,0.049646500003291294
observed,B,Si,10,W1,raw,13.157497005185823,OK_CONDITIONAL,0.11606168292716422,,,,0.0005281000048853457
observed,F,Si,10,W1,raw,15.001352873092902,OK_CONDITIONAL,0.8414652094007739,,,,0.00040309998439624906
observed,P,Si,10,W1,raw,13.246194586941034,OK_CONDITIONAL,0.0008730051573710826,,,,0.05677080000168644
observed,B,Si,10,W1,reasoned,13.157497005185823,OK_CONDITIONAL,0.11606168292716422,,,,0.00041909998981282115
observed,F,Si,10,W1,reasoned,15.001352873092902,OK_CONDITIONAL,0.8414652094007739,,,,0.0004181999829597771
observed,P,Si,10,W1,reasoned,13.246194586941034,OK_CONDITIONAL,0.0008730051573710826,,,,0.05755779999890365
observed,B,Si,10,W2,raw,11.652487054980325,OK_CONDITIONAL,0.08476903040774407,,,,0.0004143000114709139
observed,F,Si,10,W2,raw,12.500113366015661,OK_CONDITIONAL,0.7056845649470382,,,,0.0004865999799221754
observed,P,Si,10,W2,raw,11.712606223956675,OK_CONDITIONAL,0.0002968059200323581,,,,0.06459419999737293
observed,B,Si,10,W2,reasoned,11.652487054980325,OK_CONDITIONAL,0.08476903040774407,,,,0.0004177000082563609
observed,F,Si,10,W2,reasoned,12.500113366015661,OK_CONDITIONAL,0.7056845649470382,,,,0.00043909999658353627
observed,P,Si,10,W2,reasoned,11.712606223956675,OK_CONDITIONAL,0.0002968059200323581,,,,0.07234720000997186
observed,B,Si,10,W3,raw,396.9066509071488,OK_CONDITIONAL,0.9226619742654718,,,,0.001135800004703924
observed,F,Si,10,W3,raw,10.000898913408106,OK_CONDITIONAL,0.7532197436106567,,,,0.0004791000101249665
observed,P,Si,10,W3,raw,11.62104453738022,OK_CONDITIONAL,0.00042444830542835065,,,,0.06471720000263304
observed,B,Si,10,W3,reasoned,396.9066509071488,OK_CONDITIONAL,0.9226619742654718,,,,0.0013632000191137195
observed,F,Si,10,W3,reasoned,10.000898913408106,OK_CONDITIONAL,0.7532197436106567,,,,0.0005311999993864447
observed,P,Si,10,W3,reasoned,11.62104453738022,OK_CONDITIONAL,0.00042444830542835065,,,,0.06243369998992421
observed,B,Si,15,W1,raw,12.303782653023468,OK_CONDITIONAL,0.055432276891427434,,,,0.0005960999988019466
observed,F,Si,15,W1,raw,15.001352873092902,OK_CONDITIONAL,0.8468861557009744,,,,0.0004888999974355102
observed,P,Si,15,W1,raw,13.201190528321753,OK_CONDITIONAL,0.0008039081583997435,,,,0.05694099998800084
observed,B,Si,15,W1,reasoned,12.303782653023468,OK_CONDITIONAL,0.055432276891427434,,,,0.0004403999773785472
observed,F,Si,15,W1,reasoned,15.001352873092902,OK_CONDITIONAL,0.8468861557009744,,,,0.00042600001324899495
observed,P,Si,15,W1,reasoned,13.201190528321753,OK_CONDITIONAL,0.0008039081583997435,,,,0.05796969999209978
observed,B,Si,15,W2,raw,11.97163919522746,OK_CONDITIONAL,0.02333819866271092,,,,0.000658600009046495
observed,F,Si,15,W2,raw,12.500113366015661,OK_CONDITIONAL,0.7412869737435336,,,,0.000495800020871684
observed,P,Si,15,W2,raw,11.675105883858627,OK_CONDITIONAL,0.0003824860586929648,,,,0.06819779999204911
observed,B,Si,15,W2,reasoned,11.97163919522746,OK_CONDITIONAL,0.02333819866271092,,,,0.0004130000015720725
observed,F,Si,15,W2,reasoned,12.500113366015661,OK_CONDITIONAL,0.7412869737435336,,,,0.00044800000614486635
observed,P,Si,15,W2,reasoned,11.675105883858627,OK_CONDITIONAL,0.0003824860586929648,,,,0.06736600000294857
observed,B,Si,15,W3,raw,183.09463832099107,OK_CONDITIONAL,0.954336753374784,,,,0.00040779999108053744
observed,F,Si,15,W3,raw,10.000898913408106,OK_CONDITIONAL,0.7046765183798384,,,,0.00037540000630542636
observed,P,Si,15,W3,raw,11.54603779552966,OK_CONDITIONAL,0.0004450010671901809,,,,0.05700590001652017
observed,B,Si,15,W3,reasoned,183.09463832099107,OK_CONDITIONAL,0.954336753374784,,,,0.00041080001392401755
observed,F,Si,15,W3,reasoned,10.000898913408106,OK_CONDITIONAL,0.7046765183798384,,,,0.0003969999961555004
observed,P,Si,15,W3,reasoned,11.54603779552966,OK_CONDITIONAL,0.0004450010671901809,,,,0.06117380000068806
