time_s,old_radius_m,new_radius_m,dt_s,nr,nz,scenario,volume_old_m3,volume_new_m3,volume_change_m3,outer_area_m2,z0_area_m2,z1_area_m2,sensible_energy_old_J,sensible_energy_new_J,inventory_change_J,linear_storage_change_J,capacity_change_J,geometry_change_J,geometry_change_using_new_capacity_J,legacy_geometry_abs_K_J,decomposition_residual_J,convective_outer_W,convective_z0_W,convective_z1_W,convective_input_W,convective_input_recomputed_W,convective_recompute_difference_W,latent_outer_out_W,latent_z0_out_W,latent_z1_out_W,latent_out_W,net_boundary_power_W,internal_radial_face_abs_W,internal_axial_face_abs_W,internal_radial_domain_net_W,internal_axial_domain_net_W,linear_solver_relative_residual,linear_solver_cg_iterations,linear_balance_residual_J,linear_balance_relative,raw_inventory_residual_J,raw_inventory_relative,legacy_omitted_geometry_residual_J,legacy_omitted_geometry_relative,corrected_physical_residual_J,corrected_physical_relative,picard_calls
13800.0,0.014887967633928573,0.014874738624338624,75.0,12,12,nominal_proxy,8.704237202866994e-05,8.68877541768519e-05,-1.5461785181802745e-07,0.01168259239657264,0.0006951020334148154,0.0006951020334148154,3474.1820532395113,3471.4075186297896,-2.7745346097217407,5.139324165561122,-1.7424901260031358,-6.171368649279387,-6.1682678661753805,-133.34746390556344,-3.4017233474514796e-13,10.28995566120551,0.0,0.49982562489041676,10.789781286095927,10.789781286095927,0.0,10.22728171072751,0.0,0.4939752388021547,10.721256949529664,0.06852433656626289,0.6925114250211868,0.18456157760353237,0.0,0.0,4.518488448366395e-11,2,-1.0769085942996526e-06,2.0954279861496783e-07,-7.913859852191457,1.5398635966437553,-133.34746498247202,0.16478241334302487,-1.0769089344719873e-06,2.0954286480504507e-07,8
13875.0,0.014874738624338624,0.01486156417824074,75.0,12,12,nominal_proxy,8.68877541768519e-05,8.67339106522603e-05,-1.5384352459160874e-07,0.011672245210803586,0.0006938712852180824,0.0006938712852180824,3471.4075186301848,3471.982856757005,0.5753381268200428,8.46195887145588,-1.7401439134720746,-6.146476831163688,-6.14339026593295,-132.6230129968362,-7.549516567451064e-14,10.323240693476494,0.0,0.5009720579879792,10.824212751464474,10.824212751464474,0.0,10.21861500172832,0.0,0.49277163635064025,10.711386638078961,0.11282611338551263,0.7528511263245041,0.18507042098003526,0.0,0.0,3.163715507801219e-11,1,3.6754243382119967e-07,4.343467504445149e-08,-7.886620377093404,0.9320088692760709,-132.62301262929375,0.16336586093228858,3.67542358326034e-07,4.343466800930951e-08,9
13950.0,0.01486156417824074,0.014848433928571428,75.0,12,12,nominal_proxy,8.67339106522603e-05,8.658071886112e-05,-1.5319179114028983e-07,0.01166193273682836,0.0006926457508889599,0.0006926457508889599,3471.9828567571176,3473.989170225369,2.006313468251392,9.877693526233106,-1.7390695391171294,-6.132310518863436,-6.129233492233036,-132.01074531071544,-1.148414696672262e-12,10.329009071710978,0.0,0.5005350311789667,10.829544102889944,10.829544102889944,0.0,10.206340902274125,0.0,0.4915006256197684,10.697841527893893,0.13170257499605142,0.8041968964970716,0.18566028656066108,0.0,0.0,3.523662743485177e-11,1,4.0152924896119657e-07,4.065010195900674e-08,-7.871379656452465,0.7968844098594586,-132.0107449091862,0.16253161247906167,4.015281005464999e-07,4.064998734798598e-08,9
14025.0,0.014848433928571428,0.014835337508267198,75.0,12,12,nominal_proxy,8.658071886112e-05,8.642805664270281e-05,-1.5266221841719172e-07,0.011651646832374334,0.0006914244531416225,0.0006914244531416225,3473.9891702255127,3476.0484851702854,2.059314944772723,9.92366910927627,-1.738892278069024,-6.125461886434736,-6.122390393645582,-131.50674759909293,2.1227464230832993e-13,10.316088488942917,0.0,0.49905712721507145,10.815145616157988,10.815145616157988,0.0,10.192707767979856,0.0,0.4901222616318324,10.682830029611688,0.1323155865462997,0.8257636369541452,0.18615307917118362,0.0,0.0,3.2316797272984915e-11,1,1.1830379165189697e-07,1.1921376090755693e-08,-7.864354046199756,0.792484518916736,-131.50674748078913,0.16212664738644061,1.1830400392653928e-07,1.1921397623616824e-08,9
14100.0,0.014835337508267198,0.01482226455026455,75.0,12,12,nominal_proxy,8.642805664270281e-05,8.627580226615066e-05,-1.522543765521559e-07,0.01164137935516888,0.0006902064181292053,0.0006902064181292053,3476.048485170601,3477.3868818884243,1.3383967178233434,9.20030397584651,-1.7383911738577877,-6.1235160841651215,-6.120448275377172,-131.10810982592213,-2.566835632933362e-13,10.290981787165183,0.0,0.4969292465927017,10.787911033757885,10.787911033757885,0.0,10.176671171486763,0.0,0.4885691383667987,10.665240309853562,0.12267072390432254,0.8216721092204854,0.18649007918249794,0.0,0.0,2.9029544016558848e-11,1,-3.169776814360148e-07,3.44529562661577e-08,-7.861907575000847,0.8545269074559598,-131.10811014289982,0.16204324727636582,-3.169779381195781e-07,3.445298416562223e-08,9
14175.0,0.01482226455026455,0.014809204687499999,75.0,12,12,nominal_proxy,8.627580226615066e-05,8.61238344281435e-05,-1.519678380071532e-07,0.011631122162939381,0.0006889906754251481,0.0006889906754251481,3477.3868818885758,3476.6349015116766,-0.7519803768991551,7.109893793116729,-1.736738819494287,-6.125135350522111,-6.122070827845734,-130.8130126383364,5.133671265866724e-13,10.243275195000201,0.0,0.49359602040817424,10.736871215408376,10.736871215408376,0.0,10.155400253311084,0.0,0.48667236879414993,10.642072622105234,0.09479859330314255,0.776219733744736,0.18653442031440917,0.0,0.0,2.4947166370267285e-11,1,-7.046189622883503e-07,9.910399690357605e-08,-7.861874874634847,1.1057653354966999,-130.81301334295537,0.16244709247665737,-7.046184489212237e-07,9.910392469897065e-08,9
14250.0,0.014809204687499999,0.014796147552910054,75.0,12,12,nominal_proxy,8.61238344281435e-05,8.597203225141085e-05,-1.5180217673265245e-07,0.011620867113413204,0.0006877762580112868,0.0006877762580112868,3476.634901511605,3474.858406258584,-1.7764952530210394,6.08586967159952,-1.7344358878040762,-6.127929036816144,-6.124866515944216,-130.61853538861712,-3.3928415632544784e-13,10.211590025290064,0.0,0.4911864596983322,10.702776484988396,10.702776484988396,0.0,10.136779919948859,0.0,0.4848516226452643,10.621631542594123,0.08114494239427295,0.740224059162744,0.18651636739577807,0.0,0.0,4.376320203389669e-11,2,-1.0079709511501278e-06,1.656247732200035e-07,-7.86236593259151,1.2919048639966206,-130.61853639658807,0.1627223074059861,-1.0079712904342841e-06,1.6562482896948851e-07,8
14325.0,0.014796147552910054,0.014783082779431217,75.0,12,12,nominal_proxy,8.597203225141085e-05,8.58202752840875e-05,-1.5175696732336074e-07,0.011610606064317722,0.0006865622022727,0.0006865622022727,3474.8584062589025,3470.9179043849153,-3.9405018739871593,3.924501453237311,-1.7312181903345105,-6.133785136890017,-6.130723804105072,-130.52608068761273,5.684341886080802e-14,10.16182673251272,0.0,0.48780739387374866,10.649634126386468,10.649634126386468,0.0,10.11450069781952,0.0,0.4828067338329469,10.597307431652467,0.05232669473400087,0.6854071753902462,0.18628123297108462,0.0,0.0,3.180308035778474e-11,1,-6.518127539933971e-07,1.6608801232509007e-07,-7.865003979037224,1.995939662142349,-130.52608133942547,0.16341854851898632,-6.518126962617998e-07,1.6541362423012105e-07,9
14400.0,0.014783082779431217,0.01477,75.0,12,12,nominal_proxy,8.58202752840875e-05,8.56684434999136e-05,-1.5183178417389636e-07,0.011600330873380311,0.0006853475479993088,0.0006853475479993088,3470.917904384967,3472.9980692037325,2.0801648187652972,9.948877135371486,-1.7280228769663064,-6.140689439638809,-6.137626832384792,-130.53308783898416,-1.0729195309977513e-12,10.233534159102323,0.0,0.49109608697424345,10.724630246076567,10.724630246076567,0.0,10.110059514580124,0.0,0.48191904234981464,10.591978556929938,0.13265168914662873,0.7910133264837824,0.18697137882582734,0.0,0.0,4.869586014052727e-11,1,4.4937433152369977e-07,4.516834667964973e-08,-7.868711867231857,0.7909146042896392,-130.53308738960982,0.16228449142398266,4.4937325860416877e-07,4.5168240876545655e-08,9
14475.0,0.01477,0.014756887408592892,75.0,12,12,nominal_proxy,8.56684434999136e-05,8.551640062168478e-05,-1.520428782288204e-07,0.011590032268171789,0.0006841312049734782,0.0006841312049734782,3472.9980692038507,3472.015827651918,-0.9822415519329297,6.908599779830514,-1.7270241669819233,-6.163817164781567,-6.160746622485471,-130.66797229077096,4.707345624410664e-14,10.174310593280307,0.0,0.48710332413956997,10.661413917419877,10.661413917419877,0.0,10.089151326636536,0.0,0.48014792871455775,10.569299255351094,0.0921146620687825,0.751868287750896,0.18707546551863033,0.0,0.0,1.6906328241364585e-11,1,1.2467182664011034e-07,1.8045889270368022e-08,-7.890841207091617,1.1421766495326566,-130.66797216609913,0.16341543836269642,1.2467187371356658e-07,1.8045896409770024e-08,9
14550.0,0.014756887408592892,0.014743747441848856,75.0,12,12,nominal_proxy,8.551640062168478e-05,8.536417578604186e-05,-1.5222483564292407e-07,0.011579712162423915,0.0006829134062883348,0.0006829134062883348,3472.0158276519196,3471.047231264701,-0.9685963872184402,6.936590107471263,-1.7247692311980611,-6.180417263491855,-6.1773415855470555,-130.7723998461085,2.1316282072803006e-13,10.158520844264478,0.0,0.4855659452882201,10.644086789552698,10.644086789552698,0.0,10.073044916965454,0.0,0.4785540121667134,10.551598929132167,0.09248786042053148,0.7457025336823204,0.18722948316578436,0.0,0.0,4.3462572655382046e-11,1,5.759314021247519e-07,8.302802864254984e-08,-7.905185918758301,1.1396358228801555,-130.7723992701771,0.16381226729383908,5.759316152875726e-07,8.30280662664093e-08,8
14625.0,0.014743747441848856,0.014730591096698114,75.0,12,12,nominal_proxy,8.536417578604186e-05,8.521189706814218e-05,-1.5227871789968853e-07,0.011569379193105502,0.0006816951765451374,0.0006816951765451374,3471.0472312639595,3470.037263549128,-1.0099677148314186,6.904499409034589,-1.7225649906928533,-6.191902133172879,-6.188823807289911,-130.7668761518873,-2.753353101070388e-13,10.142354726444447,0.0,0.4840062204251449,10.626360946869593,10.626360946869593,0.0,10.057307942134006,0.0,0.47699301563355384,10.53430095776756,0.09205998910203306,0.7426975817066054,0.1873943838881174,0.0,0.0,2.3889488848082015e-11,1,2.2638210950276516e-07,3.2787620954321826e-08,-7.914466897483898,1.1462767520298875,-130.7668759255052,0.1640785923225237,2.2638183416745505e-07,3.2787582151684266e-08,9
14700.0,0.014730591096698114,0.01471742937007088,75.0,12,12,nominal_proxy,8.521189706814218e-05,8.50596920896291e-05,-1.5220497851306464e-07,0.011559041997185335,0.0006804775367170328,0.0006804775367170328,3470.037263549234,3468.9731144858342,-1.0641490633997819,6.854390164610267,-1.7203795189767295,-6.1981597090332174,-6.195081278800432,-130.6518136808833,-1.021405182655144e-13,10.126148561012357,0.0,0.4824446090310842,10.608593170043441,10.608593170043441,0.0,10.041751293316743,0.0,0.4754500105283246,10.517201303845068,0.09139186619837325,0.7402933404327159,0.18756054916231601,0.0,0.0,2.3746185094042054e-11,1,1.9973227338709876e-07,2.913932072590958e-08,-7.918539028277776,1.155250732574671,-130.651813481151,0.1642087835612181,1.997321712465805e-07,2.9139306673534976e-08,9
