time_s,radius_m,max_C,min_C,mean_C,center_C,surface_C,center_T_C,surface_T_C
0.0,0.02,2.55,2.55,2.5499999999999994,2.5499999999999994,2.4798613470969655,28.0,28.0
600.0,0.02,2.5499981521491426,1.6525327476208198,2.4424258589696923,2.5499981521491426,1.9777137644184875,33.20199999999994,33.202
1200.0,0.02,2.549837371107386,1.4000269754500112,2.347327708917707,2.549837371107386,1.822925344338264,37.882000000000005,37.882000000000005
1800.0,0.02,2.5478284906854083,1.2577024539929547,2.2587026926639657,2.5478284906854083,1.7272884660906198,41.51299999999992,41.51299999999998
2400.0,0.02,2.5389016081899194,1.1571843202816934,2.174804695634974,2.5389016081899194,1.6537337038059348,44.101999999999975,44.101999999999975
3000.0,0.02,2.5169977018889824,1.077968739571282,2.0947394013479457,2.5169977018889824,1.591362413337359,45.930000000000064,45.930000000000064
3600.0,0.02,2.479851767341325,1.0096285449053652,2.0181349621971445,2.479851767341325,1.5346422183417707,47.485000000000014,47.48499999999996
4200.0,0.02,2.42955756208319,0.9465612243060162,1.9447482006311347,2.42955756208319,1.4794211744320636,48.166,48.166
4800.0,0.02,2.3697685462827613,0.8902235293278635,1.8743913622413297,2.3697685462827613,1.4282136983592768,48.97899999999993,48.978999999999985
5400.0,0.02,2.3044913507758595,0.8361239316834046,1.8069037745943057,2.3044913507758595,1.3770301084457999,49.11599999999993,49.11599999999993
6000.0,0.02,2.236467299681694,0.7873771666248087,1.7421767396677024,2.236467299681694,1.329570701801424,49.74300000000011,49.74300000000005
6600.0,0.02,2.167789865000268,0.7404103739384972,1.6800478675808002,2.167789865000268,1.2820878051448916,49.68299999999999,49.68299999999999
7200.0,0.02,2.0996562988925898,0.6972543291882944,1.6204325787060823,2.0996562988925898,1.2371559953542763,49.851999999999975,49.85200000000003
7800.0,0.02,2.0332567091905838,0.6552884957674311,1.5632497092014719,2.0332567091905838,1.1923264784458376,49.71399999999994,49.71399999999994
8400.0,0.02,1.9680048180924115,0.6183677696344787,1.508320126334733,1.9680048180924115,1.1513886605569323,49.91500000000002,49.91500000000008
9000.0,0.02,1.9048545487055248,0.5827617225499916,1.4555896721866721,1.9048545487055248,1.1111678881361584,50.16300000000007,50.16300000000007
9600.0,0.02,1.8441421333672359,0.5481108943293249,1.4050050884011793,1.8441421333672359,1.0708793999497304,49.803999999999974,49.803999999999974
10200.0,0.02,1.7854260806919173,0.5163655289061354,1.3564423769768208,1.7854260806919173,1.0331668621142267,49.89500000000004,49.895000000000095
10800.0,0.02,1.7287784429025774,0.4869245676338428,1.309820246273838,1.7287784429025774,0.9974494617394879,50.19500000000005,50.19500000000005
