seed,noise,D_hat,D_relative_error,field_rmse,baseline_rmse,pde_residual_l2
20260911,0.0,0.18,0.0,0.0005762689104112019,0.08125180588848238,0.034789837576657254
20260912,0.0,0.18,0.0,0.0015069234122530284,0.19400187401455887,0.06716780920468611
20260913,0.0,0.18,0.0,0.0005386814716865994,0.12644266343373628,0.02704969826217184
20260911,0.003,0.1725,0.041666666666666706,0.006264673145102101,1.9857548834606409,0.336288234824114
20260912,0.003,0.18,0.0,0.0034389986772778965,1.4503784478583326,0.12228174455244514
20260913,0.003,0.1825,0.013888888888888902,0.003581650613034869,1.002655347574489,0.1458147391119479
20260911,0.01,0.185,0.027777777777777804,0.009340609700668292,6.4867713384543,0.3120846629916611
20260912,0.01,0.1775,0.013888888888888902,0.007464722501417038,5.26466801254031,0.1641160835012681
20260913,0.01,0.19,0.05555555555555561,0.007894237593864728,3.625326410598179,0.2320126604928145
