time_s,center_T_C,surface_T_C,center_C,surface_C,mean_C
0.0,28.0,28.0,2.55,2.1971910620672395,2.55
300.0,28.042559636040266,28.855306758203653,2.54999999997837,1.9946995067596025,2.4985786361509064
600.0,28.457435770140137,30.169825377285235,2.5499999860886855,1.8514891692608166,2.4513722169284375
900.0,29.32934530568201,31.734011344048326,2.5499995355651692,1.7410395373766987,2.407310223652421
1200.0,30.54761937049966,33.431534722825745,2.5499952421327547,1.650995521256356,2.365764022927011
1500.0,32.00025430941446,35.121429030919955,2.5499741498757635,1.5748246960392973,2.3263246455132616
1800.0,33.57874014070029,36.787865794478535,2.549905167432737,1.5087649509368455,2.288699287308923
