time_s,method,rho_d_kg_m3,net_inventory_rate_kg_s,local_positive_loss_rate_kg_s,boundary_net_rate_kg_s,water_balance_residual_kg_s,solver_relative_residual
75.0,fixed-domain-moisture,650.0,-1.8891409524100015e-05,1.8891409524100015e-05,-1.8891409523325383e-05,-7.746319590547918e-16,2.779302080024264e-12
150.0,fixed-domain-moisture,650.0,-1.718284822120721e-05,1.718284822120721e-05,-1.7182848207025165e-05,-1.418204543059999e-14,2.7108056270907835e-11
225.0,fixed-domain-moisture,650.0,-1.586663166294319e-05,1.586663166294319e-05,-1.5866631664485478e-05,1.5422877547559971e-15,8.70318363185957e-12
300.0,fixed-domain-moisture,650.0,-1.4818271520622844e-05,1.4818271520622844e-05,-1.481827152207025e-05,1.4474065121363594e-15,3.532818524671939e-12
375.0,fixed-domain-moisture,650.0,-1.3951395423574093e-05,1.3951395423574093e-05,-1.3951395424756118e-05,1.182024313498009e-15,1.7267401332726735e-12
450.0,fixed-domain-moisture,650.0,-1.3220400739695756e-05,1.3220400739695756e-05,-1.3220400740688855e-05,9.93098696810621e-16,8.830815936876858e-13
525.0,fixed-domain-moisture,650.0,-1.2596302379871673e-05,1.2596302379871673e-05,-1.2596302380549271e-05,6.775975586832336e-16,5.424743689768562e-13
600.0,fixed-domain-moisture,650.0,-1.2057120422358256e-05,1.2057120422358256e-05,-1.2057120492830425e-05,7.047216881773434e-14,3.8100688217120473e-11
675.0,fixed-domain-moisture,650.0,-1.159129726649262e-05,1.159129726649262e-05,-1.159129731378852e-05,4.729589895451688e-14,2.6258414304983483e-11
750.0,fixed-domain-moisture,650.0,-1.1178030677514045e-05,1.1178030677514045e-05,-1.1178030710810267e-05,3.329622141152663e-14,1.8933118751086513e-11
825.0,fixed-domain-moisture,650.0,-1.0809704724307267e-05,1.0809704724307267e-05,-1.0809704747512375e-05,2.3205107946939682e-14,1.354240846578987e-11
900.0,fixed-domain-moisture,650.0,-1.0480119165086268e-05,1.0480119165086268e-05,-1.0480119170786566e-05,5.700297953927999e-15,4.879630971184718e-12
975.0,fixed-domain-moisture,650.0,-1.0189779946247725e-05,1.0189779946247725e-05,-1.0189779951723849e-05,5.4761239081735705e-15,4.462962260866605e-12
1050.0,fixed-domain-moisture,650.0,-9.927296729203042e-06,9.927296729203042e-06,-9.927296733993771e-06,4.790728564177914e-15,3.757758238260594e-12
1125.0,fixed-domain-moisture,650.0,-9.69340437279902e-06,9.69340437279902e-06,-9.693404373733612e-06,9.345924370778719e-16,1.3638115907987467e-12
1200.0,fixed-domain-moisture,650.0,-9.481024428113029e-06,9.481024428113029e-06,-9.48102442768092e-06,-4.321087758440978e-16,7.564840745458588e-13
1275.0,fixed-domain-moisture,650.0,-9.28804759762233e-06,9.28804759762233e-06,-9.288047597047656e-06,-5.746745852623636e-16,7.102950183446853e-13
1350.0,fixed-domain-moisture,650.0,-9.116367839984403e-06,9.116367839984403e-06,-9.116367839481883e-06,-5.025192366175588e-16,7.169802512667048e-13
1425.0,fixed-domain-moisture,650.0,-8.958500219325264e-06,8.958500219325264e-06,-8.958500218894814e-06,-4.3045028533337387e-16,7.911338976759819e-13
1500.0,fixed-domain-moisture,650.0,-8.809860004864089e-06,8.809860004864089e-06,-8.809860004581358e-06,-2.827311274640129e-16,8.200439157117396e-13
1575.0,fixed-domain-moisture,650.0,-8.678511698111877e-06,8.678511698111877e-06,-8.678511698966437e-06,8.545596820236021e-16,1.0606099411598382e-12
1650.0,fixed-domain-moisture,650.0,-8.556064766259808e-06,8.556064766259808e-06,-8.55606476792741e-06,1.6676011971045873e-15,1.2054411283596187e-12
1725.0,fixed-domain-moisture,650.0,-8.449053095645724e-06,8.449053095645724e-06,-8.449053099264255e-06,3.618531526933949e-15,1.884309514090006e-12
1800.0,fixed-domain-moisture,650.0,-8.350958869642883e-06,8.350958869642883e-06,-8.350958874597546e-06,4.954663320789511e-15,2.417654886534553e-12
1875.0,fixed-domain-moisture,650.0,-8.26075371870883e-06,8.26075371870883e-06,-8.260753724950841e-06,6.242011099080909e-15,2.9521638661639594e-12
1950.0,fixed-domain-moisture,650.0,-8.173020196068258e-06,8.173020196068258e-06,-8.173020202580365e-06,6.512106189037782e-15,3.0549061688712873e-12
2025.0,fixed-domain-moisture,650.0,-8.096064530295473e-06,8.096064530295473e-06,-8.096064538608051e-06,8.312578056446362e-15,3.848841979886951e-12
2100.0,fixed-domain-moisture,650.0,-8.022978768783116e-06,8.022978768783116e-06,-8.022978777737286e-06,8.95416993860771e-15,4.137688698997483e-12
2175.0,fixed-domain-moisture,650.0,-7.955984880397839e-06,7.955984880397839e-06,-7.955984890940524e-06,1.0542685363493058e-14,4.853676502067292e-12
2250.0,fixed-domain-moisture,650.0,-7.895328111487515e-06,7.895328111487515e-06,-7.895328123787457e-06,1.2299941609932724e-14,5.649509870510314e-12
2325.0,fixed-domain-moisture,650.0,-7.842306815106047e-06,7.842306815106047e-06,-7.84230682905332e-06,1.3947273308609516e-14,6.418169417633238e-12
2400.0,fixed-domain-moisture,650.0,-7.790233102944436e-06,7.790233102944436e-06,-7.790233117304243e-06,1.4359807153042567e-14,6.620582625453641e-12
2475.0,fixed-domain-moisture,650.0,-7.744772709150214e-06,7.744772709150214e-06,-7.744772725874174e-06,1.672395911805815e-14,7.746800361496581e-12
2550.0,fixed-domain-moisture,650.0,-7.698701025913763e-06,7.698701025913763e-06,-7.698701042002101e-06,1.6088338818174945e-14,7.456163169842702e-12
2625.0,fixed-domain-moisture,650.0,-7.65834201371204e-06,7.65834201371204e-06,-7.658342031653051e-06,1.7941011632056914e-14,8.352796876884827e-12
