time_s,radius_m,max_C,min_C,mean_C,center_C,surface_C,center_T_C,surface_T_C
0.0,0.02,2.55,2.55,2.5499999999999994,2.5499999999999994,2.2130815892114013,28.0,28.0
3600.0,0.01794,2.5499382891234097,0.534770520047971,2.144068946361645,2.5499382891234097,1.0491377130876216,47.485000000000014,47.48500000000007
7200.0,0.01625,2.5319070090312246,0.32644640272629566,1.8350698134256058,2.5319070090312246,0.8299767918160442,49.851999999999975,49.85199999999992
10800.0,0.01552,2.4156194188589875,0.21853536651050018,1.5780011495677833,2.4156194188589875,0.6758386051515514,50.19499999999999,50.19499999999999
14400.0,0.01477,2.19977393217516,0.1589410989227019,1.3604969988213222,2.19977393217516,0.5682350912426221,50.16500000000002,50.16500000000002
18000.0,0.01424,1.943955413626437,0.1237012182163271,1.1735271833127392,1.943955413626437,0.48314469741022126,49.998934426229425,49.998934426229425
21600.0,0.01374,1.6906897555981342,0.1025997089602972,1.0125429232143899,1.6906897555981342,0.41422985434292786,49.99893442622948,49.998934426229425
25200.0,0.01337,1.4599714598751672,0.0892930365274699,0.8744677557734786,1.4599714598751672,0.3547678420507156,49.99893442622948,49.99893442622948
28800.0,0.01311,1.2590529122533798,0.08055106984028144,0.7572187532390281,1.2590529122533798,0.30312856109348013,49.99893442622948,49.998934426229425
32400.0,0.01291,1.089325136976276,0.07457361186568426,0.6591162734865131,1.089325136976276,0.2588631686132465,49.99893442622948,49.99893442622948
36000.0,0.012729999999999998,0.9474330160812371,0.07034628824101928,0.5775699236866177,0.9474330160812371,0.22175685840302442,49.998934426229425,49.99893442622948
39600.0,0.0126,0.8294878494576295,0.0672422408613586,0.5100891626598978,0.8294878494576295,0.19081121420368155,49.998934426229425,49.998934426229425
43200.0,0.01248,0.7316532333759802,0.0648918511637149,0.4543637505842637,0.7316532333759802,0.16550291338989156,49.998934426229425,49.99893442622948
46800.0,0.0124,0.6506721344043865,0.06305862885469643,0.40840463553528505,0.6506721344043865,0.14484068237179556,49.99893442622948,49.99893442622948
50400.0,0.01233,0.5834936695428141,0.06159583916972253,0.37039727914141385,0.5834936695428141,0.12824445298143647,49.99893442622948,49.99893442622948
54000.0,0.01226,0.5275108702932164,0.0604036059247941,0.338784894510712,0.5275108702932164,0.1149956123216336,49.99893442622954,49.99893442622948
57600.0,0.01221,0.4806322660573544,0.059413382224459466,0.312317017718605,0.4806322660573544,0.10435376762172546,49.99893442622948,49.99893442622948
61200.0,0.01218,0.44122354326102625,0.058578525605130174,0.29002862268607016,0.44122354326102625,0.0957885341032543,49.99893442622954,49.99893442622948
64800.0,0.01214,0.4078742528147931,0.05786607272604144,0.2711094896490856,0.4078742528147931,0.08894417933709525,49.99893442622954,49.99893442622948
68400.0,0.012119999999999999,0.3794423829679989,0.057250852182323196,0.25490885663173873,0.3794423829679989,0.08336882787172627,49.99893442622948,49.998934426229425
72000.0,0.0121,0.35505123857600235,0.056714743645630505,0.24093651781158382,0.35505123857600235,0.07883361010743703,49.99893442622948,49.99893442622948
