time_s,radius_m,max_C,min_C,mean_C,center_C,surface_C,center_T_C,surface_T_C
0.0,0.02,2.5500000000000003,2.55,2.55,2.5500000000000003,2.442008549036607,28.000000000000057,28.000000000000057
3600.0,0.02,2.5499958761483477,0.6144894965819685,2.215990546057104,2.5499956755746225,0.8815616806094446,-2.4330081025206027,1.0580645913223066
7200.0,0.02,2.548555121284366,0.4340638442303977,1.9732797750581954,2.548555121284366,0.8009961043740147,8.073848127033102,10.18344519898318
10800.0,0.02,2.520236335762875,0.3437033869852328,1.7573847648606475,2.520236335762875,0.727376835467767,13.42005379160372,14.990339628537583
14400.0,0.02,2.414037281036144,0.2816073197190293,1.5642816034496312,2.414037281036144,0.6649859318793871,17.145462180602124,18.439209002653683
18000.0,0.02,2.2307637827937947,0.23558964656101947,1.3904681412533397,2.2307637827937947,0.610808832447165,20.123660504530278,21.240394096438536
21600.0,0.02,2.0090223098014115,0.1995322715831249,1.2335725123675183,2.0090223098014115,0.5622071939282384,22.754873731948578,23.76943371629386
25200.0,0.02,1.781725705964196,0.17013514852232423,1.0921291991498538,1.781725705964196,0.5164675125329905,25.180749366024486,26.118040222328545
28800.0,0.02,1.567001405923071,0.14611942832354913,0.9652307079468583,1.567001405923071,0.47234987612275176,27.4937809740764,28.366548649274876
32400.0,0.02,1.3726167020024866,0.12696814310263607,0.852187051058499,1.3726167020024866,0.4294657662588086,29.733741166134223,30.546405690475694
36000.0,0.02,1.2008669135531087,0.11218329421110997,0.7523296338200177,1.2008669135531087,0.3879396790197318,31.905009583880997,32.65760078464592
39600.0,0.02,1.0514549437856529,0.10103765766138326,0.6649145586561894,1.0514549437856529,0.34815013757082824,33.99262325372479,34.68354444597395
43200.0,0.02,0.9229102491498266,0.0927131357234917,0.5890914210613767,0.9229102491498266,0.3105544883994188,35.97385294090799,36.601531671488544
46800.0,0.02,0.8132554400809598,0.08648112365082972,0.5239099586753053,0.8132554400809598,0.2755815816985935,37.82553342241465,38.38928038594253
50400.0,0.02,0.7203334797689767,0.08176870298510888,0.46834656921753537,0.7203334797689767,0.24357326385711886,39.5282117933657,40.02857427855412
54000.0,0.02,0.6419852828838929,0.07815130653413338,0.4213388098290514,0.6419852828838929,0.21476012001698008,41.06806393734183,41.50687256493404
57600.0,0.02,0.5761543520560557,0.07532403545802828,0.3818200990491926,0.5761543520560557,0.1892589461469557,42.43734526858486,42.8175982805173
61200.0,0.02,0.5209484157702621,0.0730716534137139,0.3487509120485878,0.5209484157702621,0.16707938337279787,43.63409427363604,43.95978855826979
64800.0,0.02,0.4746717450486406,0.07124310914601732,0.32114601338341286,0.4746717450486406,0.14812927754608143,44.661729497411784,44.93769859818843
68400.0,0.02,0.4358367362484987,0.06973205767058002,0.2980984325893556,0.4358367362484987,0.13221640280257,45.52884774385376,45.76059279312324
72000.0,0.02,0.4031614612050728,0.06846292191451839,0.2787995785471662,0.4031614612050728,0.11905553658441816,46.248952539278264,46.442394411365115
75600.0,0.02,0.37555845544178745,0.06738128566797769,0.262552620530679,0.37555845544178745,0.10829267710555773,46.839493722765496,47.00060952991515
79200.0,0.02,0.35211836267824653,0.06644738242029417,0.248776035679186,0.35211836267824653,0.09954567400491995,47.32000193279242,47.454421845698846
82800.0,0.02,0.3320905565836085,0.06563169792942626,0.2369970595817328,0.3320905565836085,0.09244623755989785,47.70988854602723,47.82258776935748
86400.0,0.02,0.3148621343745794,0.06491198686801541,0.226838120794324,0.3148621343745794,0.08666870100446818,48.02672963843116,48.12188857234179
90000.0,0.02,0.2999366324276293,0.06427123024571471,0.2180004974087332,0.2999366324276293,0.08194152839957018,48.28541244759634,48.36642708949188
93600.0,0.02,0.2869138068454979,0.06369622063183313,0.21024850060898867,0.2869138068454979,0.07804661084850595,48.49801306823639,48.56758733180271
97200.0,0.02,0.2754715166458457,0.06317656974889656,0.20339578955554352,0.2754715166458457,0.07481231551243082,48.674080796707244,48.73434809976749
100800.0,0.02,0.26535023718820777,0.06270400305608279,0.19729429760771092,0.26535023718820777,0.07210487120165575,48.82107196366928,48.8737122448328
104400.0,0.02,0.2563402739663623,0.062271851714143275,0.19182557448083684,0.2563402739663623,0.06982028033305072,48.944782534561966,48.991121979577315
108000.0,0.02,0.2482714566194683,0.06187468194969477,0.18689413676114855,0.2482714566194683,0.06787754216131618,49.04972087181437,49.0908118642065
111600.0,0.02,0.2410049578442612,0.06150802124753216,0.182422398404121,0.2410049578442612,0.06621328432190178,49.13940718528403,49.17609044655103
115200.0,0.02,0.23442685658043888,0.06116815361611616,0.17834680973515626,0.23442685658043888,0.06477762784537991,49.21660564004361,49.24955785240434
118800.0,0.02,0.2284430940356514,0.060851964722508325,0.17461490913579544,0.2284430940356514,0.06353104562935342,49.28350123673977,49.31327129341497
122400.0,0.02,0.2229755244524703,0.0605568234497604,0.17118306045310577,0.2229755244524703,0.06244198804384576,49.341833554309744,49.36887017838154
126000.0,0.02,0.21795881915098203,0.06028049035425476,0.16801470612887226,0.21795881915098203,0.06148508320004967,49.39299784755087,49.41767073783035
129600.0,0.02,0.21333803011609823,0.06002104621359385,0.16507900918776588,0.21333803011609823,0.060639798179181664,49.438121120304345,49.46073691784625
133200.0,0.02,0.20906666776785165,0.059776835741229016,0.1623497864896441,0.20906666776785165,0.05988937645420158,49.47812005911203,49.49893521605941
136800.0,0.02,0.20510517402643486,0.05954642280633076,0.15980467343009958,0.20510517402643486,0.05922005567893171,49.51374636993876,49.532976614481186
140400.0,0.02,0.20141970458788885,0.059328554558060284,0.1574244560699872,0.20141970458788885,0.05862046413662927,49.54561976188256,49.56344778629125
144000.0,0.02,0.19798115227697885,0.05912213243754576,0.15519253736614377,0.19798115227697885,0.058081143569324985,49.57425463071729,49.59083607314136
147600.0,0.02,0.19476435930934227,0.0589261885784928,0.1530945074393739,0.19476435930934227,0.05759417988916398,49.60008054382553,49.615548771134456
151200.0,0.02,0.1917474782978019,0.0587398664598969,0.15111779509522233,0.1917474782978019,0.05715291336463829,49.62345834088393,49.637928249184085
154800.0,0.02,0.18891145114896074,0.058562404939673414,0.14925138342804226,0.18891145114896074,0.0567517094596765,49.64469279258793,49.6582638738343
158400.0,0.02,0.18623958175901575,0.05839312499587463,0.14748557631926063,0.18623958175901575,0.05638577647414156,49.66404265266442,49.676801477047206
162000.0,0.02,0.18371718391781536,0.0582314186509631,0.1458118055802456,0.18371718391781536,0.05605101955022948,49.681728716763814,49.69375095512635
165600.0,0.02,0.18133128896678669,0.05807673966897612,0.14422247091513046,0.18133128896678669,0.05574392303539416,49.697940273761674,49.70929235531827
169200.0,0.02,0.1790704034389206,0.05792859569853673,0.1427108062101736,0.1790704034389206,0.0554614552987949,49.71284033046254,49.72358080937471
172800.0,0.02,0.17692430547981938,0.05778654160568583,0.14127076737299907,0.17692430547981938,0.0552009910792822,49.72656987015415,49.7367505510195
176400.0,0.02,0.17488387399673958,0.05765017378900134,0.13989693782460194,0.17488387399673958,0.054960247932532284,49.739251289251285,49.74891819512277
180000.0,0.02,0.17294094443738986,0.057519125310397407,0.1385844484466075,0.17294094443738986,0.054737233932477376,49.75099130620953,49.76018544604261
183600.0,0.02,0.17108818651346713,0.057393061707035495,0.13732890948979878,0.17108818651346713,0.054530204404780555,49.76188328551768,49.77064132404496
187200.0,0.02,0.1693190001126087,0.05727167737435952,0.13612635241620571,0.1693190001126087,0.05433762596843289,49.77200919863401,49.78036402235256
190800.0,0.02,0.16762742634589617,0.057154692430598876,0.1349731800274852,0.16762742634589617,0.05415814651346795,49.78144124868908,49.7894224402977
194400.0,0.02,0.1660080712433004,0.0570418499886428,0.133866123536278,0.1660080712433004,0.05399057003269238,49.790243248381444,49.7978774962981
198000.0,0.02,0.1644560400610873,0.05693291377413,0.13280220547886923,0.1644560400610873,0.05383383542767385,49.798471761038,49.805783205954185
201600.0,0.02,0.16296688052944472,0.05682766603899465,0.13177870756325194,0.16296688052944472,0.053686998594970226,49.80617707414518,49.81318760657024
205200.0,0.02,0.16153653366024476,0.056725905728150755,0.13079314270314701,0.16153653366024476,0.05354921722396625,49.81340400388996,49.82013352813158
208800.0,0.02,0.16016129095220194,0.056627446863483095,0.12984323061386221,0.16016129095220194,0.053419737852539236,49.82019262034959,49.82665927165232
212400.0,0.02,0.15883775714213946,0.05653211711560186,0.12892687645410209,0.15883775714213946,0.053297884801421794,49.826578831298605,49.83279917083746
216000.0,0.02,0.15756281747158554,0.056439756537885175,0.12804215207459985,0.15756281747158554,0.053183050684500265,49.832594878595614,49.83858406410877
219600.0,0.02,0.15633360909893532,0.056350216441522355,0.12718727951239286,0.15633360909893532,0.05307468824675764,49.83826980431371,49.84404173652922
