label,group,time_s,radius_m,length_m,volume_half_m3,max_C,min_C,mean_C,center_C,side_surface_C,end_surface_C,center_T_C,side_surface_T_C,end_surface_T_C,hm_effective_m_s,hrad_W_m2K
length-B-radius-proportional,length_sensitivity,57600.0,0.01221,0.152625,3.574183798577021e-05,0.48005317976500345,0.06002579500747541,0.3080084097798212,0.48005317976500345,0.09863894998904249,0.070599741688641,49.99893442622948,49.99893442622948,49.99893442622948,8e-07,0.0
length-B-radius-proportional,length_sensitivity,61200.0,0.01218,0.15225,3.54790314099113e-05,0.4408827800648142,0.059177940694196074,0.286225957605129,0.4408827800648142,0.09092912607129401,0.06738187949279896,49.99893442622948,49.99893442622948,49.99893442622948,8e-07,0.0
length-B-radius-proportional,length_sensitivity,64800.0,0.01214,0.15175,3.513063098374304e-05,0.40774135098258507,0.058451590330688044,0.2677571174094467,0.40774135098258507,0.08478873705146672,0.06484363648492947,49.99893442622948,49.99893442622948,49.99893442622954,8e-07,0.0
length-B-radius-proportional,length_sensitivity,68400.0,0.012119999999999999,0.1515,3.495728936793114e-05,0.3794886065201378,0.05782212569608302,0.2519533977375995,0.3794886065201378,0.0798015311153556,0.0627895467962764,49.99893442622948,49.99893442622948,49.99893442622948,8e-07,0.0
length-B-radius-proportional,length_sensitivity,72000.0,0.0121,0.15125,3.478451889366367e-05,0.3552524641660688,0.05727094700380136,0.23833056092024035,0.3552524641660688,0.07575316556760897,0.061124001244642234,49.99893442622948,49.99893442622948,49.99893442622948,8e-07,0.0
length-B-radius-proportional,length_sensitivity,75600.0,0.01208,0.151,3.461231861846282e-05,0.3342998228780996,0.05678421767193426,0.22648631126150132,0.3342998228780996,0.07243908873931947,0.059759027384711276,49.99893442622948,49.998934426229425,49.99893442622954,8e-07,0.0
length-B-radius-proportional,length_sensitivity,79200.0,0.01206,0.15075,3.44406875998508e-05,0.31605061877679425,0.056351049766096444,0.216105530306455,0.31605061877679425,0.06970146253096637,0.05862829852274212,49.99893442622948,49.99893442622948,49.99893442622954,8e-07,0.0
length-B-radius-proportional,length_sensitivity,82800.0,0.01205,0.150625,3.435508526724129e-05,0.30006591770305263,0.055963076577549516,0.20695186734019091,0.30006591770305263,0.06740683499311899,0.05767645936067792,49.99893442622948,49.99893442622948,49.998934426229425,8e-07,0.0
length-B-radius-proportional,length_sensitivity,86400.0,0.01204,0.1505,3.4269624895349814e-05,0.2859749105174225,0.05561360485222186,0.19882781949898903,0.2859749105174225,0.06548171453883077,0.05687414233970635,49.99893442622948,49.99893442622948,49.99893442622948,8e-07,0.0
length-B-radius-proportional,length_sensitivity,90000.0,0.01203,0.150375,3.418430636636665e-05,0.27347473237542164,0.05529724703327103,0.19157163737710903,0.27347473237542164,0.06385336401486907,0.056192073939493874,49.99893442622948,49.99893442622954,49.99893442622954,8e-07,0.0
length-B-radius-proportional,length_sensitivity,93600.0,0.01203,0.150375,3.418430636636665e-05,0.2623250290814319,0.055009591376422945,0.1850551740782614,0.2623250290814319,0.06245694739106376,0.055603681785644045,49.99893442622948,49.99893442622948,49.99893442622954,8e-07,0.0
length-B-radius-proportional,length_sensitivity,97200.0,0.01202,0.15025,3.409912956248207e-05,0.2523326217159126,0.05474701029117738,0.17917633966285554,0.2523326217159126,0.06126699932639051,0.055099770835683126,49.99893442622948,49.99893442622954,49.99893442622948,8e-07,0.0
length-B-radius-proportional,length_sensitivity,100800.0,0.01202,0.15025,3.409912956248207e-05,0.24332391789267807,0.05450637919780017,0.17384172358818428,0.24332391789267807,0.06023284886242223,0.054659109289433315,49.99893442622948,49.99893442622954,49.99893442622948,8e-07,0.0
length-B-radius-proportional,length_sensitivity,104400.0,0.01202,0.15025,3.409912956248207e-05,0.23517304916771495,0.05428520378338585,0.1689846167780801,0.23517304916771495,0.05933418684132386,0.054274041464067085,49.99893442622948,49.99893442622948,49.99893442622948,8e-07,0.0
length-B-radius-proportional,length_sensitivity,108000.0,0.01201,0.150125,3.401409436588635e-05,0.2277560242862338,0.05408115797007849,0.16453821550768893,0.2277560242862338,0.05855592408124222,0.05393887446730772,49.99893442622948,49.99893442622954,49.998934426229425,8e-07,0.0
length-B-radius-proportional,length_sensitivity,111600.0,0.01201,0.150125,3.401409436588635e-05,0.22098471058358574,0.05389245223788008,0.16045489411375566,0.22098471058358574,0.05786586433549071,0.05363994406339483,49.99893442622948,49.99893442622954,49.998934426229425,8e-07,0.0
length-B-radius-proportional,length_sensitivity,115200.0,0.01201,0.150125,3.401409436588635e-05,0.21478128719531828,0.053717482594735376,0.1566930204126567,0.21478128719531828,0.057256970090091716,0.053374713132253886,49.99893442622948,49.99893442622954,49.998934426229425,8e-07,0.0
length-B-radius-proportional,length_sensitivity,118800.0,0.01201,0.150125,3.401409436588635e-05,0.20907741202919133,0.05355486529579484,0.15321546824427956,0.20907741202919133,0.05671724604792928,0.05313836872930303,49.99893442622948,49.99893442622954,49.998934426229425,8e-07,0.0
length-B-radius-proportional,length_sensitivity,122400.0,0.01201,0.150125,3.401409436588635e-05,0.20381505050757048,0.05340339395651668,0.1499905561930103,0.20381505050757048,0.056236672473225155,0.052926849681867755,49.99893442622948,49.99893442622954,49.998934426229425,8e-07,0.0
length-B-radius-proportional,length_sensitivity,126000.0,0.012,0.15,3.3929200658769765e-05,0.1989426331960052,0.0532619746310412,0.14698995808823306,0.1989426331960052,0.055811104968752766,0.052738767337071724,49.99893442622948,49.99893442622954,49.99893442622948,8e-07,0.0
length-B-radius-proportional,length_sensitivity,129600.0,0.012,0.15,3.3929200658769765e-05,0.19441454565029098,0.05312962243506235,0.1441881785056234,0.19441454565029098,0.05542502370263968,0.052567149509865164,49.99893442622948,49.99893442622954,49.99893442622948,8e-07,0.0
length-B-radius-proportional,length_sensitivity,133200.0,0.012,0.15,3.3929200658769765e-05,0.19020017805852896,0.05300558768234925,0.14156862950982094,0.19020017805852896,0.055076672372252854,0.052411613625445504,49.99893442622948,49.99893442622954,49.99893442622948,8e-07,0.0
length-B-radius-proportional,length_sensitivity,136800.0,0.012,0.15,3.3929200658769765e-05,0.1862675939055078,0.05288914387625767,0.13911365275385779,0.1862675939055078,0.05476172315228678,0.05227033616871653,49.99893442622948,49.99893442622954,49.99893442622948,8e-07,0.0
length-B-radius-proportional,length_sensitivity,140400.0,0.012,0.15,3.3929200658769765e-05,0.18258900005956843,0.05277965595721268,0.13680772840934716,0.18258900005956843,0.05447606201582401,0.05214162805925586,49.99893442622948,49.99893442622954,49.99893442622954,8e-07,0.0
length-B-radius-proportional,length_sensitivity,144000.0,0.012,0.15,3.3929200658769765e-05,0.17914010715788004,0.05267655600157189,0.1346372279981256,0.17914010715788004,0.054216160164771564,0.05202402625806417,49.99893442622948,49.99893442622954,49.99893442622948,8e-07,0.0
length-B-radius-proportional,length_sensitivity,147600.0,0.012,0.15,3.3929200658769765e-05,0.17589960271612207,0.05257933348888505,0.13259014028760363,0.17589960271612207,0.053979001245905954,0.051916272446611726,49.99893442622948,49.99893442622954,49.99893442622948,8e-07,0.0
length-B-radius-proportional,length_sensitivity,151200.0,0.012,0.15,3.3929200658769765e-05,0.1728487148144579,0.05248752888887336,0.13065583941637582,0.1728487148144579,0.05376199607493588,0.051817281702359906,49.99893442622948,49.99893442622954,49.99893442622954,8e-07,0.0
length-B-radius-proportional,length_sensitivity,154800.0,0.012,0.15,3.3929200658769765e-05,0.1699708491338939,0.05240072808448266,0.1288248914836882,0.1699708491338939,0.05356291233644398,0.051726114918908016,49.99893442622948,49.99893442622948,49.99893442622948,8e-07,0.0
length-B-radius-proportional,length_sensitivity,158400.0,0.012,0.15,3.3929200658769765e-05,0.1672512856297236,0.052318557271507776,0.12708889252015645,0.1672512856297236,0.05337981743230181,0.05164195595368561,49.99893442622948,49.99893442622954,49.99893442622954,8e-07,0.0
length-B-radius-proportional,length_sensitivity,162000.0,0.012,0.15,3.3929200658769765e-05,0.16467692255436678,0.05224067834715939,0.12544033214005265,0.16467692255436678,0.05321103182067511,0.05156409283451537,49.99893442622948,49.998934426229425,49.99893442622948,8e-07,0.0
length-B-radius-proportional,length_sensitivity,165600.0,0.012,0.15,3.3929200658769765e-05,0.16223606670222945,0.05216678485736616,0.12387247790066937,0.16223606670222945,0.05305509012074595,0.05149190211953815,49.99893442622948,49.998934426229596,49.99893442622948,8e-07,0.0
length-B-radius-proportional,length_sensitivity,169200.0,0.012,0.15,3.3929200658769765e-05,0.1599182452516931,0.05209659838432296,0.12237927738330474,0.1599182452516931,0.05291070977617723,0.051424836088411904,49.99893442622948,49.99893442622954,49.99893442622948,8e-07,0.0
length-B-radius-proportional,length_sensitivity,172800.0,0.012,0.15,3.3929200658769765e-05,0.15771405394683502,0.05202986542236604,0.12095527457088634,0.15771405394683502,0.0527767642738154,0.0513624119459216,49.99893442622948,49.99893442622954,49.998934426229425,8e-07,0.0
length-B-radius-proportional,length_sensitivity,176400.0,0.012,0.15,3.3929200658769765e-05,0.1556150253825663,0.05196635466344224,0.11959553812520834,0.1556150253825663,0.05265226098682237,0.05130420277763112,49.99893442622948,49.99893442622954,49.99893442622948,8e-07,0.0
length-B-radius-proportional,length_sensitivity,180000.0,0.012,0.15,3.3929200658769765e-05,0.1536135157195592,0.05190585461792357,0.11829559978061291,0.1536135157195592,0.05253632261858959,0.051249829960438,49.99893442622948,49.99893442622954,49.99893442622948,8e-07,0.0
