time_s,method,rho_d_kg_m3,net_inventory_rate_kg_s,local_positive_loss_rate_kg_s,boundary_net_rate_kg_s,water_balance_residual_kg_s,solver_relative_residual
120.0,fixed-domain-moisture,650.0,-1.794888267799125e-05,1.794888267799125e-05,-1.7948882676879316e-05,-1.1119340311786102e-15,2.8990760770149465e-12
240.0,fixed-domain-moisture,650.0,-1.5752804533648365e-05,1.5752804533648365e-05,-1.575280452955187e-05,-4.096495278410606e-15,3.967546448544059e-12
360.0,fixed-domain-moisture,650.0,-1.421522020645142e-05,1.421522020645142e-05,-1.4215220187104584e-05,-1.9346835602746665e-14,2.924559076855545e-11
480.0,fixed-domain-moisture,650.0,-1.3051447559649072e-05,1.3051447559649072e-05,-1.305144755590478e-05,-3.7442922026786896e-15,8.996156664357326e-12
600.0,fixed-domain-moisture,650.0,-1.214587711395236e-05,1.214587711395236e-05,-1.214587711805396e-05,4.1016011930166546e-15,5.667630421440286e-12
720.0,fixed-domain-moisture,650.0,-1.1421086047180607e-05,1.1421086047180607e-05,-1.142108605838678e-05,1.120617304734093e-14,2.0067302832104762e-11
840.0,fixed-domain-moisture,650.0,-1.0821784664078022e-05,1.0821784664078022e-05,-1.082178467126784e-05,7.189818944201842e-15,1.1377274357836642e-11
960.0,fixed-domain-moisture,650.0,-1.0327035645283784e-05,1.0327035645283784e-05,-1.0327035649428426e-05,4.144642325198435e-15,6.147096516516289e-12
1080.0,fixed-domain-moisture,650.0,-9.912179451403492e-06,9.912179451403492e-06,-9.912179481695185e-06,3.0291692209596065e-14,3.0568201837140784e-11
1200.0,fixed-domain-moisture,650.0,-9.558739302168291e-06,9.558739302168291e-06,-9.558739314814253e-06,1.2645961345149684e-14,1.4094134457205102e-11
1320.0,fixed-domain-moisture,650.0,-9.261286579520719e-06,9.261286579520719e-06,-9.261286583533343e-06,4.012623770039379e-15,5.348126986107757e-12
1440.0,fixed-domain-moisture,650.0,-9.001861196631305e-06,9.001861196631305e-06,-9.001861198647354e-06,2.016048528748378e-15,3.9904626681822226e-12
1560.0,fixed-domain-moisture,650.0,-8.776025610493712e-06,8.776025610493712e-06,-8.776025611005711e-06,5.119992293632289e-16,9.426948596010627e-12
1680.0,fixed-domain-moisture,650.0,-8.579107615090059e-06,8.579107615090059e-06,-8.579107626241458e-06,1.1151398814773783e-14,1.2193774351417075e-11
1800.0,fixed-domain-moisture,650.0,-8.416107569046032e-06,8.416107569046032e-06,-8.416107584099671e-06,1.5053638945192876e-14,1.3081205249473751e-11
1920.0,fixed-domain-moisture,650.0,-8.266193205965307e-06,8.266193205965307e-06,-8.266193224301712e-06,1.8336404917769326e-14,1.5540973544630655e-11
2040.0,fixed-domain-moisture,650.0,-8.139564565455168e-06,8.139564565455168e-06,-8.139564567225817e-06,1.770649531401651e-15,3.0280148820388495e-12
2160.0,fixed-domain-moisture,650.0,-8.02355845068279e-06,8.02355845068279e-06,-8.02355845291305e-06,2.2302597729772014e-15,3.455052548444406e-12
2280.0,fixed-domain-moisture,650.0,-7.923473873846884e-06,7.923473873846884e-06,-7.923473911227876e-06,3.7380992059881345e-14,3.3793681799250975e-11
2400.0,fixed-domain-moisture,650.0,-7.838776815481632e-06,7.838776815481632e-06,-7.838776859565321e-06,4.408368913238082e-14,4.134009293276636e-11
2520.0,fixed-domain-moisture,650.0,-7.763611990020116e-06,7.763611990020116e-06,-7.763612040330936e-06,5.031081955664436e-14,4.897114577976622e-11
2640.0,fixed-domain-moisture,650.0,-7.696119506297069e-06,7.696119506297069e-06,-7.696119511207092e-06,4.910022990403315e-15,4.967239693934082e-12
2760.0,fixed-domain-moisture,650.0,-7.630532037990727e-06,7.630532037990727e-06,-7.630532042826162e-06,4.835434963133996e-15,4.770405455094768e-12
2880.0,fixed-domain-moisture,650.0,-7.576421753847312e-06,7.576421753847312e-06,-7.576421759549738e-06,5.702425700691502e-15,5.46641683630822e-12
3000.0,fixed-domain-moisture,650.0,-7.5207348848944e-06,7.5207348848944e-06,-7.520734890305324e-06,5.410924394091618e-15,5.073289149467227e-12
3120.0,fixed-domain-moisture,650.0,-7.47715704064777e-06,7.47715704064777e-06,-7.477157047207403e-06,6.559632360675274e-15,6.0355382210607686e-12
