time_s,max_C,interpolated_event_time_s,reported_event_time_s,threshold
183720,0.1500345982625124,183789.33174915268,183840.0,0.149999
183780,0.1500037882297099,183789.33174915268,183840.0,0.149999
183840,0.1499730015274643,183789.33174915268,183840.0,0.149999
