step_index,old_radius_m,new_radius_m,dt_total_s,sensible_energy_old_J,sensible_energy_new_J,delta_sensible_energy_J,conductive_boundary_heat_J,latent_heat_J,residual_J,relative_residual,linear_storage_delta_last_J,linear_boundary_heat_last_J,linear_solver_relative_residual_last,linear_storage_boundary_balance_relative_last,internal_radial_flux_abs_last_W,internal_axial_flux_abs_last_W,picard_calls
1,0.019753705501618122,0.019753705501618122,300.0,0.0,226.60841321924227,226.60841321924227,226.60841444952274,0.0,-1.23028047482876e-06,5.429103229980925e-09,226.60841321924227,226.60841444952274,2.67942383219664e-11,5.429103229980925e-09,1.8858464508575343,0.05120947277998041,5
2,0.019753705501618122,0.019519190938511326,300.0,226.6084132048512,579.8363436977036,353.22793049285235,361.13951691388866,0.0,-7.911586421036304,0.021907285274800792,361.13951418647736,361.13951691388866,4.9499335847012385e-11,7.552237215084269e-09,3.5261335390656696,0.09786362750102859,5
3,0.019519190938511326,0.01929800970873786,300.0,579.8363436399915,1026.6730269149778,446.8366832749863,465.1669606314371,0.0,-18.330277356450836,0.03940580244901433,465.1669578620004,465.1669606314371,2.9709022477424814e-11,5.953640205452316e-09,4.945252105314803,0.13783788320330428,5
4,0.01929800970873786,0.019091715210355985,300.0,1026.67302674167,1548.8967265753781,522.2236998337082,552.0658417717545,0.0,-29.842141938046325,0.0540554036856789,552.065838591973,552.0658417717545,3.874479117182903e-11,5.759786740695313e-09,6.183139873171587,0.1721065532918277,5
5,0.019091715210355985,0.018901860841423947,300.0,1548.8967262231918,2081.5798640321536,532.6831378089619,574.1432026828927,0.0,-41.46006487393083,0.0722120625659132,574.1431991694384,574.1432026828927,4.371841024427528e-11,6.119473853211256e-09,6.80704278786852,0.1898696209800555,5
6,0.018901860841423947,0.01873,300.0,2081.579863580005,2640.2549863477475,558.6751227677423,609.6025222596598,0.0,-50.92739949191753,0.0835419763408148,609.6025180924346,609.6025222596598,4.9381850471522724e-11,6.835971152115677e-09,7.384397004144837,0.2051422054220291,5
7,0.01873,0.018578318897138145,300.0,2640.254985719177,3170.0379964019558,529.7830106827787,588.0534358446716,0.0,-58.270425161892945,0.09909035745738673,588.0534334592224,588.0534358446716,3.8940214996135216e-11,4.056517737060408e-09,7.410581306120868,0.2063033033294096,5
8,0.018578318897138145,0.018443526619709376,300.0,3170.0379957645764,3688.1004464282933,518.0624506637168,581.6339431885997,0.0,-63.57149252488284,0.1092981131334511,581.6339389787802,581.6339431885997,4.981991474631799e-11,7.237919240109091e-09,7.422072593139861,0.20608443013975575,5
9,0.018443526619709376,0.018318960879497432,300.0,3688.1004457004574,4184.758694783203,496.6582490827459,566.0075667532951,0.0,-69.34931767054923,0.12252365824073233,566.0075625986532,566.0075667532951,4.57243001856276e-11,7.340258658217706e-09,7.31631192066046,0.20264218827424596,5
10,0.018318960879497432,0.01819795938828606,300.0,4184.758694014712,4617.461797252334,432.7031032376217,509.3096501283402,0.0,-76.6065468907185,0.15041251794741084,509.3096465639237,509.3096501283402,4.3446552560438164e-11,6.9985253318693925e-09,6.79744054180904,0.18881762515589473,5
11,0.01819795938828606,0.018073859857859004,300.0,4617.461796610335,5023.573501476521,406.1117048661863,491.7955721310947,0.0,-85.68386726490837,0.174226593569387,491.79556858477156,491.7955721310947,4.2776541233529204e-11,7.210969994933532e-09,6.525472729133937,0.17999893574261544,5
12,0.018073859857859004,0.01794,300.0,5023.57350082158,5368.841262141179,345.26776131959923,443.70477081182435,0.0,-98.43700949222512,0.2218524928459071,443.7047670845714,443.70477081182435,4.282812549532015e-11,8.400299425145584e-09,6.009392932853648,0.16542488454973758,5
13,0.01794,0.017794147603485837,300.0,5368.841261583182,5653.178058372779,284.3367967895965,396.6694785668869,0.0,-112.33268177729036,0.2831896272512146,396.66947535174114,396.6694785668869,4.877336371383526e-11,8.10535196857894e-09,5.446194357042755,0.14930681286290698,5
14,0.017794147603485837,0.017640997821350764,300.0,5653.178057912336,5874.004161383567,220.82610347123136,343.971646929999,0.0,-123.14554345876763,0.35801073884391627,343.97164448188903,343.971646929999,4.092337971667412e-11,7.117185352455688e-09,4.807312029317605,0.1313974502517521,5
15,0.017640997821350764,0.017484279411764708,300.0,5874.004161034929,6051.824045548628,177.81988451369944,308.60407535143963,0.0,-130.7841908377402,0.42379281831843146,308.60407334674113,308.60407535143963,3.712479733335199e-11,6.4960208290843345e-09,4.305401321727632,0.11664278907775893,5
