time_s,sensible_inventory_change_J,fixed_volume_sensible_change_J,geometry_heat_term_J,geometry_reference_temperature_K,surface_convection_in_W,surface_latent_out_W,linear_solver_relative_residual,physical_heat_balance_residual_J,physical_heat_balance_relative
300.0,-12529.256767335855,-8653.134274760763,-3876.1224925750926,301.15,15.956818630631517,44.80059955390939,3.358128836352315e-11,2.222599960077787e-06,1.7739280161231678e-10
600.0,-5485.6061497664805,-2055.2199994713988,-3430.3861502950817,284.3477293094017,14.679627270256658,21.530360601588328,3.298472849064586e-11,-7.189782991190441e-08,1.310663360601728e-11
900.0,-4970.778353778642,-1828.9418811899664,-3141.836472588676,280.2620801433599,15.969387440407077,22.06586038223513,3.714957445944784e-11,1.3584494809038006e-06,2.7328707583011555e-10
1200.0,-3755.339815879906,-904.6198267830932,-2850.7199890968127,276.52480494806,16.24868948618557,19.264088905457967,3.0523222050542875e-11,-1.001373675535433e-06,2.054265517611514e-10
1500.0,-3101.114950531507,-529.9276606613605,-2571.1872898701467,274.6326097719608,16.427662481109202,18.194088012536188,4.19127366576113e-11,-1.2332643564150203e-06,2.5024139574192783e-10
1800.0,-2475.3566045323896,-185.99479537879074,-2289.3618091535986,273.4985956096363,16.547598293624205,17.167580936655632,3.3875430812144675e-11,-2.469362698320765e-06,4.974262033889255e-10
2100.0,-2001.3939939740042,-6.625636431256993,-1994.7683575427473,273.0934620460108,16.47914257468301,16.501228020609865,3.571796112138637e-11,-2.653200454005855e-06,5.366784997017949e-10
2400.0,-1602.0595553837104,152.24945878019702,-1754.3090141639075,273.080481047894,16.421796297127663,15.91429809020187,4.773892879469248e-11,-3.297541070423904e-06,6.693423404601758e-10
2700.0,-1360.3616045394224,247.3677471697517,-1607.7293517091741,273.4281835065764,16.334011603862873,15.509452440321823,2.887325990161439e-11,-1.892563204819453e-06,3.862213502145988e-10
3000.0,-1279.3807670420408,271.2253438851817,-1550.6061109272225,274.001110008853,16.100493110110236,15.196408622741941,4.346986831473043e-11,-2.3253066956385737e-06,4.814152129246293e-10
3300.0,-1255.2516500480676,324.10451128235377,-1579.3561613304214,274.63886545011184,15.966671662055482,14.886323286798168,2.9750782800496263e-11,-1.2948403309565037e-06,2.70321487650986e-10
3600.0,-1384.124701362185,307.9231613897899,-1692.0478627519751,275.4133046073717,15.744711117711436,14.718300574864204,3.200449716001706e-11,-1.4643796930613462e-06,3.1002573543866545e-10
3900.0,-1537.04369877436,292.78260986597934,-1829.8263086403394,276.16179641835527,15.50362094671228,14.527678904968667,4.743919117523062e-11,-2.6571044600132154e-06,5.71286855964377e-10
4200.0,-1644.4161404646366,261.28768820311643,-1905.703828667753,276.88694439014165,15.235416599289582,14.364457630781859,4.6036290502479536e-11,-2.3492007130698767e-06,5.139780059530104e-10
4500.0,-1687.9910597075186,245.0475785285588,-1933.0386382360775,277.5469320756327,15.013184252752184,14.196358986745842,2.932578418595038e-11,-1.2733437415590743e-06,2.8271678193466245e-10
4800.0,-1681.9745370998078,231.67414961335135,-1913.6486867131591,278.1786071874924,14.830606898715269,14.058359725412421,4.2866579162389325e-11,-2.377503051320673e-06,5.343685680021248e-10
5100.0,-1666.6533892989353,182.58335483178297,-1849.2367441307183,278.78815386223147,14.549192198431326,13.940581007335938,3.070376576673126e-11,-2.4968335310404655e-06,5.720440230144807e-10
5400.0,-1567.9783334509625,172.81924803475982,-1740.7975814857223,279.2781819721895,14.346161219496613,13.77009705019629,3.381363005410769e-11,-2.7553373911359813e-06,6.402031756043196e-10
5700.0,-1540.5733050938784,167.14080083954462,-1707.714105933423,279.7511288961667,14.196968040703686,13.6398320279809,3.758841355383546e-11,-2.977291160277673e-06,6.990438971996401e-10
6000.0,-1579.2560820637443,147.90340587803271,-1727.1594879417771,280.21749583621005,14.029377018725283,13.5363656582281,3.474541954000021e-11,-2.271122184538399e-06,5.396110797856735e-10
6300.0,-1554.921486407383,117.08843358535567,-1672.0099199927388,280.63840306835766,13.821341248139461,13.431046466720602,3.455523990270604e-11,-8.403021638514474e-07,2.0265813299524832e-10
6600.0,-1448.28040219317,96.50097638001553,-1544.7813785731855,280.97810680515283,13.617801015025467,13.296131093639156,2.4341575456607325e-11,-3.587774699553847e-08,8.782070603996454e-12
6900.0,-1241.4090553492522,106.74793862056049,-1348.1569939698127,281.2632679663211,13.48931225386194,13.133485787909443,3.114118088995528e-11,-1.1651884506136412e-06,2.879288008870509e-10
7200.0,-996.8200264207167,87.68683516313895,-1084.5068615838557,281.58411646251665,13.30595333436168,13.013663883468153,3.0197498412226944e-11,-1.0491908142284956e-07,2.6283744022034474e-11
7500.0,-758.0644334643193,92.10110713482777,-850.1655405991471,281.8513140694148,13.142769537981655,12.835765845971686,2.6962421810469346e-11,-4.681629661718034e-07,1.1873777563114233e-10
7800.0,-636.8157720287647,82.93501533613124,-719.750787364896,282.1352771898777,12.96768384954206,12.691233798136077,3.043747960598205e-11,-8.566394171793945e-08,2.2019851478968255e-11
8100.0,-547.4093568737902,86.3477637853351,-633.7571206591253,282.39356208341076,12.810841293701495,12.52301541300753,3.398486727531993e-11,-4.2285455492674373e-07,1.1002518498001688e-10
8400.0,-489.2086268215206,102.13954036948519,-591.3481671910058,282.66501546153523,12.722824198453687,12.382359059874993,3.726532260561278e-11,-1.204122781928163e-06,3.154757578836179e-10
8700.0,-506.5224083827484,85.30093145949435,-591.8233398422427,282.9890478922889,12.570132355529198,12.285795915395283,3.798109324306984e-11,-5.806800800201017e-07,1.539840800389237e-10
9000.0,-530.5973744949688,103.64526277460544,-634.2426372695743,283.2619897980916,12.505094648745636,12.159610436154537,4.150682269387543e-11,-1.0027242751675658e-06,2.672842025145187e-10
9300.0,-582.4502644789052,82.18746228454826,-664.6377267634534,283.59687534751856,12.360320458797254,12.086362250395736,3.63100103332888e-11,-2.3590735054312972e-07,6.361953460390167e-11
9600.0,-597.8361977473802,61.001832662000204,-658.8380304093804,283.86494363445274,12.18024948797855,11.976910044456076,3.7366988859226865e-11,-3.947418463212671e-07,1.0802784915882675e-10
9900.0,-587.0490466070183,71.41023325319084,-658.4592798602092,284.06577267103313,12.090084378343771,11.852050267892805,3.792766342070674e-11,1.1790098142228089e-07,3.250624719473139e-11
10200.0,-601.4122817051979,62.22589473873844,-663.6381764439363,284.303298974039,11.968635538066902,11.761215889348922,3.6474238311990544e-11,1.2334430721239187e-07,3.435209380386721e-11
