time_s,max_C,mean_C,center_C,surface_C
183360,0.1576669660948732,0.1268486913067011,0.1576669660948732,0.0533178162339859
183420,0.1576449228403559,0.1268334762947411,0.1576449228403559,0.0533157512838757
183480,0.1576228937492058,0.1268182706138529,0.1576228937492058,0.0533136884531863
183540,0.1576008788070764,0.1268030742545409,0.1576008788070764,0.0533116277389372
183600,0.157578877998271,0.1267878872073244,0.157578877998271,0.0533095691381192
183660,0.1575568913088992,0.1267727094627351,0.1575568913088992,0.0533075126477539
183720,0.1575349187231422,0.1267575410113185,0.1575349187231422,0.0533054582648473
183780,0.1575129602270178,0.1267423818436329,0.1575129602270178,0.0533034059864259
183840,0.1574910158051533,0.1267272319502505,0.1574910158051533,0.0533013558095072
183900,0.1574690854428639,0.126712091321756,0.1574690854428639,0.0532993077311282
183960,0.1574471691258875,0.1266969599487482,0.1574471691258875,0.0532972617483138
184020,0.1574252668382501,0.1266818378218379,0.1574252668382501,0.0532952178581155
184080,0.1574033785672491,0.1266667249316506,0.1574033785672491,0.0532931760575631
184140,0.1573815042954299,0.1266516212688232,0.1573815042954299,0.0532911363437243
184200,0.1573596440114479,0.1266365268240075,0.1573596440114479,0.0532890987136338
184260,0.157337797696978,0.1266214415878665,0.157337797696978,0.0532870631643743
184320,0.1573159653410728,0.1266063655510785,0.1573159653410728,0.0532850296929871
184380,0.1572941469255722,0.1265912987043324,0.1572941469255722,0.053282998296567
184440,0.1572723424391594,0.1265762410383325,0.1572723424391594,0.0532809689721664
184500,0.1572505518642492,0.126561192543794,0.1572505518642492,0.0532789417168878
184560,0.1572287751890692,0.126546153211447,0.1572287751890692,0.0532769165277988
184620,0.1572070123965204,0.1265311230320328,0.1572070123965204,0.0532748934020067
184680,0.1571852634745082,0.1265161019963071,0.1571852634745082,0.0532728723365949
184740,0.1571635284182899,0.1265010900950373,0.1571635284182899,0.0532708533286749
184800,0.1571418071819951,0.1264860873190048,0.1571418071819951,0.053268836375347
184860,0.1571200997481916,0.1264710936590038,0.1571200997481916,0.0532668214737659
184920,0.157098406145756,0.1264561091058398,0.157098406145756,0.0532648086209965
184980,0.157076726345824,0.1264411336503333,0.157076726345824,0.0532627978141502
185040,0.1570550603310567,0.1264261672833151,0.1570550603310567,0.0532607890503913
185100,0.1570334080867776,0.1264112099956314,0.1570334080867776,0.0532587823268294
