material,angle_deg,file,window,window_low_cm_inv,window_high_cm_inv,mask,model,n_points,q_um,status,ambiguity,cycles,peak_width_per_cm_inv,q_bin_resolution_um,grid_step_cm_inv,nfft,rmse,residual_lag1,boundary_hit,runtime_s
Si,10,附件3.xlsx,W1,600.0,1600.0,raw,F,2074,15.001352873092902,OK_CONDITIONAL,0.10259112141968083,2.998553519768726,0.0020001803830790536,5.002863138574206,0.48211659430774034,2074,,,,0.00017980000120587647
Si,10,附件3.xlsx,W1,600.0,1600.0,reasoned,F,2074,15.001352873092902,OK_CONDITIONAL,0.10259112141968083,2.998553519768726,0.0020001803830790536,5.002863138574206,0.48211659430774034,2074,,,,0.0001598999951966107
Si,10,附件3.xlsx,W2,1600.0,2800.0,raw,F,2489,12.500113366015661,OK_CONDITIONAL,0.016609494271760176,2.9987946966658696,0.0016666817821354215,4.168379175778049,0.48211696141470384,2489,,,,0.00020760000916197896
Si,10,附件3.xlsx,W2,1600.0,2800.0,reasoned,F,2489,12.500113366015661,OK_CONDITIONAL,0.016609494271760176,2.9987946966658696,0.0016666817821354215,4.168379175778049,0.48211696141470384,2489,,,,0.0001897999900393188
Si,10,附件3.xlsx,W3,2800.0,3800.0,raw,F,2074,10.000898913408106,OK_CONDITIONAL,0.010260972260877802,1.9990356798459272,0.0020001797826816213,5.002861636856283,0.4821167390255141,2074,,,,0.00017369998386129737
Si,10,附件3.xlsx,W3,2800.0,3800.0,reasoned,F,2074,10.000898913408106,OK_CONDITIONAL,0.010260972260877802,1.9990356798459272,0.0020001797826816213,5.002861636856283,0.4821167390255141,2074,,,,0.00021520000882446766
Si,15,附件4.xlsx,W1,600.0,1600.0,raw,F,2074,15.001352873092902,OK_CONDITIONAL,0.10506853008603174,2.998553519768726,0.0020001803830790536,5.002863138574206,0.48211659430774034,2074,,,,0.0001765000051818788
Si,15,附件4.xlsx,W1,600.0,1600.0,reasoned,F,2074,15.001352873092902,OK_CONDITIONAL,0.10506853008603174,2.998553519768726,0.0020001803830790536,5.002863138574206,0.48211659430774034,2074,,,,0.00015800000983290374
Si,15,附件4.xlsx,W2,1600.0,2800.0,raw,F,2489,12.500113366015661,OK_CONDITIONAL,0.028300361978539083,2.9987946966658696,0.0016666817821354215,4.168379175778049,0.48211696141470384,2489,,,,0.00018259999342262745
Si,15,附件4.xlsx,W2,1600.0,2800.0,reasoned,F,2489,12.500113366015661,OK_CONDITIONAL,0.028300361978539083,2.9987946966658696,0.0016666817821354215,4.168379175778049,0.48211696141470384,2489,,,,0.0001996000064536929
Si,15,附件4.xlsx,W3,2800.0,3800.0,raw,F,2074,10.000898913408106,OK_CONDITIONAL,0.007897052746958998,1.9990356798459272,0.0010000898913408106,5.002861636856283,0.4821167390255141,2074,,,,0.00016869997489266098
Si,15,附件4.xlsx,W3,2800.0,3800.0,reasoned,F,2074,10.000898913408106,OK_CONDITIONAL,0.007897052746958998,1.9990356798459272,0.0010000898913408106,5.002861636856283,0.4821167390255141,2074,,,,0.00018730000010691583
