time_s,method,rho_d_kg_m3,net_inventory_rate_kg_s,local_positive_loss_rate_kg_s,boundary_net_rate_kg_s,water_balance_residual_kg_s,solver_relative_residual
300.0,moving-reference-moisture,840.5754351922644,-1.1184048219904645e-05,1.1184048219904645e-05,-1.1184048217917814e-05,-1.986830974265788e-15,4.3053654842986855e-12
600.0,moving-reference-moisture,860.8950662778333,-1.0634843790349034e-05,1.0634843790349034e-05,-1.0634843790017053e-05,-3.3198101114916695e-16,8.637277630010018e-12
900.0,moving-reference-moisture,880.7421937339468,-9.017746312588687e-06,9.017746312588687e-06,-9.017746294953683e-06,-1.7635004039202352e-14,4.8376158852228686e-11
1200.0,moving-reference-moisture,899.8786516217094,-8.288783527194529e-06,8.288783527194529e-06,-8.288783530906207e-06,3.71167804607761e-15,1.087167925520898e-11
1500.0,moving-reference-moisture,918.0465877280382,-7.698985213798711e-06,7.698985213798711e-06,-7.698985215013504e-06,1.214792630095489e-15,1.1147899271487151e-11
1800.0,moving-reference-moisture,934.9713194697231,-7.315697580108604e-06,7.315697580108604e-06,-7.315697582979905e-06,2.871301083722834e-15,5.757432995796195e-12
2100.0,moving-reference-moisture,950.3006299465071,-6.9999283452633115e-06,6.9999283452633115e-06,-6.999928350342143e-06,5.0788315745934134e-15,9.43229758247554e-12
2400.0,moving-reference-moisture,964.2417015822199,-6.776741756699128e-06,6.776741756699128e-06,-6.776741757888234e-06,1.189105508937055e-15,4.2208013921657974e-12
2700.0,moving-reference-moisture,977.3996367576663,-6.6036151436290915e-06,6.6036151436290915e-06,-6.603615146003658e-06,2.3745662351020748e-15,6.697852566559026e-12
3000.0,moving-reference-moisture,990.4406596149792,-6.4415540066847725e-06,6.4415540066847725e-06,-6.441554009503744e-06,2.8189713882414633e-15,8.88731953616063e-12
3300.0,moving-reference-moisture,1004.0885685643335,-6.333114712630291e-06,6.333114712630291e-06,-6.333114718334981e-06,5.704689819759513e-15,1.5345419453388172e-11
3600.0,moving-reference-moisture,1019.12854566628,-6.230578881431296e-06,6.230578881431296e-06,-6.2305788865741985e-06,5.142902840789623e-15,1.3716508018632966e-11
3900.0,moving-reference-moisture,1035.9038954806126,-6.141265384652073e-06,6.141265384652073e-06,-6.141265388901086e-06,4.249012877926162e-15,1.228433303104438e-11
4200.0,moving-reference-moisture,1053.968305257669,-6.05598383825184e-06,6.05598383825184e-06,-6.055983839628899e-06,1.3770587318009953e-15,8.08130096049763e-12
4500.0,moving-reference-moisture,1072.9472408069657,-5.98656874694741e-06,5.98656874694741e-06,-5.986568746744353e-06,-2.0305666734643166e-16,7.762694586049726e-12
4800.0,moving-reference-moisture,1092.4232731585973,-5.929223103407119e-06,5.929223103407119e-06,-5.9292231016933835e-06,-1.71373569360974e-15,9.593866996471513e-12
5100.0,moving-reference-moisture,1111.9307367576737,-5.852420679162498e-06,5.852420679162498e-06,-5.8524206760289254e-06,-3.1335729773788665e-15,1.2290963569969176e-11
5400.0,moving-reference-moisture,1130.9529761475812,-5.792240303784621e-06,5.792240303784621e-06,-5.7922402987359645e-06,-5.048656872880426e-15,1.5273100096216772e-11
5700.0,moving-reference-moisture,1150.269271793424,-5.742623084871936e-06,5.742623084871936e-06,-5.742623077483422e-06,-7.388514238902862e-15,1.9240219268337307e-11
6000.0,moving-reference-moisture,1170.5016747857062,-5.691254408840928e-06,5.691254408840928e-06,-5.69125440043345e-06,-8.40747793379084e-15,2.1398019621372937e-11
6300.0,moving-reference-moisture,1190.7941472245411,-5.63314579394002e-06,5.63314579394002e-06,-5.633145786616348e-06,-7.32367217272465e-15,2.107398003482976e-11
6600.0,moving-reference-moisture,1210.1990647035411,-5.573367662390076e-06,5.573367662390076e-06,-5.573367655541137e-06,-6.848939004908822e-15,2.1718658647602792e-11
6900.0,moving-reference-moisture,1227.680472851135,-5.522663288629561e-06,5.522663288629561e-06,-5.522663282012831e-06,-6.616730004616739e-15,2.5141210892150076e-11
7200.0,moving-reference-moisture,1242.130177514793,-5.458892758366522e-06,5.458892758366522e-06,-5.4588927478027674e-06,-1.0563754461023062e-14,2.831401462006854e-11
7500.0,moving-reference-moisture,1253.7125606143777,-5.394240511927477e-06,5.394240511927477e-06,-5.39424050363777e-06,-8.289707319837549e-15,2.93295689278484e-11
7800.0,moving-reference-moisture,1263.700479839781,-5.327908183424688e-06,5.327908183424688e-06,-5.327908174709929e-06,-8.714758617165124e-15,2.98506043883664e-11
8100.0,moving-reference-moisture,1272.639205011921,-5.263503091578485e-06,5.263503091578485e-06,-5.2635030808579e-06,-1.0720585152306037e-14,3.6360094431968496e-11
8400.0,moving-reference-moisture,1281.10490560437,-5.216813487995272e-06,5.216813487995272e-06,-5.21681348443607e-06,-3.559201951176469e-15,1.5254944028420553e-11
8700.0,moving-reference-moisture,1289.6996718727764,-5.160844457336929e-06,5.160844457336929e-06,-5.160844453307228e-06,-4.029700801288973e-15,2.33954063414256e-11
9000.0,moving-reference-moisture,1299.050544551691,-5.125847294599734e-06,5.125847294599734e-06,-5.125847289684526e-06,-4.9152076790734585e-15,1.9898179195498408e-11
9300.0,moving-reference-moisture,1309.0056834325628,-5.0763763148480685e-06,5.0763763148480685e-06,-5.07637630972308e-06,-5.124988093955195e-15,2.791403658310307e-11
9600.0,moving-reference-moisture,1319.0375341624174,-5.020725397806675e-06,5.020725397806675e-06,-5.020725395707099e-06,-2.099576141743019e-15,2.2962148050478277e-11
9900.0,moving-reference-moisture,1329.2328031622692,-4.982709796503863e-06,4.982709796503863e-06,-4.982709793872902e-06,-2.6309605671371097e-15,7.303562172151283e-12
10200.0,moving-reference-moisture,1339.6822206160532,-4.937211709055557e-06,4.937211709055557e-06,-4.937211706365706e-06,-2.689850532794965e-15,7.865837305660223e-12
10500.0,moving-reference-moisture,1350.4807886755227,-4.892359710403173e-06,4.892359710403173e-06,-4.892359706597396e-06,-3.805776630253985e-15,2.8161795916082167e-11
10800.0,moving-reference-moisture,1361.7281326389625,-4.869183690019042e-06,4.869183690019042e-06,-4.869183681917744e-06,-8.101297546215039e-15,3.0283027051592315e-11
11100.0,moving-reference-moisture,1373.7556912825164,-4.828637841606373e-06,4.828637841606373e-06,-4.828637837640997e-06,-3.9653762722415345e-15,2.527848174685607e-11
11400.0,moving-reference-moisture,1386.5949295342753,-4.798206665298776e-06,4.798206665298776e-06,-4.798206661664684e-06,-3.6340915221750106e-15,1.0449096831603578e-11
11700.0,moving-reference-moisture,1399.8850850185918,-4.751522958302943e-06,4.751522958302943e-06,-4.751522959906941e-06,1.6039983401282092e-15,1.2706406901918107e-11
12000.0,moving-reference-moisture,1413.2444776697705,-4.727008430898178e-06,4.727008430898178e-06,-4.727008426902736e-06,-3.995441706704326e-15,1.1297218563555181e-11
12300.0,moving-reference-moisture,1426.2691901783307,-4.680271218334472e-06,4.680271218334472e-06,-4.680271219218071e-06,8.835993595872685e-16,1.2029708970254116e-11
12600.0,moving-reference-moisture,1438.5333976579973,-4.654628648200936e-06,4.654628648200936e-06,-4.654628643958658e-06,-4.242278118962543e-15,1.2266226305995984e-11
12900.0,moving-reference-moisture,1450.0237497580672,-4.6216788718717335e-06,4.6216788718717335e-06,-4.621678868087017e-06,-3.784716850086401e-15,1.2740607223887056e-11
