time_s,sensible_inventory_change_J,fixed_volume_sensible_change_J,geometry_heat_term_J,geometry_reference_temperature_K,surface_convection_in_W,surface_latent_out_W,linear_solver_relative_residual,physical_heat_balance_residual_J,physical_heat_balance_relative
300.0,-12792.956789438696,-8919.990693243064,-3872.9660961956324,301.15000000000003,17.259296738229573,46.99259905244199,4.010841222957788e-11,1.0206604201812297e-06,7.978299598602898e-11
600.0,-5716.126168173829,-2296.0151493428766,-3420.1110188309526,283.8241342522777,15.858038410884658,23.511422242141172,4.516735357015907e-11,3.407785698072985e-08,5.961704829132024e-12
900.0,-4775.712429204139,-1649.4821991268382,-3126.2302300773003,279.2557989620719,16.613400242825715,22.11167423631593,4.423995031330364e-11,-1.079773937817663e-06,2.1664718882255898e-10
1200.0,-3628.613410248608,-788.6953142893076,-2839.9180959593004,275.8834894274101,16.701533997519082,19.330518382698468,3.4916649646186714e-11,1.2645082279050257e-06,2.523736698063905e-10
1500.0,-2970.753184697417,-407.1788412245642,-2563.574343472853,274.2328127459388,16.71491697821446,18.072179786670215,4.988575823837778e-11,1.31216211229912e-06,2.6167486882312736e-10
1800.0,-2380.307615946799,-95.5377421834182,-2284.769873763381,273.3614129510338,16.749400605553568,17.06785975064807,3.2673637515094985e-11,1.3449321158987004e-06,2.676577603325824e-10
2100.0,-1931.2686341877122,60.97061143410275,-1992.239245621815,273.1544995268615,16.62868432767419,16.425448961168996,3.5799512141761216e-11,1.482544575992506e-06,2.971861847833605e-10
2400.0,-1554.650177214073,198.43852742764872,-1753.0887046417217,273.29290177169116,16.54379483369672,15.882333080551007,3.524534272523623e-11,1.4839351933915168e-06,2.9899129518720596e-10
2700.0,-1328.729120968839,278.5288253777253,-1607.2579463465643,273.7463551541955,16.441337723650882,15.512908308516058,3.303269072074789e-11,8.372780939680524e-07,1.6975060222008312e-10
3000.0,-1259.7223925495969,290.85471339106874,-1550.5771059406657,274.3922613492852,16.20135526888866,15.231839561249682,3.4623355105815765e-11,1.099375822377624e-06,2.2619009420953549e-10
3300.0,-1244.1158442381793,335.48970402220897,-1579.6055482603883,275.0770907593411,16.064891864779206,14.946592854362185,4.051258905290875e-11,8.971028364612721e-07,1.8614148251817936e-10
3600.0,-1378.6886438680083,313.7967030605135,-1692.4853469285217,275.87982454085886,15.843924562860057,14.797935557734228,3.807968452841294e-11,1.5227647054416593e-06,3.2036774293729206e-10
3900.0,-1535.7341360406758,294.65527010353173,-1830.3894061442077,276.64362403242944,15.604604116757304,14.622419889324888,4.433898768388531e-11,1.8738069229584653e-06,4.0026796128847677e-10
4200.0,-1645.758650072989,260.5505444980256,-1906.3091945710146,277.37438578309764,15.338921869864004,14.47042006234762,4.9852977493571047e-11,2.2431102024711436e-06,4.874549901011678e-10
4500.0,-1691.0178084433317,242.60428427807574,-1933.6220927214074,278.0333811908394,15.119365447571852,14.310684507328283,4.6407874041891824e-11,2.205005102950963e-06,4.861326379948668e-10
4800.0,-1685.7657505485563,228.39655744638185,-1914.1623079949381,278.6595821955259,14.93955868662633,14.178236836414213,4.438733944279239e-11,2.3827465156500693e-06,5.316414327961527e-10
5100.0,-1670.8681364726267,178.7811449630576,-1849.6492814356843,279.2612964608509,14.660897771828541,14.06496062892554,4.3507144045680525e-11,2.092157501465408e-06,4.756774412286371e-10
5400.0,-1572.5962577170983,168.49964546579784,-1741.095903182896,279.7417358122548,14.460312297857618,13.89864682046448,4.388221723542894e-11,2.2478564005723456e-06,5.1816686349745e-10
5700.0,-1544.6297722034903,163.278505373291,-1707.9082775767813,280.20345905804385,14.312835019581687,13.76857334207255,4.344721602198795e-11,2.12054987969168e-06,4.938574076555557e-10
6000.0,-1582.8389656363875,144.4222157520498,-1727.2611813884373,280.65965093216283,14.146784405595477,13.665377026157325,3.86419812861109e-11,1.9206040633434895e-06,4.525419601323754e-10
6300.0,-1558.4485783156933,113.57012468371474,-1672.018702999408,281.07119297398947,13.940626799433613,13.562059724196365,4.597274829954498e-11,2.1125404146005167e-06,5.051280321404071e-10
6600.0,-1451.5916935491348,93.11152567438839,-1544.703219223523,281.40111052646785,13.738345875602903,13.427974129047364,4.6666543251827525e-11,1.7077265965781407e-06,4.143455143826762e-10
6900.0,-1244.0477597285499,103.96815245361447,-1348.0159121821644,281.67660207438405,13.609739703100264,13.263179201737387,4.743594511060438e-11,2.044751454377547e-06,5.008059176698184e-10
7200.0,-999.3061664246787,85.03346624678365,-1084.3396326714624,281.98951461423394,13.427204754414795,13.143759873538942,4.8850938149453995e-11,1.9840276763716247e-06,4.925392670228667e-10
7500.0,-760.1762305262828,89.81726894356851,-849.9934994698513,282.24896763009633,13.26342282128804,12.964031930632675,4.064072000578786e-11,1.746958901094331e-06,4.390417477783159e-10
7800.0,-638.7809953542609,80.79157461636842,-719.5725699706293,282.52626941552097,13.088369443980357,12.81906420196146,4.3328382011603473e-11,2.01069940430898e-06,5.120829891288832e-10
8100.0,-548.9521810904346,84.62038926670473,-633.5725703571393,282.77822557881996,12.930500993964099,12.648433036061668,4.5961356691142027e-11,1.8959755152536673e-06,4.88760519575305e-10
8400.0,-490.5947955696318,100.5583199220934,-591.1531154917252,283.0446299708196,12.842132485252757,12.506938092956858,3.6052873349051735e-11,2.2333238121063914e-06,5.796866459343948e-10
8700.0,-507.7140655573961,83.89128266071364,-591.6053482181097,283.3641245296708,12.689431131031567,12.409793528818822,4.686474500994878e-11,1.9968902051914483e-06,5.245546955760483e-10
9000.0,-531.5961889851828,102.38996188660722,-633.9861508717901,283.6329563216162,12.623907515116233,12.282607649836518,3.738269281780501e-11,2.3026925646263408e-06,6.080242486644303e-10
9300.0,-583.1515017908912,81.19367602431072,-664.345177815202,283.964302035461,12.478842146333909,12.20819656483291,4.080717094549033e-11,1.5740112075945945e-06,4.2044798417910234e-10
9600.0,-598.6409076775021,59.88450621415376,-658.525413891656,284.22953671546713,12.298331703075611,12.098716681742651,4.304404262989275e-11,-1.8573416582512436e-07,5.034129026857502e-11
9900.0,-587.6894495786299,70.43395870430285,-658.1234082829328,284.42698083774417,12.207325313029228,11.972545457180791,4.439602090399556e-11,1.949771785803023e-06,5.324048568668233e-10
10200.0,-601.6256184289513,61.65123857343325,-663.2768570023845,284.661628382502,12.08465821058763,11.879154086797401,4.464992411723993e-11,1.4363645277626347e-06,3.961950496054589e-10
10500.0,-623.4328549141148,50.29284574298249,-673.7257006570974,284.86902572610376,11.952152960507236,11.784510143298093,4.653940214287512e-11,5.802394298370928e-07,1.618228480827798e-10
10800.0,-614.3247407273227,75.00540634781385,-689.3301470751366,285.03987531915885,11.926234952059817,11.676216938768372,4.170881358091664e-11,2.360380335630907e-06,6.597165395223183e-10
11100.0,-673.499428504552,50.30060921796822,-723.8000377225203,285.29757772649214,11.800290914125311,11.63262221593736,4.751191615164364e-11,-2.384169874858344e-07,6.7347771118773e-11
11400.0,-702.2645533986499,55.410357774873546,-757.6749111735235,285.4721466014545,11.720950761401541,11.53624957560517,4.1171579750188785e-11,2.0359623249532888e-06,5.790094354398707e-10
11700.0,-746.6959703141415,21.879229962155804,-768.5752002762973,285.6667195653809,11.555103561950364,11.482172793974533,4.1725447186613894e-11,-4.30593672717805e-07,1.242145719159976e-10
